Source	Target	Type	Label	Wheigt
/BD_20	/E_131	UnDirected	a-meridie	1
/BD_20	/R_55	UnDirected	a-circio	1
/BD_200	/BD_199	UnDirected	a-occident	1
/BD_200	/BD_75	UnDirected	a-circio	1
/BD_200	/BD_77	UnDirected	a-orient	1
/BD_200	/R_16	UnDirected	a-meridie	1
/BD_201	/BD_202	UnDirected	a-orient	1
/BD_201	/BD_204	UnDirected	a-meridie	1
/BD_201	/BG_437	UnDirected	a-circio	1
/BD_201	/BG_437	UnDirected	a-occident	1
/BD_201	/Mur_402	UnDirected	a-occident	1
/BD_201	/R_8	UnDirected	in	1
/BD_201	/RN_00122	UnDirected	a-orient	1
/BD_202	/BD_201	UnDirected	a-occident	1
/BD_202	/BD_203	UnDirected	a-orient	1
/BD_202	/BD_204	UnDirected	a-meridie	1
/BD_202	/R_8	UnDirected	in	1
/BD_202	/RN_00122	UnDirected	a-circio	1
/BD_203	/BD_202	UnDirected	a-occident	1
/BD_203	/BD_204	UnDirected	a-meridie	1
/BD_203	/R_16	UnDirected	a-occident	1
/BD_203	/R_8	UnDirected	a-occident	1
/BD_203	/R_8	UnDirected	a-orient	1
/BD_203	/RN_00122	UnDirected	a-circio	1
/BD_204	/BD_201	UnDirected	a-circio	1
/BD_204	/BD_202	UnDirected	a-circio	1
/BD_204	/BD_203	UnDirected	a-circio	1
/BD_204	/BD_205	UnDirected	a-meridie	1
/BD_204	/Mur_402	UnDirected	a-occident	1
/BD_204	/R_16	UnDirected	in-capite	1
/BD_204	/R_16	UnDirected	a-orient	1
/BD_205	/BD_204	UnDirected	a-circio	1
/BD_205	/E_164	UnDirected	a-occident	1
/BD_205	/R_16	UnDirected	a-circio	1
/BD_206	/BD_207	UnDirected	a-orient	1
/BD_206	/BND_861	UnDirected	a-meridie	1
/BD_206	/E_163	UnDirected	a-occident	1
/BD_206	/R_16	UnDirected	a-circio	1
/BD_207	/BD_206	UnDirected	a-occident	1
/BD_207	/BD_208	UnDirected	a-orient	1
/BD_207	/Mur_402	UnDirected	a-meridie	1
/BD_207	/R_16	UnDirected	a-circio	1
/BD_208	/BD_207	UnDirected	a-occident	1
/BD_208	/BD_209	UnDirected	a-orient	1
/BD_208	/BD_210	UnDirected	a-orient	1
/BD_208	/BND_862	UnDirected	a-meridie	1
/BD_208	/R_16	UnDirected	a-circio	1
/BD_209	/BD_208	UnDirected	a-occident	1
/BD_209	/BD_210	UnDirected	a-meridie	1
/BD_209	/BD_211	UnDirected	a-orient	1
/BD_209	/R_16	UnDirected	a-circio	1
/BD_21	/BD_20	UnDirected	a-occident	1
/BD_21	/BD_22	UnDirected	a-orient	1
/BD_21	/E_131	UnDirected	a-meridie	1
/BD_21	/R_55	UnDirected	a-circio	1
/BD_210	/BD_208	UnDirected	a-occident	1
/BD_210	/BD_210	UnDirected	a-circio	1
/BD_210	/BD_216	UnDirected	a-orient	1
/BD_210	/BND_863	UnDirected	a-meridie	1
/BD_211	/BD_209	UnDirected	a-occident	1
/BD_211	/BD_212	UnDirected	a-orient	1
/BD_211	/BD_213	UnDirected	a-orient	1
/BD_211	/BD_214	UnDirected	a-orient	1
/BD_211	/BD_215	UnDirected	a-meridie	1
/BD_211	/R_16	UnDirected	a-circio	1
/BD_212	/BD_211	UnDirected	a-occident	1
/BD_212	/BD_213	UnDirected	a-meridie	1
/BD_212	/R_16	UnDirected	in	1
/BD_212	/R_16	UnDirected	a-circio	1
/BD_212	/R_69	UnDirected	a-orient	1
/BD_213	/BD_211	UnDirected	a-occident	1
/BD_213	/BD_212	UnDirected	a-circio	1
/BD_213	/BD_214	UnDirected	a-orient	1
/BD_213	/BD_214	UnDirected	a-meridie	1
/BD_213	/BD_215	UnDirected	a-meridie	1
/BD_213	/R_69	UnDirected	in	1
/BD_213	/R_80	UnDirected	a-orient	1
/BD_214	/BD_211	UnDirected	a-occident	1
/BD_214	/BD_213	UnDirected	a-circio	1
/BD_214	/BD_215	UnDirected	a-meridie	1
/BD_214	/R_69	UnDirected	a-orient	1
/BD_214	/R_80	UnDirected	in	1
/BD_215	/BD_209	UnDirected	a-occident	1
/BD_215	/BD_211	UnDirected	a-circio	1
/BD_215	/BD_214	UnDirected	a-circio	1
/BD_215	/BD_214	UnDirected	a-orient	1
/BD_215	/BD_216	UnDirected	a-meridie	1
/BD_215	/R_69	UnDirected	a-orient	1
/BD_216	/BD_210	UnDirected	a-occident	1
/BD_216	/BD_215	UnDirected	a-circio	1
/BD_216	/BND_864	UnDirected	a-meridie	1
/BD_216	/R_69	UnDirected	a-orient	1
/BD_217	/BND_865	UnDirected	a-meridie	1
/BD_217	/BND_866	UnDirected	a-occident	1
/BD_217	/BND_867	UnDirected	a-circio	1
/BD_217	/R_18	UnDirected	in	1
/BD_217	/R_18	UnDirected	a-orient	1
/BD_218	/BG_417	UnDirected	in	1
/BD_218	/BND_868	UnDirected	juxta	1
/BD_219	/BD_466	UnDirected	a-meridie	1
/BD_219	/BD_467	UnDirected	a-meridie	1
/BD_219	/BD_468	UnDirected	a-meridie	1
/BD_219	/BD_469	UnDirected	a-meridie	1
/BD_219	/BD_470	UnDirected	a-meridie	1
/BD_219	/BD_471	UnDirected	a-meridie	1
/BD_219	/BD_472	UnDirected	a-meridie	1
/BD_219	/BD_473	UnDirected	a-meridie	1
/BD_219	/BD_474	UnDirected	a-meridie	1
/BD_219	/BD_475	UnDirected	a-meridie	1
/BD_219	/BD_476	UnDirected	a-meridie	1
/BD_219	/BD_477	UnDirected	a-meridie	1
/BD_219	/BD_478	UnDirected	a-meridie	1
/BD_219	/BD_479	UnDirected	a-meridie	1
/BD_219	/BD_480	UnDirected	a-meridie	1
/BD_219	/BD_481	UnDirected	a-meridie	1
/BD_219	/BD_482	UnDirected	a-meridie	1
/BD_219	/BD_483	UnDirected	a-meridie	1
/BD_219	/BD_484	UnDirected	a-meridie	1
/BD_219	/BD_485	UnDirected	a-meridie	1
/BD_219	/BD_486	UnDirected	a-meridie	1
/BD_219	/BD_487	UnDirected	a-meridie	1
/BD_219	/BD_488	UnDirected	a-meridie	1
/BD_219	/BD_489	UnDirected	a-meridie	1
/BD_219	/BG_419	UnDirected	a-circio	1
/BD_219	/BND_869	UnDirected	a-orient	1
/BD_219	/R_113	UnDirected	a-meridie	1
/BD_219	/R_99	UnDirected	a-occident	1
/BD_22	/BD_21	UnDirected	a-occident	1
/BD_22	/BD_23	UnDirected	a-orient	1
/BD_22	/E_131	UnDirected	a-meridie	1
/BD_22	/R_55	UnDirected	a-circio	1
/BD_220	/BD_219	UnDirected	a-circio	1
/BD_220	/BD_221	UnDirected	versus	1
/BD_220	/BD_222	UnDirected	a-meridie	1
/BD_220	/BND_870	UnDirected	a-orient	1
/BD_220	/R_99	UnDirected	a-occident	1
/BD_221	/BD_220	UnDirected	a-circio	1
/BD_221	/BD_222	UnDirected	a-orient	1
/BD_221	/BD_222	UnDirected	a-meridie	1
/BD_221	/BND_871	UnDirected	a-orient	1
/BD_221	/R_99	UnDirected	a-occident	1
/BD_222	/BD_221	UnDirected	a-circio	1
/BD_222	/BND_871	UnDirected	a-orient	1
/BD_222	/Mur_412	UnDirected	a-meridie	1
/BD_222	/R_99	UnDirected	a-occident	1
/BD_223	/BD_224	UnDirected	a-orient	1
/BD_223	/BD_224	UnDirected	a-occident	1
/BD_223	/E_160	UnDirected	subtus	1
/BD_223	/H_205	UnDirected	a-circio	1
/BD_223	/R_111	UnDirected	a-meridie	1
/BD_224	/BD_223	UnDirected	a-orient	1
/BD_224	/BD_225	UnDirected	a-occident	1
/BD_224	/H_205	UnDirected	a-circio	1
/BD_224	/R_111	UnDirected	a-meridie	1
/BD_225	/BD_224	UnDirected	a-orient	1
/BD_225	/BD_226	UnDirected	a-occident	1
/BD_225	/H_205	UnDirected	a-circio	1
/BD_225	/R_111	UnDirected	a-meridie	1
/BD_226	/BD_225	UnDirected	a-orient	1
/BD_226	/BD_227	UnDirected	a-occident	1
/BD_226	/E_160	UnDirected	a-meridie	1
/BD_226	/H_205	UnDirected	a-circio	1
/BD_227	/BD_226	UnDirected	a-orient	1
/BD_227	/H_185	UnDirected	a-occident	1
/BD_227	/H_185	UnDirected	a-circio	1
/BD_227	/H_205	UnDirected	a-circio	1
/BD_227	/Mur_412	UnDirected	a-occident	1
/BD_227	/R_114	UnDirected	a-meridie	1
/BD_228	/Mur_412	UnDirected	a-occident	1
/BD_228	/R_110	UnDirected	a-orient	1
/BD_228	/R_114	UnDirected	a-circio	1
/BD_229	/BD_228	UnDirected	a-circio	1
/BD_229	/BD_230	UnDirected	a-meridie	1
/BD_229	/Mur_412	UnDirected	a-occident	1
/BD_229	/R_110	UnDirected	a-orient	1
/BD_23	/BD_22	UnDirected	a-occident	1
/BD_23	/BD_24	UnDirected	a-orient	1
/BD_23	/E_131	UnDirected	a-meridie	1
/BD_23	/E_156	UnDirected	a-meridie	1
/BD_23	/R_55	UnDirected	a-circio	1
/BD_230	/BD_229	UnDirected	a-circio	1
/BD_230	/BD_231	UnDirected	a-meridie	1
/BD_230	/Mur_412	UnDirected	a-occident	1
/BD_230	/R_110	UnDirected	a-orient	1
/BD_231	/BD_230	UnDirected	a-circio	1
/BD_231	/BD_232	UnDirected	a-meridie	1
/BD_231	/Mur_412	UnDirected	a-occident	1
/BD_231	/R_110	UnDirected	a-orient	1
/BD_232	/BD_231	UnDirected	a-circio	1
/BD_232	/BD_233	UnDirected	a-meridie	1
/BD_232	/Mur_412	UnDirected	a-occident	1
/BD_232	/R_110	UnDirected	a-orient	1
/BD_233	/BD_232	UnDirected	a-circio	1
/BD_233	/BD_234	UnDirected	a-meridie	1
/BD_233	/Mur_412	UnDirected	a-occident	1
/BD_233	/R_110	UnDirected	a-orient	1
/BD_234	/BD_233	UnDirected	a-circio	1
/BD_234	/Mur_412	UnDirected	a-occident	1
/BD_234	/R_110	UnDirected	a-orient	1
/BD_234	/RN_00133	UnDirected	a-meridie	1
/BD_235	/BD_234	UnDirected	a-circio	1
/BD_235	/BD_236	UnDirected	a-occident	1
/BD_235	/BD_237	UnDirected	a-occident	1
/BD_235	/BD_238	UnDirected	a-meridie	1
/BD_235	/R_110	UnDirected	a-orient	1
/BD_236	/BD_235	UnDirected	a-orient	1
/BD_236	/BD_237	UnDirected	a-occident	1
/BD_236	/BD_237	UnDirected	a-meridie	1
/BD_236	/RN_00121	UnDirected	a-circio	1
/BD_237	/BD_235	UnDirected	a-orient	1
/BD_237	/BD_236	UnDirected	a-orient	1
/BD_237	/BD_237	UnDirected	a-circio	1
/BD_237	/BD_238	UnDirected	a-orient	1
/BD_237	/BD_239	UnDirected	a-meridie	1
/BD_237	/Mur_412	UnDirected	a-occident	1
/BD_237	/RN_00121	UnDirected	a-circio	1
/BD_238	/BD_235	UnDirected	a-occident	1
/BD_238	/BD_237	UnDirected	a-circio	1
/BD_238	/BD_239	UnDirected	a-meridie	1
/BD_238	/R_110	UnDirected	a-orient	1
/BD_239	/BD_237	UnDirected	a-circio	1
/BD_239	/BD_238	UnDirected	a-circio	1
/BD_239	/BD_240	UnDirected	a-meridie	1
/BD_239	/BND_872	UnDirected	a-meridie	1
/BD_239	/E_158	UnDirected	prope	1
/BD_239	/Mur_412	UnDirected	a-occident	1
/BD_239	/R_110	UnDirected	a-orient	1
/BD_24	/BD_23	UnDirected	a-occident	1
/BD_24	/BD_25	UnDirected	a-orient	1
/BD_24	/E_156	UnDirected	a-meridie	1
/BD_24	/R_55	UnDirected	a-circio	1
/BD_240	/BD_239	UnDirected	a-circio	1
/BD_240	/BND_872	UnDirected	a-occident	1
/BD_240	/BND_873	UnDirected	a-meridie	1
/BD_240	/E_158	UnDirected	ante	1
/BD_240	/RN_00134	UnDirected	a-orient	1
/BD_241	/BD_242	UnDirected	a-occident	1
/BD_241	/BD_244	UnDirected	a-circio	1
/BD_241	/BG_419	UnDirected	a-circio	1
/BD_241	/BGN_0051	UnDirected	a-circio	1
/BD_241	/BND_874	UnDirected	a-orient	1
/BD_241	/BND_875	UnDirected	a-orient	1
/BD_241	/BND_876	UnDirected	a-meridie	1
/BD_241	/BND_877	UnDirected	a-meridie	1
/BD_241	/E_158	UnDirected	prope	1
/BD_241	/E_160	UnDirected	prope	1
/BD_242	/BD_241	UnDirected	a-orient	1
/BD_242	/BD_243	UnDirected	a-occident	1
/BD_242	/BD_244	UnDirected	a-circio	1
/BD_242	/RN_00135	UnDirected	a-orient	1
/BD_243	/BD_242	UnDirected	a-orient	1
/BD_243	/BD_244	UnDirected	a-orient	1
/BD_243	/BD_248	UnDirected	a-circio	1
/BD_243	/BD_250	UnDirected	a-circio	1
/BD_243	/BD_256	UnDirected	a-occident	1
/BD_244	/BD_241	UnDirected	a-meridie	1
/BD_244	/BD_242	UnDirected	a-meridie	1
/BD_244	/BD_243	UnDirected	a-occident	1
/BD_244	/BD_245	UnDirected	a-circio	1
/BD_244	/BD_246	UnDirected	a-circio	1
/BD_244	/BD_248	UnDirected	a-occident	1
/BD_244	/R_111	UnDirected	a-circio	1
/BD_244	/RN_00136	UnDirected	a-orient	1
/BD_245	/BD_244	UnDirected	a-meridie	1
/BD_245	/BD_244	UnDirected	a-orient	1
/BD_245	/BD_246	UnDirected	a-occident	1
/BD_245	/R_111	UnDirected	a-circio	1
/BD_246	/BD_244	UnDirected	a-meridie	1
/BD_246	/BD_245	UnDirected	a-orient	1
/BD_246	/BD_247	UnDirected	a-occident	1
/BD_246	/R_111	UnDirected	a-circio	1
/BD_247	/BD_246	UnDirected	a-orient	1
/BD_247	/BD_248	UnDirected	a-occident	1
/BD_247	/BD_491	UnDirected	a-meridie	1
/BD_247	/R_111	UnDirected	a-circio	1
/BD_248	/BD_243	UnDirected	a-meridie	1
/BD_248	/BD_244	UnDirected	a-orient	1
/BD_248	/BD_247	UnDirected	a-orient	1
/BD_248	/BD_249	UnDirected	a-occident	1
/BD_248	/BD_250	UnDirected	a-occident	1
/BD_248	/R_111	UnDirected	a-circio	1
/BD_249	/BD_248	UnDirected	a-occident	1
/BD_249	/BD_253	UnDirected	a-occident	1
/BD_249	/BD_503	UnDirected	a-meridie	1
/BD_249	/R_111	UnDirected	a-circio	1
/BD_25	/BD_24	UnDirected	a-occident	1
/BD_25	/BD_26	UnDirected	a-meridie	1
/BD_25	/E_156	UnDirected	a-meridie	1
/BD_25	/R_54	UnDirected	a-circio	1
/BD_25	/R_54	UnDirected	a-orient	1
/BD_250	/BD_243	UnDirected	a-meridie	1
/BD_250	/BD_248	UnDirected	a-orient	1
/BD_250	/BD_251	UnDirected	a-occident	1
/BD_250	/BD_255	UnDirected	a-occident	1
/BD_250	/BD_256	UnDirected	a-occident	1
/BD_250	/R_114	UnDirected	a-circio	1
/BD_251	/BD_250	UnDirected	a-orient	1
/BD_251	/BD_252	UnDirected	a-occident	1
/BD_251	/BD_255	UnDirected	a-meridie	1
/BD_251	/R_114	UnDirected	a-circio	1
/BD_252	/BD_251	UnDirected	a-orient	1
/BD_252	/BD_253	UnDirected	a-meridie	1
/BD_252	/R_110	UnDirected	a-occident	1
/BD_252	/R_114	UnDirected	in compito-sive-cantono	1
/BD_252	/R_114	UnDirected	a-circio	1
/BD_253	/BD_252	UnDirected	a-circio	1
/BD_253	/BD_254	UnDirected	a-meridie	1
/BD_253	/BD_255	UnDirected	a-orient	1
/BD_253	/R_110	UnDirected	a-occident	1
/BD_254	/BD_253	UnDirected	a-circio	1
/BD_254	/BD_255	UnDirected	a-orient	1
/BD_254	/BD_255	UnDirected	a-meridie	1
/BD_254	/R_110	UnDirected	a-occident	1
/BD_255	/BD_250	UnDirected	a-orient	1
/BD_255	/BD_251	UnDirected	a-circio	1
/BD_255	/BD_254	UnDirected	a-occident	1
/BD_255	/BD_256	UnDirected	a-meridie	1
/BD_255	/R_110	UnDirected	a-occident	1
/BD_256	/BD_243	UnDirected	a-orient	1
/BD_256	/BD_250	UnDirected	a-orient	1
/BD_256	/BD_255	UnDirected	a-circio	1
/BD_256	/BD_257	UnDirected	a-meridie	1
/BD_256	/R_110	UnDirected	a-occident	1
/BD_257	/BD_242	UnDirected	a-orient	1
/BD_257	/BD_243	UnDirected	a-circio	1
/BD_257	/BD_243	UnDirected	a-orient	1
/BD_257	/BD_254	UnDirected	a-circio	1
/BD_257	/R_110	UnDirected	a-occident	1
/BD_26	/BD_25	UnDirected	a-circio	1
/BD_26	/BD_27	UnDirected	a-meridie	1
/BD_26	/E_156	UnDirected	a-occident	1
/BD_26	/R_54	UnDirected	a-orient	1
/BD_27	/BD_26	UnDirected	a-circio	1
/BD_27	/E_156	UnDirected	a-occident	1
/BD_27	/E_159	UnDirected	a-meridie	1
/BD_27	/R_54	UnDirected	a-orient	1
/BD_27	/R_54	UnDirected	in	1
/BD_28	/BD_29	UnDirected	a-circio	1
/BD_28	/BND_807	UnDirected	a-orient	1
/BD_28	/R_54	UnDirected	a-meridie	1
/BD_28	/R_54	UnDirected	a-occident	1
/BD_28	/RN_00127	UnDirected	a-meridie	1
/BD_29	/BD_28	UnDirected	a-meridie	1
/BD_29	/BD_30	UnDirected	a-circio	1
/BD_29	/BND_807	UnDirected	a-orient	1
/BD_29	/R_54	UnDirected	a-occident	1
/BD_3	/BD_4	UnDirected	a-meridie	1
/BD_3	/BND_801	UnDirected	a-occident	1
/BD_3	/BND_802	UnDirected	a-circio	1
/BD_3	/E_152	UnDirected	a-circio	1
/BD_3	/R_68	UnDirected	a-orient	1
/BD_3	/R_75	UnDirected	a-orient	1
/BD_30	/BD_29	UnDirected	a-meridie	1
/BD_30	/BD_31	UnDirected	a-circio	1
/BD_30	/BND_808	UnDirected	a-orient	1
/BD_30	/R_54	UnDirected	a-occident	1
/BD_31	/BD_30	UnDirected	a-meridie	1
/BD_31	/BD_32	UnDirected	a-circio	1
/BD_31	/BND_810	UnDirected	a-orient	1
/BD_31	/R_54	UnDirected	a-occident	1
/BD_32	/BD_31	UnDirected	a-meridie	1
/BD_32	/BD_33	UnDirected	a-orient	1
/BD_32	/BD_34	UnDirected	a-circio	1
/BD_32	/R_54	UnDirected	a-occident	1
/BD_33	/BD_32	UnDirected	a-occident	1
/BD_33	/BD_34	UnDirected	a-circio	1
/BD_33	/BND_809	UnDirected	a-orient	1
/BD_33	/BND_810	UnDirected	a-meridie	1
/BD_34	/BD_32	UnDirected	a-meridie	1
/BD_34	/BD_35	UnDirected	a-circio	1
/BD_34	/BND_811	UnDirected	a-orient	1
/BD_34	/R_54	UnDirected	a-occident	1
/BD_35	/BD_34	UnDirected	a-meridie	1
/BD_35	/BD_36	UnDirected	a-circio	1
/BD_35	/BND_812	UnDirected	a-orient	1
/BD_35	/R_54	UnDirected	a-occident	1
/BD_36	/BD_35	UnDirected	a-meridie	1
/BD_36	/BD_37	UnDirected	a-circio	1
/BD_36	/BND_813	UnDirected	a-orient	1
/BD_36	/R_54	UnDirected	a-occident	1
/BD_37	/BD_36	UnDirected	a-meridie	1
/BD_37	/BD_38	UnDirected	a-orient	1
/BD_37	/R_54	UnDirected	a-occident	1
/BD_37	/R_54	UnDirected	a-circio	1
/BD_38	/BD_37	UnDirected	a-occident	1
/BD_38	/BD_39	UnDirected	a-orient	1
/BD_38	/BND_814	UnDirected	a-meridie	1
/BD_38	/R_54	UnDirected	a-circio	1
/BD_39	/BD_38	UnDirected	a-occident	1
/BD_39	/BND_815	UnDirected	a-orient	1
/BD_39	/BND_815	UnDirected	a-meridie	1
/BD_39	/R_54	UnDirected	a-circio	1
/BD_4	/BD_3	UnDirected	a-circio	1
/BD_4	/BD_5	UnDirected	a-meridie	1
/BD_4	/BND_803	UnDirected	a-occident	1
/BD_4	/R_75	UnDirected	a-orient	1
/BD_40	/BD_18	UnDirected	a-circio	1
/BD_40	/E_131	UnDirected	juxta	1
/BD_40	/E_131	UnDirected	a-orient	1
/BD_40	/E_131	UnDirected	a-meridie	1
/BD_40	/R_54	UnDirected	a-occident	1
/BD_41	/E_131	UnDirected	a-orient	1
/BD_41	/E_131	UnDirected	a-circio	1
/BD_41	/E_131	UnDirected	a-meridie	1
/BD_41	/R_54	UnDirected	a-occident	1
/BD_42	/BD_43	UnDirected	a-occident	1
/BD_42	/BD_44	UnDirected	a-occident	1
/BD_42	/BD_45	UnDirected	a-meridie	1
/BD_42	/E_131	UnDirected	a-circio	1
/BD_43	/BD_42	UnDirected	a-orient	1
/BD_43	/BD_44	UnDirected	a-meridie	1
/BD_43	/R_54	UnDirected	a-occident	1
/BD_43	/R_54	UnDirected	a-circio	1
/BD_44	/BD_42	UnDirected	a-orient	1
/BD_44	/BD_43	UnDirected	a-circio	1
/BD_44	/BD_45	UnDirected	a-meridie	1
/BD_44	/R_62	UnDirected	a-occident	1
/BD_443	/BD_149	UnDirected	a-orient	1
/BD_443	/BD_444	UnDirected	a-meridie	1
/BD_443	/R_74	UnDirected	juxta	1
/BD_443	/RN_00120	UnDirected	a-circio	1
/BD_443	/RN_00120	UnDirected	a-occident	1
/BD_444	/BD_147	UnDirected	a-meridie	1
/BD_444	/BD_148	UnDirected	a-meridie	1
/BD_444	/BD_151	UnDirected	a-orient	1
/BD_444	/BD_443	UnDirected	a-circio	1
/BD_444	/R_74	UnDirected	in	1
/BD_444	/R_74	UnDirected	a-occident	1
/BD_445	/BD_446	UnDirected	a-circio	1
/BD_445	/BND_878	UnDirected	a-occident	1
/BD_445	/R_74	UnDirected	a-orient	1
/BD_445	/R_96	UnDirected	a-meridie	1
/BD_446	/BD_122	UnDirected	a-circio	1
/BD_446	/BD_123	UnDirected	a-occident	1
/BD_446	/BD_445	UnDirected	a-meridie	1
/BD_446	/R_74	UnDirected	in	1
/BD_446	/R_74	UnDirected	a-orient	1
/BD_447	/BD_141	UnDirected	a-meridie	1
/BD_447	/BD_143	UnDirected	a-circio	1
/BD_447	/BD_146	UnDirected	ante	1
/BD_447	/BD_448	UnDirected	a-occident	1
/BD_447	/R_74	UnDirected	juxta	1
/BD_447	/R_8	UnDirected	a-orient	1
/BD_448	/BD_100	UnDirected	a-meridie	1
/BD_448	/BD_101	UnDirected	a-meridie	1
/BD_448	/BD_136	UnDirected	a-meridie	1
/BD_448	/BD_138	UnDirected	a-meridie	1
/BD_448	/BD_141	UnDirected	a-orient	1
/BD_448	/BD_144	UnDirected	a-circio	1
/BD_448	/BD_447	UnDirected	a-orient	1
/BD_448	/BD_92	UnDirected	a-circio	1
/BD_448	/BD_97	UnDirected	a-circio	1
/BD_448	/BD_98	UnDirected	a-meridie	1
/BD_448	/BD_99	UnDirected	a-meridie	1
/BD_448	/R_13	UnDirected	in	1
/BD_448	/R_13	UnDirected	a-occident	1
/BD_449	/BD_131	UnDirected	a-occident	1
/BD_449	/BND_879	UnDirected	a-orient	1
/BD_449	/L_224	UnDirected	in	1
/BD_449	/R_12	UnDirected	in	1
/BD_449	/R_12	UnDirected	a-circio	1
/BD_449	/R_8	UnDirected	juxta	1
/BD_45	/BD_43	UnDirected	a-circio	1
/BD_45	/BD_44	UnDirected	a-circio	1
/BD_45	/E_156	UnDirected	a-meridie	1
/BD_45	/R_62	UnDirected	a-orient	1
/BD_45	/R_62	UnDirected	a-occident	1
/BD_45	/R_76	UnDirected	a-meridie	1
/BD_450	/BD_145	UnDirected	a-circio	1
/BD_450	/BND_880	UnDirected	a-meridie	1
/BD_450	/R_74	UnDirected	subtus	1
/BD_450	/R_8	UnDirected	a-occident	1
/BD_451	/BD_165	UnDirected	a-occident	1
/BD_451	/BD_166	UnDirected	a-meridie	1
/BD_451	/BD_452	UnDirected	a-orient	1
/BD_451	/R_8	UnDirected	a-circio	1
/BD_452	/BD_167	UnDirected	a-orient	1
/BD_452	/BD_167	UnDirected	a-meridie	1
/BD_452	/BD_168	UnDirected	a-meridie	1
/BD_452	/BD_451	UnDirected	a-occident	1
/BD_452	/R_9	UnDirected	in	1
/BD_452	/R_9	UnDirected	a-circio	1
/BD_453	/BD_451	UnDirected	ab-una-part	1
/BD_453	/BD_452	UnDirected	ab-una-part	1
/BD_453	/R_9	UnDirected	in	1
/BD_454	/BD_134	UnDirected	a-circio	1
/BD_454	/BD_455	UnDirected	a-orient	1
/BD_454	/R_8	UnDirected	in	1
/BD_454	/R_8	UnDirected	a-occident	1
/BD_454	/R_97	UnDirected	a-meridie	1
/BD_455	/BD_1144	UnDirected	a-orient	1
/BD_455	/BD_454	UnDirected	a-occident	1
/BD_455	/BD_454	UnDirected	a-circio	1
/BD_455	/R_97	UnDirected	a-meridie	1
/BD_456	/BD_219	UnDirected	a-orient	1
/BD_456	/BD_220	UnDirected	a-meridie	1
/BD_456	/R_113	UnDirected	a-circio	1
/BD_456	/R_99	UnDirected	a-occident	1
/BD_457	/BD_182	UnDirected	a-meridie	1
/BD_457	/BD_458	UnDirected	a-orient	1
/BD_457	/BD_465	UnDirected	a-orient	1
/BD_457	/BD_56	UnDirected	a-meridie	1
/BD_457	/BD_57	UnDirected	a-meridie	1
/BD_457	/R_10	UnDirected	in	1
/BD_457	/R_10	UnDirected	a-occident	1
/BD_457	/R_10	UnDirected	a-circio	1
/BD_458	/BD_457	UnDirected	a-occident	1
/BD_458	/BD_457	UnDirected	a-meridie	1
/BD_458	/BND_881	UnDirected	a-orient	1
/BD_458	/R_10	UnDirected	in	1
/BD_458	/R_10	UnDirected	a-circio	1
/BD_458	/R_10	UnDirected	a-circio	1
/BD_459	/BD_178	UnDirected	a-orient	1
/BD_459	/BD_458	UnDirected	prope	1
/BD_459	/BD_460	UnDirected	a-occident	1
/BD_459	/BND_882	UnDirected	a-circio	1
/BD_459	/R_10	UnDirected	in	1
/BD_459	/R_10	UnDirected	a-meridie	1
/BD_46	/BD_47	UnDirected	a-circio	1
/BD_46	/BD_48	UnDirected	a-circio	1
/BD_46	/R_54	UnDirected	in-capite	1
/BD_46	/R_54	UnDirected	a-orient	1
/BD_46	/R_54	UnDirected	a-occident	1
/BD_46	/R_54	UnDirected	a-occident	1
/BD_460	/BD_179	UnDirected	a-circio	1
/BD_460	/BD_180	UnDirected	a-occident	1
/BD_460	/BD_459	UnDirected	a-orient	1
/BD_460	/BD_461	UnDirected	a-occident	1
/BD_460	/R_10	UnDirected	in	1
/BD_460	/R_10	UnDirected	a-meridie	1
/BD_461	/BD_180	UnDirected	a-occident	1
/BD_461	/BD_460	UnDirected	a-orient	1
/BD_461	/BD_460	UnDirected	a-circio	1
/BD_461	/R_10	UnDirected	in	1
/BD_461	/R_10	UnDirected	a-meridie	1
/BD_462	/BD_463	UnDirected	a-circio	1
/BD_462	/EN_0049	UnDirected	a-meridie	1
/BD_462	/R_10	UnDirected	in	1
/BD_462	/R_10	UnDirected	a-occident	1
/BD_463	/BD_180	UnDirected	a-circio	1
/BD_463	/BD_462	UnDirected	a-meridie	1
/BD_463	/R_10	UnDirected	in	1
/BD_463	/R_10	UnDirected	a-occident	1
/BD_465	/BD_457	UnDirected	a-occident	1
/BD_465	/BD_56	UnDirected	a-meridie	1
/BD_465	/BD_57	UnDirected	a-meridie	1
/BD_465	/BND_883	UnDirected	a-circio	1
/BD_465	/BND_884	UnDirected	a-circio	1
/BD_465	/E_133	UnDirected	ante	1
/BD_465	/R_115	UnDirected	in	1
/BD_465	/R_17	UnDirected	in-capite	1
/BD_465	/R_17	UnDirected	a-orient	1
/BD_466	/BD_467	UnDirected	a-occident	1
/BD_466	/BG_423	UnDirected	in	1
/BD_466	/BND_885	UnDirected	a-circio	1
/BD_466	/RN_00119	UnDirected	a-meridie	1
/BD_467	/BD_466	UnDirected	a-orient	1
/BD_467	/BD_468	UnDirected	a-occident	1
/BD_467	/BG_423	UnDirected	in	1
/BD_467	/RN_00119	UnDirected	a-circio	1
/BD_467	/RN_00119	UnDirected	a-meridie	1
/BD_468	/BD_467	UnDirected	a-orient	1
/BD_468	/BD_469	UnDirected	a-occident	1
