idConfront,localisation,idBien1,idBien2,idInvariant,idInvariant_ajout,idQuartierParoisse,localisationTN
8049,NULL,9064,NULL,402,402_27,NULL,confronte a l est avec
8050,NULL,9065,NULL,402,402_27,NULL,confronte a l est avec
8051,NULL,9066,NULL,402,402_27,NULL,confronte a l est avec
8057,NULL,9070,NULL,483,483_1,NULL,confronte a l est avec
7155,iuxta,60014,NULL,185,185_15,NULL,a cote de
7131,in,60060,NULL,487,487_6,NULL,dans
7132,in,60061,NULL,487,487_6,NULL,dans
7160,super,60076,NULL,205,205_15,NULL,sur
7161,super,60078,NULL,205,205_15,NULL,sur
7162,super,60079,NULL,205,205_15,NULL,sur
7085,in,60082,NULL,402,402_11,NULL,dans
7086,iuxta,60087,NULL,402,402_11,NULL,a cote de
7163,super,60097,NULL,205,205_14,NULL,sur
7087,iuxta,60115,NULL,402,402_18,NULL,a cote de
7154,in,60133,NULL,402,402_24,NULL,dans
7164,super,60143,NULL,666,666_18,NULL,sur
7165,supra,60168,NULL,666,666_19,NULL,au dessus de
7124,supra,60172,NULL,666,666_20,NULL,au dessus de
7119,in,60173,NULL,666,666_20,NULL,dans
7120,in,60179,NULL,666,666_20,NULL,dans
7121,in,60180,NULL,666,666_20,NULL,dans
7122,in,60184,NULL,666,666_21,NULL,dans
7158,supra,60192,NULL,195,195_21,NULL,au dessus de
7125,supra,60212,NULL,666,666_24,NULL,au dessus de
7157,iuxta,60252,NULL,483,483_3,NULL,a cote de
7138,confront a l est,60293,NULL,402,NULL,NULL,confronte a l est avec
7123,in,60297,NULL,666,666_24,NULL,dans
7159,supra,60298,NULL,205,205_12,NULL,au dessus de
7083,iuxta,60331,NULL,402,402_13,NULL,a cote de
7084,iuxta,60332,NULL,402,402_13,NULL,a cote de
7088,iuxta,60342,NULL,205,205_10,NULL,a cote de
7126,in,60355,NULL,666,666_16,NULL,dans
7127,in,60358,NULL,666,666_16,NULL,dans
7156,subtus,60382,NULL,185,185_9,NULL,sous
7115,ultra,60404,NULL,195,NULL,NULL,au dela de
