idInvariant,Type,nom,the_geom
526,Rue,Impasse vers ou dans le Bourg de Millone,NULL
527,Rue,Impasse vers le Pont des Freres Mineurs,NULL
528,Rue,Traverse de la petite livree de Viviers,NULL
529,Rue,Rue d'Hugonis Traverserii,NULL
530,Rue,Impasse vers la Vieille Pelleterie,NULL
531,Rue,Rue droite vers le Portail du Pont Fract,NULL
532,Rue,Rue Teerese,NULL
533,Rue,Rue publique dans la Paroisse Saint-Didier,NULL
534,Edifice,Carmes,01060000206A08000001000000010300000002000000110000005BEA7EA1F2CD2941E15C79BC7C1A58413A00DBA004CE29419F245334741A58419D15835306CE29419BB4BA70731A5841D3D511750DCE29419A84EDB1731A58410256D59113CE294147B70FA7731A584174EB134E17CE2941F019FF5A731A584131D698AE19CE2941EB7999D8721A58418BAB755C1ACE29419274EF6B721A584131D698AE19CE29418E3C230A721A58412996CDA918CE29413637799D711A5841B7008FED14CE29413567465C711A5841266B231E0DCE2941322F7AFA701A5841E355A87E0FCE29412A574816701A5841CE2801ADBECD294168D2D1A86C1A5841CDE7CD0E9DCD2941207868D1791A5841AE7F904AF2CD294138D030BF7C1A58415BEA7EA1F2CD2941E15C79BC7C1A58410600000001BEE542BACD2941C43AF202791A58413BA91EF0CCCD2941E54741EC711A58412B80449702CE29414BFD4E21741A5841109538FDF3CD29412920CDF67A1A58415453F7EBB9CD2941C33AF202791A584101BEE542BACD2941C43AF202791A5841
535,Rue,Rue publique dans la Paroisse Saint-Didier 3,NULL
536,Rue,Traverse vers la rue des Masses,NULL
537,Rue,Rue publique vers la rue des Masses,NULL
538,Rue,Place du ? Du moulin de Pertuis,NULL
539,Edifice,Sacristie,01060000206A0800000100000001030000000100000005000000E52C601E42CA2941BA5C7FC88D1A584148EB70A682CA294135F5BBC28E1A58417520229F86CA2941496052308B1A58414647508446CA2941529967238A1A5841E52C601E42CA2941BA5C7FC88D1A5841
540,Edifice,Eglise Saint-Pierre,01060000206A080000010000000103000000010000003A000000851685DB81CA2941A388167F471A584153100CC581CA294107EB786E471A5841B816FA78A5CA294155E7E2A5461A5841C853356BA7CA294142898732481A584145B64C40C8CA2941FD920D3C471A5841EA5E17B5C5CA294170052449451A5841E1BD5F1FC7CA2941410E9E41451A5841339C62F3C6CA2941372F8420451A58415637F1B8D0CA29415BBC84E7441A5841400DE63ED3CA2941B7F86A5E451A5841850FB7EED4CA2941C77E7A24451A584161E7E19AD2CA2941460924CB441A5841CE438A89D6CA2941BABAEB14441A5841EA9AF0DDD9CA29416ABA6A27441A58418CC61D44DACA2941DCA715CD431A5841D573504BD7CA29412009AEB9431A584125B6F5F5D5CA294143998ED7421A584101448332D9CA29418B666898421A5841671F1FFBD7CA2941B764AC58421A5841DEBB619CD4CA29411F4FEF94421A5841E81FF035CFCA29410F02001D421A584171D25B57D0CA29412FAEFBAB411A58413D607EBFCCCA2941BC524589411A58410E6CBA7ECCCA2941C46BF801421A58412CB695F5C0CA2941CD85424C421A5841C52D5B6CC0CA29410B71CBD2411A5841E6826FF1C2CA2941F5AE357D411A5841C6729E30C0CA29410A9E2732411A5841FA9AB6FDBDCA2941DDA30E39411A5841BE7CB9D1BFCA2941D7B85BD5401A5841CC6596C2BDCA29413F68E2AD401A5841BA3B8486BBCA2941C4BB0E29411A584187D437E9B2CA29413ED70056411A58414E051F2DB0CA29417411211B411A5841ECD301A3ADCA29412D75D7333F1A58418D234A37A1CA29412AE31E733F1A58415F2C6B18A1CA29418A350E473F1A58410E6260879DCA29414C3E5A593F1A5841C0D283D09DCA2941A2B2157B3F1A58416BD2BC6593CA2941605B85B93F1A5841DB9EFEEC92CA2941BE2D71943F1A58419ED5F35B8FCA2941D936BDA63F1A584138C6309E8FCA29411DF049C53F1A584197206C1F85CA294135AF3E02401A5841E24397D684CA2941C3CCD4EB3F1A5841D67B8C4581CA29413BD620FE3F1A58410B99E27681CA294107FBE114401A584195A8FABA77CA29410F1BA325431A58416319CA2077CA2941D9E8DF27431A5841212099AF77CA2941398D1478431A58414837447A75CA2941B10C09AE431A584183804CB375CA29418B3C6714441A5841D826DF9678CA2941AA327231441A58417925470C7CCA2941A9C41F7D461A584170E059D779CA294165FFD9B2461A5841741FEF9A7ACA2941CFCA1820471A5841AD45DA327DCA29410D302937471A5841851685DB81CA2941A388167F471A5841
541,Edifice,Cloitre de l'eglise Saint-Pierre,01060000206A08000001000000010300000002000000050000008B70C44DA1CA294181AEA160481A584186E69340ABCA2941C30FD2974C1A5841DDD8FDBDCBCA2941695C98934B1A584147E66CABC4CA2941C1830056471A58418B70C44DA1CA294181AEA160481A584105000000895FA360AFCA2941F89AE9B04B1A58418B42DBD9A8CA29410CE0EEEC481A58418F2FC70DC0CA29414CBB003E481A5841B99E8FB1C4CA2941B7CA2E064B1A5841895FA360AFCA2941F89AE9B04B1A5841
542,Edifice,Cimetiere de Saint-Pierre,01060000206A0800000100000001030000000100000039000000CF829EC881CA2941426D80FB3F1A5841D67B8C4581CA29413BD620FE3F1A5841314C048384CA294112E0A0733F1A58417AF74A2F8CCA294125D8115B3F1A584190094878CBCA2941CAC6B9DB3E1A5841036FA76DD4CA29414FE4EC2D3F1A5841BB24D30BDBCA29419D5D3FCB431A584186F0D97BDACA294180A88F2D441A58416BEE221DDACA2941684B4256441A5841B1B2409AD7CA29419DD09DD7461A5841AD48B41ED4CA2941C7F5E1F54A1A5841BF243590D3CA294167F9004C4B1A5841DDD8FDBDCBCA2941695C98934B1A584147E66CABC4CA2941C1830056471A584145B64C40C8CA2941FD920D3C471A5841EA5E17B5C5CA294170052449451A5841E1BD5F1FC7CA2941410E9E41451A5841339C62F3C6CA2941372F8420451A58415637F1B8D0CA29415BBC84E7441A5841400DE63ED3CA2941B7F86A5E451A5841850FB7EED4CA2941C77E7A24451A584161E7E19AD2CA2941460924CB441A5841CE438A89D6CA2941BABAEB14441A5841EA9AF0DDD9CA29416ABA6A27441A58418CC61D44DACA2941DCA715CD431A5841D573504BD7CA29412009AEB9431A584125B6F5F5D5CA294143998ED7421A584101448332D9CA29418B666898421A5841671F1FFBD7CA2941B764AC58421A5841DEBB619CD4CA29411F4FEF94421A5841E81FF035CFCA29410F02001D421A584171D25B57D0CA29412FAEFBAB411A58413D607EBFCCCA2941BC524589411A58410E6CBA7ECCCA2941C46BF801421A58412CB695F5C0CA2941CD85424C421A5841C52D5B6CC0CA29410B71CBD2411A5841E6826FF1C2CA2941F5AE357D411A5841C6729E30C0CA29410A9E2732411A5841FA9AB6FDBDCA2941DDA30E39411A5841BE7CB9D1BFCA2941D7B85BD5401A5841CC6596C2BDCA29413F68E2AD401A5841BA3B8486BBCA2941C4BB0E29411A584187D437E9B2CA29413ED70056411A58414E051F2DB0CA29417411211B411A5841ECD301A3ADCA29412D75D7333F1A58418D234A37A1CA29412AE31E733F1A58415F2C6B18A1CA29418A350E473F1A58410E6260879DCA29414C3E5A593F1A5841C0D283D09DCA2941A2B2157B3F1A58416BD2BC6593CA2941605B85B93F1A5841DB9EFEEC92CA2941BE2D71943F1A58419ED5F35B8FCA2941D936BDA63F1A584138C6309E8FCA29411DF049C53F1A584197206C1F85CA294135AF3E02401A5841E24397D684CA2941C3CCD4EB3F1A5841CF829EC881CA2941426D80FB3F1A5841CF829EC881CA2941426D80FB3F1A5841
543,Rue,Place de la Saunerie,01050000206A08000001000000010200000004000000F5A28A99BECB294198A91C66411A584153DEF7CBC4CB294177AD9FA1411A5841BAEDC3E6D0CB29413CEC11B0441A5841D92EBF29FDCB2941576561FD431A5841
544,Rue,Plan du Saul,01050000206A080000010000000102000000030000004B7EA7BDBECC2941D41E99551B1A5841899E4F5BC4CC294120A8E2DD1A1A58412AD75FA3D8CC2941386DDE5F1A1A5841
545,Edifice,Cimetiere Saint-Symphorien,01060000206A08000001000000010300000001000000090000006A1A85A016CB2941A7846BC3571A58417C97BA5425CB2941B253DC385B1A5841004D494C44CB29413E023721591A5841E18563CD32CB2941E22C935A551A58410A5CECFB2CCB2941B007FFD4551A5841BE575B692BCB294119958D92551A5841430F5AF721CB2941A99E715C561A5841DF0093F222CB29416B7FDAB0561A58416A1A85A016CB2941A7846BC3571A5841
546,Edifice,Saint-Agricol,01060000206A080000010000000103000000010000000F000000EE04D3824DC829418D1FA94D411A58418EC77FEF4DC82941E0B73E5B411A5841D0CFDAFF82C829414863109D401A5841904A812682C82941B44521B63F1A5841136A9A3E87C829410A15F69A3F1A584175BC53378AC82941148374493F1A584156045A7D8BC8294172C0C7DC3E1A584157045A7D8BC82941782E468B3E1A5841157F00A48AC82941829CC4393E1A584153EFF31788C82941DEA2D8F53D1A5841F29C3A1F85C82941E4D917CD3D1A58410F40CE7380C82941E3D917CD3D1A5841CFBA749A7FC829417ABF32C43C1A5841AA6A134449C82941EA47967B3D1A5841EE04D3824DC829418D1FA94D411A5841
547,Edifice,Dominicains,01060000206A0800000100000001030000000200000015000000817E47E7D0C62941A4C7E9011B1A58410BD4E7B1D7C62941FC64FA4D1B1A5841FA5351A8D5C629415A72A35D1C1A5841A8BE3FFFD5C629415E7AA2001D1A58410BD4E7B1D7C629410AE590571D1A5841D73E031CDCC629416282A1A31D1A5841F73E302FE0C6294164EA3AC41D1A58410EFF913DE3C629410F1D5DB91D1A5841775405F5E5C629410EB5C3981D1A584188D49BFEE7C6294161B26E621D1A584190146703E9C629415F7AA2001D1A584145BF205FEAC629410675F8931C1A58414DFFEB63EBC62941580A0A3D1C1A58414EFFEB63EBC62941AE6F4E271C1A58417C7FAF80F1C62941AE3F81681C1A5841EC2A774F0BC72941BC946DE6121A584198543208EAC62941AF1CD67F111A58418FBDAA52B1C62941F3D72A170F1A5841CB7CD1DA97C629413C501CA4181A58415D123DAA9FC6294194ED2CF0181A5841817E47E7D0C62941A4C7E9011B1A584106000000BA12C4E3ABC62941873DC927171A584115E8A091ACC62941873DC927171A5841D5FDCF7DBAC629410BC859E4111A5841A27E74FAD4C62941100825E9121A5841E068450EC7C629418EE52D4D181A5841BA12C4E3ABC62941873DC927171A5841
548,Edifice,Notre-Dame-des-Miracles,01060000206A0800000100000001030000000100000007000000748115C257C52941C21C9C16B9195841B814059A94C52941FBAE1988B91958418866124E99C5294129A96309B9195841A0D622A299C52941A862A25AB8195841B600DAF194C529419B4760ABB7195841DED8F45658C5294125F00E29B7195841748115C257C52941C21C9C16B9195841
549,Edifice,Sainte-Praxede,01060000206A080000010000000103000000010000002B00000052C004B3E2C72941506ABFB4261A58416C1787A804C82941DEBA3F04261A5841EE91754A04C829416FB195B2251A5841D8D45ED502C8294104D525BA251A58419450FCE701C8294193D0D2E1241A58413A10815B03C82941B39157DC241A5841E1498E0603C8294155DC748B241A584144FF419001C8294115FAE091241A58414A37A9BB00C82941B1B524D0231A5841B7D6BA2F02C82941F4EC5BCA231A58416606EAD901C8294123E17C79231A58414A72AF6300C82941E00CF97F231A5841C4B3D777FFC729413EC90DA9221A5841181730E400C829412AE833A4221A5841C40BF29600C829410C503253221A5841D2081020FFC72941BEC80F59221A58415BA1525EFEC72941199E82A8211A584110D32BD7FFC729411352BFA2211A58415851AC7CFFC72941D0B3F451211A58418E67D406FEC72941F38AC758211A5841060B7CD7FDC72941407DA22D211A5841E0F2D0F4F8C72941A7DACA42211A5841471DC9F0F7C729419A99D41D201A5841D647BE69F1C72941334B43A41F1A5841E7B788E9E8C729419BF9D2B71F1A5841F1C24E1FE3C7294187674A76201A5841C8524450E4C729416CCD2FA3211A58416BC5A381DEC729417E6505BD211A5841430B86DEDFC72941B480F4ED221A5841E2E7F96FDEC7294168134AF3221A5841F01F8EC3DEC72941D97D3244231A58416A08F639E0C7294115B9DF3D231A584172831C5AE1C729418EA3B939241A5841F66090EBDFC7294141360F3F241A58418698243FE0C729417DA0F78F241A58411E808CB5E1C72941BFDBA489241A58412167ED86E2C72941D382A540251A584158456118E1C729418315FB45251A58418A7CF56BE1C729419A7FE396251A584165635DE2E2C72941E5BA9090251A584190AAFCCDE3C72941AF6D815E261A58418B89705FE2C729415E00D763261A584152C004B3E2C72941506ABFB4261A5841
550,Edifice,Saint-Laurent,01060000206A08000001000000010300000002000000370000008CD2FC518FC829410D612BD8541A58418CD2FC518FC82941924093D4541A5841EF8645B6B3C829418F6C05BE531A584133A18F5FB8C82941EC897614561A58411256DE83E4C82941255111BA541A58410D3C97BAE3C829419511A941541A5841A5DBFFAEE4C8294147420D47541A584162F90795E5C829415A01DD3F541A58411F17107BE6C829416BC0AC38541A584149AFF635E7C82941065FE42D541A58412A4B9E0DE8C82941B3BCEB1B541A58412F65E5D6E8C82941260A2708541A58417E7B6B83E9C8294132F699E9531A5841370CD004EAC82941AAB98EC6531A58418295B24CEAC82941591796B4531A5841151BD477EAC82941B4D2A490531A5841151BD477EAC8294185AE4B70531A58415E17135BEAC829416849C248531A58417F080FE8E9C82941FE149D26531A5841C577AA66E9C82941D1F04306531A5841776124BAE8C829418D0D1BED521A5841BA431CD4E7C82941502AF2D3521A58416AA0F2C2E6C82941FC87F9C1521A5841D1008ACEE5C829415C1665B5521A584114E381E8E4C829415D1665B5521A58417C4319F4E3C82941220699B3521A5841501E8FD4E2C82941992631B7521A5841DBFCC5D1E1C82941C1772DC0521A58411EDFBDEBE0C82941D9095AD0521A5841A6C0AC65D4C8294155ACCB3D4C1A584101986409D7C829418DE93A284C1A58416B859F79D6C82941531F28D94B1A5841FE0AC1A4D6C82941170F5CD74B1A5841B89B2526D7C82941521F28D94B1A5841E2330CE1D7C82941180F5CD74B1A584154C8317FD8C8294165DEF7D14B1A584110E63965D9C82941D82B33BE4B1A5841CC769EE6D9C82941F9A9D2AF4B1A5841F281E13CDAC829416CF70D9C4B1A58413D0BC484DAC8294101C3E8794B1A58413D0BC484DAC829414CBF275D4B1A5841A985A259DAC8294109DCFE434B1A5841CB769EE6D9C829410609A22C4B1A5841EC679A73D9C82941EE76751C4B1A58419F5114C7D8C829414F05E10F4B1A58419937CDFDD7C8294126B4E4064B1A5841719FE642D7C82941AD934C034B1A58416B859F79D6C8294124B4E4064B1A5841D2E53685D5C829415005E10F4B1A58413CD371F5D4C82941ED76751C4B1A584180B5690FD4C829414A783DAB4A1A584126500287C1C829411D9BCE3C4B1A5841D8ACD875C0C82941AFD905B64A1A584170E0F44480C8294143D742D04C1A58418CD2FC518FC829410D612BD8541A5841060000009C737786A7C82941105FC9D9521A5841F9672E709FC82941AA5383A34E1A584103D26295C1C82941A3AC98754D1A5841420AB804CBC829412A367E9D511A58419D737786A7C8294133DD68CB521A58419C737786A7C82941105FC9D9521A5841
551,Edifice,Saint-Antoine,01060000206A080000010000000103000000010000000D000000920CA854D1C929410DD1065E0D1A5841F829F2C7D2C9294136648F46111A584140237ED7D3C929416E3FF349111A5841F21ADA68D3C929411483702B131A5841DBA9E74CE6C9294159FE4DB6131A58412CE87415E8C9294139B5F283111A5841126C658EE9C92941D42B4B85111A584161FBFDF8E9C929416D3A248A101A58418EDCD560F4C9294191BCDAB4101A58414020E8CFF5C929413A4DFE530D1A58410636ED80EBC9294188C05B220D1A58411D910D3BECC9294136222A380B1A5841920CA854D1C929410DD1065E0D1A5841
552,Edifice,Saint-Didier,01060000206A0800000100000001030000000100000015000000CAF8EF03D3C929413F63011F041A584182FCB020D3C92941C4CCAF2A041A58419C76F81809CA2941083D7CA8041A5841A0903FE209CA294145065EF8031A584184B98A1E0BCA294132478EFF031A5841BF2CEA990ECA2941BC26F6FB031A58415C59F6F20FCA2941CDE5C5F4031A5841877E801211CA2941032335DF031A584122AB8C6B12CA29415FDE43BB031A5841DEC8945113CA2941CA582290031A58412CDF1AFE13CA2941E4300853031A58419AE69C3714CA2941FF08EE15031A58412CDF1AFE13CA2941B37F0BCE021A5841DEC8945113CA294131B9B99B021A5841B3A30A3212CA2941AFF26769021A5841A86F7C9F10CA2941A84CAE3A021A58417730ABB60ECA2941CACA4D2C021A584184B98A1E0BCA2941EF48ED1D021A5841BD839D6D0BCA29418F739778011A5841B23B8209D5C929413FBAB4F2001A5841CAF8EF03D3C929413F63011F041A5841
553,Edifice,Cimetiere Saint-Didier,01060000206A080000010000000103000000010000000E000000DA78AFB2BFC92941FA226866FF195841B20098DBC2C92941261736BCFB1958414F4A342ED1C92941F8B470C8FB1958414F1AD76D0FCA29416129B4F4FD195841BAA92A5220CA294137FB287CF81958413283E99B30CA2941AD81B5B1F8195841E1DA3EB642CA2941DD6235B0F9195841EC9D8A2746CA29419076A5AEFB1958412CF0A9AB45CA294197514DAEFF1958414414D37335CA29411C6DCD19001A58410AF15AD430CA2941340E2D58001A58419BD2A83519CA2941EF5F7B31001A5841EA3DD4FE0BCA29417461EE06001A5841DA78AFB2BFC92941FA226866FF195841
554,Edifice,Franciscains,01060000206A0800000100000001030000000200000015000000812B7A1BC7CC29411AB8EDADD81958410DF641271BCD29417B76C532DC1958413C9728A41FCD294175E0A0B1DA195841A6AD9F6427CD294146AD040DDB195841D44E86E12BCD29415B8C7D06DB195841B0E8332A30CD294173E0A0B1DA195841F4316E3432CD29417BCAF514DA195841F4316E3432CD2941BD51B564D91958415CE1FAF52FCD29410264CA02D9195841BEA632542ECD2941C43B0AC8D8195841EEE02ED228CD2941DE8F2D73D81958415C7A10F725CD294149EB8952D81958413EFE12A329CD2941E8D881EBD6195841575E90913ACD2941F2F8DC96D7195841D267C5785ECD29413F17749FCA195841921A6C631ACD2941D96E47B7C719584112590D1BE3CC2941EDA1F092C51958418E7B2E6DC0CC294154B1077AD2195841316E2070D5CC29410280B654D3195841AE5E16C0C6CC29416B5F08A9D8195841812B7A1BC7CC29411AB8EDADD819584106000000C0073182E0CC29411CC2A069D21958416D721FD9E0CC2941C8F4C25ED2195841D6DD1BA3F9CC29412EB7F269C91958412CF593883CCD2941970C6621CC195841C48997BE23CD294186171421D5195841C0073182E0CC29411CC2A069D2195841
555,Edifice,Augustins,01060000206A0800000100000001030000000200000019000000523C064083CD294160D6A399551A58414529B5F9CECD29413A8989AB5B1A58411294D063D3CD294135B157C75A1A58413AD4C87BD8CD294134E923295B1A584159D4F58EDCCD29413951BD495B1A584116BF7AEFDECD29418F1E9B545B1A5841E3299659E3CD2941E01B461E5B1A5841F3A92C63E5CD294134B157C75A1A5841FBE9F767E6CD2941DB13477B5A1A584155BFD415E7CD29413111F2445A1A5841022AC36CE7CD2941D80B48D8591A5841FBE9F767E6CD2941D5D37B76591A584136BFA702E3CD29417ACED109591A5841CA69344BE0CD2941D0CB7CD3581A58411EFF45F4DFCD294178FE9EC8581A58418854B9ABE2CD29411E29C21A581A58418854B9ABE2CD2941728E0605581A584135EBB9270FCE29417E9E044B591A5841A880F8E312CE29411AB92957571A58415A0008B408CE29416A4E3B00571A5841FE40B4181ECE29417B438D004E1A5841E0FEEBCDD7CD2941C0283BE14B1A58418513860DC1CD2941609ED737551A58418D273FED95CD2941997387D2511A5841523C064083CD294160D6A399551A58410600000051C03CAF07CE294118815DF5561A584151C03CAF07CE29416D4E3B00571A5841EF7E82D7D9CD2941B6A381A4551A584139EA518EEECD2941C8006DC54C1A58419C2B0C661CCE294128DE48164E1A584151C03CAF07CE294118815DF5561A5841
556,Edifice,Notre-Dame-la-Principale,01060000206A08000001000000010300000001000000130000008536C1BE5ACA294194E0CA8E1F1A5841C0D27A365BCA2941577A46961F1A58411130A22C87CA294139E29ED91F1A5841689A38E087CA2941D3101A081F1A5841E1116FEA8ACA294110779E001F1A584121EDEB7C8DCA294110779E001F1A5841095ED25B8FCA2941FF0FB0E21E1A5841B732FFC290CA2941A8DB4EAE1E1A584182D5086692CA29418B0D72721E1A5841D93F9F1993CA29415DD8A6181E1A5841BC71C2DD92CA2941700960B71D1A584165072C2A92CA2941096E10651D1A584143FA8BD38FCA2941646C3C1A1D1A5841E65032058DCA2941926BD2F41C1A58418AA7D8368ACA2941479E5FDE1C1A5841A236F25788CA2941459E5FDE1C1A5841C004CF9388CA2941D165ECEE1B1A584150D9CA615CCA2941B6970FB31B1A58418536C1BE5ACA294194E0CA8E1F1A5841
557,Edifice,Saint-Genies,01060000206A080000010000000103000000010000000E000000C3EFE27D7ACA2941661E9FDE271A58414539CCBB74CA294180E2FAE9231A58419F13E26094CA29418048B431231A5841A8A9BBB995CA29415F549A1E241A584133ED1D709DCA2941C32034F6231A5841F3A4C6FCA1CA2941FA30BF35241A5841C01757B1A4CA294137570E7C241A5841EB6C2C16A5CA2941136A66F6241A5841FFDFC968A5CA29418AA9A35A251A5841DF3959F6A3CA29410DF61AA0251A5841B6B37737A1CA2941D5FA2EF7251A584196B8BEB098CA2941149F0829261A58415E8FF8229ACA294130865826271A5841C3EFE27D7ACA2941661E9FDE271A5841
558,Edifice,Trinite,01060000206A080000010000000103000000020000002300000012D0239F41D129413BD00B496B1A584147C9BC3A82D12941D196A8CB6C1A584128776C128ED129413F0F0B94641A58418282237290D129414888B2A3641A5841ED17EA8891D12941BC480505641A58419CB1D8FB8FD129415EF381F8631A584152690DAF93D129418D3D1AD9611A58417FC2071495D129412FD706E3611A5841A839B92196D12941F7F9B946611A5841DD7AF0C791D129415CC40B23611A58412AC5BD6F91D12941DDC13763611A584115F234148BD1294149D5713C611A584107FBDD428BD1294185CB0E0D611A584180357BFA87D129410166E5FA601A58410D9B28BC87D1294118539D21611A5841232785D981D1294139CA4AFC601A584128C1D71782D1294121DD92D5601A58410B038CEF7FD129417F26EBC7601A58412E6939B17FD12941A013A3EE601A584159798BD877D12941421FE5BC601A5841A612DE1678D129411A322D96601A58419C6A15EF75D12941BF5D8588601A584176D1C2B075D12941E84A3DAF601A5841D8DF14D86DD1294107577F7D601A5841DE61E4156ED12941B287C756601A584154B91BEE6BD129417AB31F49601A5841E720C9AF6BD12941AFA0D76F601A58411ED5E06D64D129410D53EF41601A5841C28AE8D264D12941306FDF02601A5841482B492160D129412F60D7E55F1A5841868706EA5FD129412477EB07601A584144D98447DCD02941A2C9BE925C1A58417F8E628BD7D02941342286835F1A58418F30591A4CD129416335E0A8621A584112D0239F41D129413BD00B496B1A584105000000B008F1D563D12941AE01307C681A58412670C6AE67D1294181142CB0641A58414FAEC29484D1294133FD4B6D651A5841A1AF94BC7ED12941D0C09703691A5841B008F1D563D12941AE01307C681A5841
559,Edifice,Bernard Rasacas,01060000206A0800000100000001030000000100000005000000D27335D7D8D02941312020AB5E1A5841E216DFCE9ED029418ACC4F755C1A5841248B8BE4A4D02941C3332B365A1A5841CA2F8AC2DCD02941AD62DC4C5C1A5841D27335D7D8D02941312020AB5E1A5841
560,Edifice,Sainte-Madeleine,01060000206A0800000100000001030000000100000013000000ACE0A16E84C82941ED1BBDA2631A5841ADE0A16E84C82941038222A6631A5841FD41F8A484C82941551AB8B3631A58411E0F58C486C82941D5B5579F631A584116A1D91587C82941A9B24DC1631A58415F94B19D87C829417BAF43E3631A5841582633EF87C82941F813A4F7631A58413BA5780C89C82941842BB70D641A5841CC8B281C8AC82941ACF78114641A584105A303478BC82941ACF78114641A5841E2B3CAB58CC8294161129F08641A5841C2FBD0FB8DC82941D9FA8BF2631A58415C50FFB98EC82941FC4AE3CE631A584103812AD58EC8294198832795631A584167F5BC3F8EC8294130BC6B5B631A58413961C62890C82941B4570B47631A584197AB8CC888C8294108127AC65F1A5841C00051AF7CC82941006DBC40601A5841ACE0A16E84C82941ED1BBDA2631A5841
561,PortePortail,NULL,01010000206A0800007328B237F7C7294192F56943E2195841
562,PortePortail,NULL,01010000206A0800002D5A7A2B23C8294145F61C02DC195841
563,PortePortail,NULL,01010000206A0800002124225974C829415396EBCDD7195841
564,PortePortail,NULL,01010000206A0800004689DA83D2C82941649C83E9D3195841
565,PortePortail,NULL,01010000206A0800000CAD976434C929418A149126D1195841
566,PortePortail,NULL,01010000206A080000E34B6B74FFC929412FDB3E69CF195841
567,PortePortail,NULL,01010000206A0800007FD1E6946CCA294123BFC4E3D0195841
568,PortePortail,NULL,01010000206A08000093B3C67FD3CA2941BAAB8131D1195841
569,PortePortail,NULL,01010000206A0800005F918C05F3CB29412751B025D5195841
570,PortePortail,NULL,01010000206A0800006364494038CC29418A15D0C2D9195841
571,PortePortail,NULL,01010000206A080000590E017A78CC29415ED61C28DE195841
572,PortePortail,NULL,01010000206A080000808758A2BFCC294174B474EFE3195841
573,PortePortail,NULL,01010000206A080000B8DCEBE0C7C82941A76EB673AA1A5841
574,PortePortail,NULL,01010000206A08000047CD26D1D2C72941225F54A9881A5841
575,PortePortail,NULL,01010000206A080000A471AD5363C72941B62F975E751A5841
576,PortePortail,NULL,01010000206A08000084E595F370C62941B14F244C331A5841
577,PortePortail,NULL,01010000206A080000D5DDA352FFC52941438404AB1C1A5841
578,PortePortail,NULL,01010000206A080000C8863CFA8DC52941759E59AA041A5841
579,PortePortail,NULL,01010000206A0800002FD6BF2280C429413E57F447D0195841
580,PortePortail,NULL,01010000206A080000E2EB2F298EC42941E2A1D5B2B3195841
581,PortePortail,NULL,01010000206A080000F7257D07E7C52941E63A447F9A195841
582,PortePortail,NULL,01010000206A080000243BE18E82C629411F401AF697195841
583,PortePortail,NULL,01010000206A08000046A9843B6FC72941411820D595195841
584,PortePortail,NULL,01010000206A080000BBAEA6295FC829413014EB3393195841
585,PortePortail,NULL,01010000206A0800007AB1FA564DC9294104A2985290195841
586,PortePortail,NULL,01010000206A0800003D0175053ECA2941B20A1A118D195841
587,PortePortail,NULL,01010000206A080000AA324C221FCC2941EFB005F799195841
588,PortePortail,NULL,01010000206A08000035B92D961BCD2941F86EDD83A4195841
589,PortePortail,NULL,01010000206A0800005727D14208CE29414A2AE74FAD195841
590,PortePortail,NULL,01010000206A0800009E108C748BCF29410A7BB9C7CF195841
591,PortePortail,NULL,01010000206A080000DEC6C59FE9CF294161E3B1DBE9195841
592,PortePortail,NULL,01010000206A080000E166400F51D0294131FC7BB8051A5841
593,PortePortail,NULL,01010000206A08000026CA6882C0D02941C081FCF4201A5841
594,PortePortail,NULL,01010000206A080000CB4BBAF32BD129414885E2E03A1A5841
595,PortePortail,NULL,01010000206A080000409EBF2CA8D12941818686215F1A5841
596,PortePortail,NULL,01010000206A0800002E0513CA18D12941BE32DDD9901A5841
597,PortePortail,NULL,01010000206A080000908F525B6BD02941449CF992961A5841
598,PortePortail,NULL,01010000206A080000FFAED68DC2CF2941519B1EC8A11A5841
599,PortePortail,NULL,01010000206A08000023B1CF2CEFCE294114855F0CAB1A5841
600,PortePortail,NULL,01010000206A08000091438DBB21CE294162EFBDC2B31A5841
601,PortePortail,NULL,01010000206A080000B38C29B241CC2941D451DE32B91A5841
602,PortePortail,NULL,01010000206A0800005CE282BE45CB29410C4BDBD0B41A5841
603,PortePortail,Tour Langlade,01010000206A0800008CA7E80C4CC8294126F62EA39C1A5841
604,PortePortail,Tour du Mail,01010000206A080000FAAB67FDD1C62941EFF0790B491A5841
605,PortePortail,NULL,01010000206A0800007A229DBB31C62941BD69A75E281A5841
606,PortePortail,Tour dite des chiens,01010000206A080000406A052395C92941C5B6E63EB61A5841
607,Edifice,Eglise Saint-Jean,01060000206A0800000100000001030000000100000006000000FA48834687CB29417CBF5F072F1A58413E7274638CCB294111338D6B351A5841D3E5A1C792CB2941588C790E381A5841EB9259CED7CB2941D19AF5E6331A5841BFE941E1BECB29414CD96C452D1A5841FA48834687CB29417CBF5F072F1A5841
608,Edifice,Cimetiere de l'eglise Saint-Jean,01060000206A0800000100000001030000000100000005000000627B063CA1CB2941048959E3381A58410791C4CDAACB2941B6C245C23B1A5841EBADD035CECB29410C5B03C9391A5841459812A4C4CB294148F477CB361A5841627B063CA1CB2941048959E3381A5841
