id,id_ajout,length,xcoord,ycoord
467,467_2,124.401606353135,845840.616099934,6318154.14697395
659,659_1,103.782817541641,844952.007607083,6317805.77493286
659,659_2,96.9815886970543,845052.03979687,6317797.56490088
690,690_1,130.14204199801,845141.26592803,6317790.58962819
690,690_2,99.1406577367178,845178.392224176,6317682.72350639
691,691_1,95.8029782308651,845362.367029604,6317816.41391847
691,691_2,100.571070650146,845442.190954544,6317760.4033878
745,745_1,94.6299650580912,845292.523347624,6317964.12106292
745,745_2,116.008139159304,845318.223134692,6317910.21050669
83,83_1,108.832394002254,844761.523550139,6318091.86425467
83,83_2,72.6296052489657,844779.834040622,6318003.8570412
99,99_1,129.507210729187,844781.476329406,6317896.43598413
99,99_2,175.967581591836,844769.981813117,6317744.34574816
468,468_1,181.93007642051,845709.597790289,6318362.12649717
468,468_2,164.43187561799,845879.947232554,6318331.30205338
67,67_1,291.270281676242,845594.686479337,6318491.89775648
67,67_2,300.040409296482,845852.83811146,6318615.96733212
412,412_1,79.9999999999008,844982.854224187,6318795.91585845
412,412_2,79.9999999998471,844910.07405886,6318763.86019946
412,412_3,80.0000000004495,844849.657735287,6318712.86778431
412,412_4,79.9999999997668,844798.707948341,6318651.35583898
412,412_5,79.999999999778,844749.614245019,6318588.19540407
412,412_6,80.000000000614,844707.867119981,6318520.66463662
412,412_7,80.0000000000738,844678.535214651,6318446.29838918
412,412_8,79.9999999992102,844649.926911498,6318371.81765189
412,412_9,80.0000000001906,844610.324949659,6318302.48719547
412,412_10,80.0000000002504,844569.18934756,6318233.87333215
412,412_11,80.0000000001906,844528.05374546,6318165.25946883
412,412_12,79.9999999996995,844484.466489233,6318098.57951347
412,412_13,80.0000000000695,844430.688550294,6318039.58963529
412,412_14,79.9999999996125,844382.355666434,6317976.41717801
412,412_15,80.0000000001405,844357.165645641,6317901.5903392
412,412_16,80.000000000513,844356.832719956,6317822.17606466
412,412_17,79.9999999996853,844389.750093743,6317759.57424157
412,412_18,79.9999999999306,844458.239502164,6317718.33450045
412,412_19,80.0000000000583,844527.374145615,6317678.49455703
412,412_20,80.0000000000826,844604.344925912,6317662.68096789
412,412_21,79.9999999999665,844684.129902484,6317656.81943964
412,412_22,79.9999999999665,844763.914879055,6317650.95791138
412,412_23,79.9999999999792,844843.679277293,6317644.86245895
412,412_24,80.000000000097,844923.292632456,6317637.05002464
412,412_25,79.9999999998862,845002.875580722,6317628.89193999
412,412_26,80.0000000000884,845082.499337911,6317621.49885119
412,412_27,79.999999999941,845162.073995877,6317623.70587398
412,412_28,80.0000000000559,845239.219902331,6317643.78214898
412,412_29,80.0000000000559,845315.132379263,6317669.02686815
412,412_30,79.999999999762,845391.044856195,6317694.27158732
412,412_31,80.0000000001279,845467.1311519,6317718.96918801
412,412_32,79.9999999999469,845543.670765457,6317742.23990846
412,412_33,79.9999999999469,845620.233933573,6317765.43648769
412,412_34,80.0000000004259,845692.920245919,6317793.98989312
412,412_35,79.9999999998599,845742.656724413,6317854.2541175
412,412_36,79.9999999999203,845782.930188032,6317923.06011662
412,412_37,79.9999999996591,845817.4697956,6317995.21976724
412,412_38,80.0000000004489,845852.009381539,6318067.37943051
412,412_39,79.9999999996088,845886.548967477,6318139.53909378
412,412_40,80.0000000004489,845921.088553416,6318211.69875705
412,412_41,79.9999999997401,845955.141113001,6318284.08667172
412,412_42,79.9999999997236,845988.50343399,6318356.79807593
412,412_43,79.9999999998678,846021.730444503,6318429.52776339
412,412_44,80.0000000006749,846027.563208199,6318505.60549206
412,412_45,80.0000000000286,846011.780130839,6318583.94608016
412,412_46,79.9999999997126,845973.071097515,6318648.70033032
412,412_47,79.9999999999741,845899.048551834,6318673.47262641
412,412_48,80.0000000002052,845828.401686613,6318709.33885214
412,412_49,79.9999999999268,845754.936074744,6318740.16028955
412,412_50,79.9999999999387,845679.5177002,6318766.83385728
412,412_51,80.000000000061,845603.666911854,6318792.25998713
412,412_52,79.9999999999505,845527.784083082,6318817.59368599
412,412_53,79.9999999999131,845450.557420164,6318829.49448587
412,412_54,80.000000000083,845371.187556088,6318819.97195408
412,412_55,79.9999999999674,845291.789997102,6318810.17258537
412,412_56,31.4069107343745,845236.506017312,6318803.34935164
667,667_1,80.000000000075,844391.830189624,6317742.83041966
667,667_2,80.000000000075,844461.27999578,6317703.12243022
667,667_3,79.9999999997747,844531.687359837,6317665.88098671
667,667_4,80.0000000000312,844609.616680006,6317653.27710988
667,667_5,80.0000000000312,844689.459138028,6317648.25895315
667,667_6,80.0000000000312,844769.301596051,6317643.24079641
667,667_7,79.9999999999328,844849.003931517,6317636.67191888
667,667_8,80.0000000001039,844928.457486558,6317627.34981593
667,667_9,79.9999999999883,845007.906231375,6317617.97447876
667,667_10,79.999999999871,845087.353292224,6317609.16203305
667,667_11,80.0000000001415,845166.761044468,6317613.4890653
667,667_12,79.9999999998455,845244.948680516,6317628.98689071
667,667_13,79.9999999999307,845321.467979932,6317652.31261117
667,667_14,80.0000000002151,845397.952408944,6317675.76698688
667,667_15,79.9999999999048,845474.355893724,6317699.48406085
667,667_16,80.000000000016,845550.752848191,6317723.22232844
667,667_17,79.9999999999048,845627.149802657,6317746.96059603
667,667_18,79.999999999922,845699.636123741,6317776.92994044
667,667_19,80.0000000003869,845746.167248621,6317839.59492365
667,667_20,79.9999999997769,845787.058864901,6317908.35418227
667,667_21,79.9999999998425,845824.442960597,6317978.98555409
667,667_22,79.9999999997925,845858.804885893,6318051.22998702
667,667_23,80.0000000006835,845893.16681119,6318123.47441996
667,667_24,79.9999999997257,845927.51430836,6318195.72565871
667,667_25,80.0000000000019,845961.542680796,6318268.1274301
667,667_26,80.0000000000513,845995.440175716,6318340.59093704
667,667_27,80.0000000000019,846029.337670636,6318413.05444398
667,667_28,80.0000000001429,846047.160646473,6318488.39809733
667,667_29,79.9999999995681,846029.964155829,6318566.10099069
667,667_30,80.0000000002187,846002.263157412,6318639.23438603
667,667_31,80.0000000000804,845935.56165498,6318675.41082223
667,667_32,80.0000000000854,845861.305496439,6318702.77510285
667,667_33,61.9389840917453,845797.723801788,6318733.9291681
666,666_1,79.9999999996707,844772.663449112,6318443.04050033
666,666_2,80.0000000002534,844759.455220886,6318364.15539585
666,666_3,79.9999999999595,844741.850910461,6318286.18080571
666,666_4,80.0000000003348,844734.118252644,6318207.32200429
666,666_5,79.9999999998703,844744.049609179,6318128.10398152
666,666_6,79.9999999999246,844751.644084178,6318048.9000129
666,666_7,80.0000000000746,844776.995026026,6317973.98798387
666,666_8,79.9999999999266,844829.694074795,6317918.55638201
666,666_9,80.0000000000999,844905.230041911,6317895.10903189
666,666_10,79.9999999999042,844982.862974283,6317876.72867361
666,666_11,79.9999999999599,845062.290175052,6317875.54798867
666,666_12,79.9999999999453,845142.188555961,6317879.40467461
666,666_13,80.0000000001402,845221.932140526,6317877.32701381
666,666_14,80.0000000001652,845298.258894197,6317894.22296179
666,666_15,79.9999999995319,845369.646628893,6317930.19138172
666,666_16,80.0000000005013,845437.512453976,6317971.95325071
666,666_17,80.0000000000184,845476.625598619,6318036.84540947
666,666_18,79.9999999997722,845483.853108371,6318116.04796536
666,666_19,80.0000000004056,845485.117914073,6318196.02097482
666,666_20,79.9999999997074,845485.989060178,6318276.01369861
666,666_21,79.9999999998301,845487.530245745,6318355.99140189
666,666_22,79.9999999998784,845483.85529454,6318435.71024712
666,666_23,80.0000000005125,845470.408796983,6318514.39350769
666,666_24,79.9999999994874,845468.179772867,6318593.83442829
666,666_25,80.0000000001257,845449.128370939,6318669.68438117
666,666_26,80.000000000044,845399.415093799,6318723.25474667
666,666_27,73.2204914520253,845324.362354749,6318732.38139355
488,488_1,80.0000000000233,844840.066535542,6318692.28931059
488,488_2,80.0000000000859,844792.179765597,6318628.32389758
488,488_3,79.9999999995287,844748.859219446,6318561.07978348
488,488_4,80.0000000005774,844707.781777264,6318492.54866592
488,488_5,79.9999999997057,844677.344794136,6318418.80001394
488,488_6,80.000000000486,844646.136074686,6318345.45112117
488,488_7,79.9999999994868,844606.303740708,6318276.10014076
488,488_8,80.0000000002373,844565.359793225,6318207.37459196
488,488_9,79.9999999997166,844524.103180952,6318138.83342266
488,488_10,80.0000000003063,844476.26113657,6318075.88915601
488,488_11,80.0000000001531,844421.491382059,6318017.95061767
488,488_12,79.9999999998729,844379.872748737,6317950.71887262
488,488_13,79.9999999997973,844362.747467209,6317873.63594748
488,488_14,80.0000000001387,844373.201945374,6317797.20513543
488,488_15,79.9999999997019,844432.723041572,6317749.16483881
488,488_16,80.0000000002082,844499.491811625,6317705.70677875
488,488_17,80.0000000000148,844572.027072126,6317676.95880449
488,488_18,79.9999999999826,844651.523366699,6317670.74044289
488,488_19,79.9999999999312,844731.309342586,6317664.90403864
488,488_20,79.999999999998,844810.728437904,6317656.14046649
488,488_21,79.9999999999572,844890.499636977,6317650.7834601
488,488_22,80.0000000000964,844970.113423783,6317643.28515036
488,488_23,80.0000000000498,845049.581409475,6317634.0775232
488,488_24,79.9999999999576,845129.234046795,6317632.01770523
488,488_25,80.0000000000571,845207.717716221,6317645.61334655
488,488_26,80.0000000000572,845283.984601746,6317669.64159733
488,488_27,79.9999999999656,845359.831688028,6317695.07086694
488,488_28,79.9999999999139,845435.50318206,6317721.02212621
488,488_29,80.0000000000333,845512.312889273,6317742.02386986
488,488_30,80.0000000000853,845589.266534668,6317763.82912742
488,488_31,80.0000000000593,845665.477159968,6317786.7892562
488,488_32,79.9999999995898,845720.923267003,6317838.90075066
488,488_33,79.9999999999247,845762.7480393,6317906.55369262
488,488_34,80.0000000004586,845796.176871323,6317979.10404403
488,488_35,79.9999999996631,845829.887432379,6318051.6547027
488,488_36,79.9999999999691,845865.674607666,6318123.08023063
488,488_37,79.9999999999047,845902.777161704,6318193.91321123
488,488_38,80.0000000006804,845939.270439473,6318265.10478852
488,488_39,79.9999999992073,845974.011815935,6318337.09316311
488,488_40,80.000000000693,846003.960594428,6318411.26130039
488,488_41,79.999999999819,846021.037650196,6318486.45963975
488,488_42,79.9999999996403,846004.098744535,6318564.07885009
488,488_43,80.0000000002128,845972.994846312,6318634.12120935
488,488_44,79.9999999999881,845901.980971801,6318664.52925306
488,488_45,80.0000000000765,845830.347673017,6318698.56337576
488,488_46,79.9999999999979,845756.679353975,6318728.73951929
488,488_47,79.9999999998801,845680.762908121,6318753.9420772
488,488_48,80.0000000000597,845605.103726406,6318779.91575748
488,488_49,80.0000000000204,845528.999923602,6318804.57558102
488,488_50,80.0000000000028,845452.179959935,6318821.73826898
488,488_51,79.9999999999828,845372.999416882,6318813.78705919
488,488_52,80.0000000000992,845293.626545599,6318803.78969432
488,488_53,31.2754021028512,845238.424994549,6318796.83681435
487,487_1,79.9999999998242,844908.027212883,6318675.51879441
487,487_2,80.0000000002137,844873.400823081,6318604.34124248
487,487_3,79.999999999541,844831.099831934,6318536.4516715
487,487_4,80.0000000002206,844806.331916277,6318462.26648717
487,487_5,80.0000000002786,844792.631100307,6318383.52442953
487,487_6,80.0000000000293,844775.479527296,6318305.40371205
487,487_7,79.9999999999291,844768.773071543,6318226.09952215
487,487_8,80.0000000003868,844769.784937045,6318146.16806911
487,487_9,79.9999999995718,844778.004819363,6318066.81024461
487,487_10,80.000000000323,844802.938480879,6317991.53515443
487,487_11,79.9999999998046,844857.095177287,6317940.27318587
487,487_12,79.999999999824,844933.828032669,6317918.46462618
487,487_13,80.0000000000492,845011.774594033,6317904.7980204
487,487_14,80.0000000000259,845091.579936496,6317908.49416964
487,487_15,80.0000000000144,845171.458096524,6317910.75592069
487,487_16,79.9999999998619,845250.328235847,6317911.41490297
487,487_17,80.0000000002643,845322.665830541,6317942.42166688
487,487_18,79.9999999997677,845391.795572871,6317982.28869747
487,487_19,80.0000000003958,845446.261092471,6318036.71914541
487,487_20,79.9999999992293,845456.970240317,6318114.18594468
487,487_21,80.0000000002372,845459.486858835,6318194.14524587
487,487_22,80.0000000003542,845460.086550989,6318274.13182582
487,487_23,79.9999999994625,845459.531824052,6318354.11131272
487,487_24,80.0000000000054,845451.026592896,6318433.46097332
487,487_25,80.0000000006732,845438.891919595,6318512.51613448
487,487_26,79.9999999997495,845437.415182373,6318592.00929913
487,487_27,80.0000000001047,845418.954935866,6318667.40800252
487,487_28,79.9999999999166,845357.189644984,6318703.89349086
487,487_29,79.9999999997714,845278.688857666,6318710.83925651
487,487_30,34.8929746616106,845223.391335757,6318726.3207683
402,402_1,79.9999999998571,844961.364796435,6318739.79121415
402,402_2,80.0000000002996,844906.366595066,6318691.65225891
402,402_3,80.0000000001377,844873.178632685,6318620.47420175
402,402_4,79.9999999996036,844827.61275658,6318554.72115181
402,402_5,80.0000000002869,844795.216788513,6318488.54780736
402,402_6,79.9999999999935,844784.48578699,6318412.50803966
402,402_7,79.9999999995156,844764.126620498,6318335.19304373
402,402_8,80.0000000001969,844746.041298317,6318257.38802241
402,402_9,80.0000000004519,844744.578589129,6318178.12181711
402,402_10,79.9999999998261,844755.691647469,6318099.8028297
402,402_11,79.9999999994231,844769.331627435,6318021.8187635
402,402_12,80.0000000005844,844805.865192019,6317952.04411067
402,402_13,79.9999999999062,844872.787106887,6317913.65407981
402,402_14,79.9999999998642,844949.842897579,6317892.57882914
402,402_15,79.9999999999803,845028.488456173,6317883.04320089
402,402_16,80.0000000001087,845107.962333647,6317890.45626793
402,402_17,79.9999999999711,845187.709864834,6317890.56017082
402,402_18,80.0000000001242,845266.164577733,6317892.68073924
402,402_19,80.0000000001182,845338.563215697,6317925.30611145
402,402_20,79.9999999997763,845407.300702635,6317966.05963331
402,402_21,80.0000000004312,845459.232182549,6318021.65103738
402,402_22,79.9999999991434,845472.183641832,6318099.62516018
402,402_23,80.0000000005989,845475.610733221,6318179.52766558
402,402_24,79.999999999859,845477.151283322,6318259.45439722
402,402_25,79.9999999997306,845480.948835107,6318339.24226388
402,402_26,80.0000000003678,845473.866523272,6318418.60870235
402,402_27,79.9999999998921,845457.031890485,6318496.78172482
402,402_28,80.0000000001213,845452.532638242,6318575.01158375
402,402_29,79.9999999999726,845443.963072992,6318652.07272532
402,402_30,79.9999999998674,845395.680623139,6318710.36800829
402,402_31,80.0000000000529,845318.669485612,6318718.48356226
402,402_32,77.0980946993138,845242.858339015,6318735.50500808
392,392_1,80.0000000002113,844928.486515586,6318694.37576471
392,392_2,80.0000000000994,844903.068799743,6318619.53938325
392,392_3,79.9999999995663,844864.55376288,6318549.52872
392,392_4,80.0000000000229,844836.415108526,6318481.13051023
392,392_5,79.9999999998094,844820.827191393,6318405.62093453
392,392_6,80.0000000002179,844802.886377511,6318327.65903013
392,392_7,79.9999999996624,844789.010189002,6318249.00266156
392,392_8,80.000000000205,844787.654204664,6318169.60676072
392,392_9,79.9999999999903,844791.438539505,6318090.07915466
392,392_10,80.0000000004309,844810.283663344,6318013.28275045
392,392_11,79.9999999998069,844860.878255584,6317958.31839667
392,392_12,79.9999999999259,844937.194257557,6317935.51775026
392,392_13,80.000000000057,845014.924042152,6317921.16093375
392,392_14,80.0000000000318,845094.433207089,6317927.362341
392,392_15,79.999999999929,845174.298649423,6317929.46653795
392,392_16,80.0000000000085,845253.809649362,6317931.76312225
392,392_17,79.9999999998641,845327.320588212,6317960.50124086
392,392_18,80.0000000000631,845394.434724453,6318003.74563835
392,392_19,79.9999999997697,845439.651657264,6318063.12228209
392,392_20,80.0000000006939,845443.623559877,6318142.59596578
392,392_21,79.9999999992164,845443.817601091,6318222.5956205
392,392_22,80.0000000005964,845444.483121517,6318302.59088189
392,392_23,80.0000000000405,845439.374768046,6318382.14784036
392,392_24,80.0000000000141,845427.266345923,6318461.22583209
392,392_25,80.0000000000624,845418.0685401,6318540.43247019
392,392_26,79.9999999997186,845421.440763998,6318618.86699515
392,392_27,79.9999999999928,845386.320304403,6318684.13813919
392,392_28,79.9999999999779,845311.382877784,6318690.61558431
392,392_29,76.3652246038753,845236.466501204,6318707.14746814
205,205_1,79.999999999972,845731.450236966,6317896.22598956
205,205_2,80.0000000001155,845651.657331871,6317893.30701023
205,205_3,79.9999999996369,845573.109898506,6317886.81394076
205,205_4,80.0000000005309,845517.267758602,6317933.61319678
205,205_5,79.9999999997782,845456.685616625,6317975.90671663
205,205_6,79.9999999997675,845384.98566206,6317949.46042752
205,205_7,80.0000000003237,845315.191811251,6317910.73080969
205,205_8,79.9999999997875,845240.542568022,6317885.78655534
205,205_9,80.0000000000738,845160.943135864,6317888.48079249
205,205_10,80.0000000000313,845081.228074133,6317885.26485465
205,205_11,79.9999999998632,845001.776543267,6317879.80859861
205,205_12,80.0000000000996,844923.633718383,6317894.86691126
205,205_13,79.9999999996769,844847.285303316,6317918.15322952
205,205_14,79.9999999999283,844788.440196191,6317967.55749848
205,205_15,80.0000000006563,844759.444293267,6318041.17861081
205,205_16,79.999999999606,844750.322429422,6318120.08320597
205,205_17,80.0000000000838,844704.979637822,6318142.88606407
205,205_18,79.999999999892,844631.815009833,6318111.07711606
205,205_19,80.0000000001756,844555.375830084,6318090.73977755
205,205_20,32.8213231001401,844499.38298139,6318093.11450671
195,195_1,79.9999999999484,844716.802721007,6318437.95999169
195,195_2,79.9999999999723,844790.146956545,6318424.74110619
195,195_3,80.0000000002565,844790.436408617,6318360.48862783
195,195_4,79.9999999997112,844772.98721232,6318282.65089063
195,195_5,79.9999999999021,844765.890965753,6318203.40364408
195,195_6,80.000000000654,844767.993169726,6318128.36127399
195,195_7,79.9999999997466,844771.764585958,6318049.66547754
195,195_8,80.0000000001439,844801.366445849,6317976.11813285
195,195_9,79.9999999996262,844859.750128687,6317927.64588319
195,195_10,79.9999999999899,844936.848948769,6317906.79505115
195,195_11,80.0000000000701,845015.404428596,6317894.56873984
195,195_12,79.9999999999732,845093.872107464,6317902.78274728
195,195_13,79.9999999999797,845173.466919083,6317902.77409437
195,195_14,80.0000000001226,845252.913195867,6317905.73158007
195,195_15,79.9999999998849,845325.484967649,6317935.74003664
195,195_16,80.0000000001076,845394.744013113,6317975.76641611
195,195_17,80.000000000192,845442.596254675,6318033.09876619
195,195_18,79.9999999995641,845456.064590553,6318111.62457316
195,195_19,80.0000000000583,845458.265836924,6318191.43157931
195,195_20,80.000000000272,845458.330552571,6318271.42900854
195,195_21,79.9999999996042,845460.344230047,6318351.20081164
195,195_22,79.9999999998888,845450.378738856,6318428.66922224
195,195_23,80.0000000004957,845439.756781838,6318507.4492812
195,195_24,79.9999999999677,845438.297360865,6318585.66387089
195,195_25,79.9999999999504,845424.188148813,6318661.87854496
195,195_26,79.9999999998305,845364.296514233,6318702.8013681
195,195_27,80.0000000001565,845285.537894001,6318706.53772492
195,195_28,80.0000000002822,845235.809715608,6318745.90672301
195,195_29,18.642251211562,845242.777709211,6318792.74043025
195,195_30,79.9999999999518,845500.259123703,6318379.04739524
195,195_31,80.0000000000643,845579.734309966,6318376.87785831
195,195_32,79.9999999999939,845658.730256384,6318368.35423352
195,195_33,79.9999999999488,845736.707851453,6318350.90080198
195,195_34,79.9999999999894,845815.627476554,6318337.81306448
195,195_35,79.999999999955,845894.651383417,6318325.35437655
195,195_36,38.3226931323015,845953.091246981,6318316.14311854
185,185_1,80.0000000000644,845893.81409336,6318826.450049
185,185_2,79.9999999999547,845814.279125025,6318827.85778678
185,185_3,80.0000000000544,845734.980563877,6318838.41814337
185,185_4,79.9999999999145,845655.670697333,6318848.90302324
185,185_5,80.000000000068,845576.342866191,6318859.25168774
185,185_6,79.9999999999981,845496.704394848,6318863.94499699
185,185_7,79.9999999999436,845416.720631247,6318862.34970968
185,185_8,80.0000000000465,845336.737522693,6318860.86418558
185,185_9,80.0000000000867,845257.052078084,6318864.23065762
185,185_10,79.999999999951,845179.33564775,6318882.08096737
185,185_11,80.0000000000185,845100.761304487,6318886.25202975
185,185_12,80.0000000000931,845021.800591839,6318875.20639267
185,185_13,79.9999999997942,844946.097861768,6318850.08614684
185,185_14,80.0000000001946,844874.727845228,6318815.90131535
185,185_15,79.9999999997147,844812.607583473,6318765.86227545
185,185_16,80.0000000000661,844758.965744962,6318706.79763883
185,185_17,79.9999999997538,844706.53499785,6318646.40910476
185,185_18,80.0000000000399,844650.661781918,6318589.21277322
185,185_19,79.9999999998939,844605.47234459,6318524.28345507
185,185_20,79.9999999999504,844568.431235282,6318453.379919
185,185_21,79.9999999999855,844539.543003757,6318379.1726872
185,185_22,80.0000000007811,844514.540390458,6318303.42958985
185,185_23,79.999999999939,844477.254588421,6318232.87253986
185,185_24,80.0000000000802,844437.575821026,6318163.43360188
185,185_25,79.9999999995725,844393.76107564,6318096.53938588
185,185_26,80.0000000000022,844350.088693011,6318029.55201844
185,185_27,79.9999999996315,844312.820754819,6317959.1937673
185,185_28,80.0000000005621,844291.20514991,6317882.49278476
185,185_29,80.0000000000136,844276.872247554,6317803.88249461
185,185_30,79.9999999996842,844244.471070128,6317734.02262154
185,185_31,3.73770687698048,844217.667283325,6317701.85807738
483,483_5,,845036.0767243422,6318619.105235767
483,483_4,,845150.5447826427,6318629.302054524
483,483_6,,845062.1757996579,6318397.212468437
483,483_1,,845012.6824511683,6318733.961329729
483,483_3,,845206.5100423153,6318739.665120698
483,483_2,,845107.1660827221,6318857.095864685
