identifiant;categorie;typeT;nbComposant1;composant1;nbComposant2;composant2;composant3;composant4;composant5;composant6;qualifEnsemble;detailEnsemble;mesure;materiaux;montantN;espece;montant;detailRedev;montant2
BD_2004;biendeclare;moitie de maison3 indivise;1;moitie de maison; null; null; null; null;null;null;null;so es assaber un solier;null;null;9 sol.;tournois;9 sol. tur.;null;null
BD_2005;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2006;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;12 sol.;tournois;12 sol. tur.;soit 1 flor.;null
BD_2007;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;layset seigneur bernard de la gardia a monsenhor d avignon;null;null;20 sol.;tournois;20 sol. tur.;null;null
BD_2008;biendeclare;maison3 indivise;1;maison; null; null; null; null;null;null;null;null;null;null;15 sol.;viennois;15 sol. de vienn.;null;null
BD_2009;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;25 sol.;tournois;25 sol. tur.;null;null
BD_2010;biendeclare;maison3 indivise;1;maison; null; null; null; null;null;null;null;null;11,5 palme en lare et 23,5 palme en lonc cy contant l''especezade la paret;null;30 sol.;tournois;30 sol. tur.;null;null
BD_2011;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;dit taverne de ferramosca;null;null;30 sol.;tournois;30 sol. tur.;null;null
BD_2012;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2013;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;5 sol.;tournois;5 sol. tur.;null;null
BD_2014;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2015;biendeclare;cimetiere;1;cimetiere; null; null; null; null;null;null;null;null;null;null;6 flor.;florin;6 flor.;null;null
BD_2016;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;100 sol.;nr;100 sol.;null;null
BD_2017;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 sol. 3 den.;nr;6 sol. 3 den.;null;null
BD_2018;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;22 sol.;tournois;22 sol. tur.;null;null
BD_2019;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;12 den.;nr;12 den.;null;null
BD_2020;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;20 sol.;tournois;20 sol. tur.;null;null
BD_2021;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2022;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;25 sol.;tournois;25 sol. tur.;null;null
BD_2023;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 sol.;tournois;6 sol. tur.;null;null
BD_2024;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 sol.;tournois;6 sol. tur.;null;null
BD_2025;biendeclare;maison3 et verger;1;maison; null;verger; null; null;null;null;null;null;null;null;6 sol. 10 den. 2 den.;melgorien;6 sol. 10 den. et 2 den. melg.;null;null
BD_2026;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;que fon de bertran bassin d avignon;null;null;5 sol.;tournois;5 sol. tur.;null;null
BD_2027;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;20 sol.;tournois;20 sol. tur.;null;null
BD_2028;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 sol. 3 den.;nr;6 sol. 3 den.;null;null
BD_2029;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2030;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;27 sol. 6 den.;nr;27 sol. 6 den.;null;null
BD_2031;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2032;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;30 sol.;tournois;30 sol. tur.;null;null
BD_2033;biendeclare;jardin et vigne;1;jardin; null;vigne; null; null;null;null;null;null;emine 3 quart;null;15 sol.;tournois;15 sol. tur.;null;null
BD_2034;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;18 sol.;tournois;18 sol. tur.;null;null
BD_2035;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;7 sol 6 den.;tournois;7 sol 6 den. tur.;null;null
BD_2036;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;20 sol.;tournois;20 sol. tur.;null;null
BD_2037;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;20 sol.;tournois;20 sol. tur.;null;null
BD_2038;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;20 sol.;tournois;20 sol. tur.;null;null
BD_2039;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;20 sol.;tournois;20 sol. tur.;null;null
BD_2040;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;15 sol.;tournois;15 sol. tur.;null;null
BD_2041;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;15 sol.;tournois;15 sol. tur.;null;null
BD_2042;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2043;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2044;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;3 sol. 4 den.;tournois;3 sol. 4 den. tur.;null;null
BD_2045;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;2 sol. 8 den.;tournois;2 sol. 8 den. tur.;null;null
BD_2046;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;4 sol.;tournois;4 sol. tur.;null;null
BD_2047;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;18 den.;tournois;18 den. tur.;null;null
BD_2048;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;18 den.;tournois;18 den. tur.;null;null
BD_2049;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;5 sol.;tournois;5 sol. tur.;null;null
BD_2050;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;50 sol.;tournois;50 sol. tur.;null;null
BD_2051;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;aras occupat per bourguet;null;null;25 sol.;tournois;25 sol. tur.;null;null
BD_2052;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;35 sol.;tournois;35 sol. tur.;null;null
BD_2053;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;achat pour agrandir son habitation;null;null;60 sol.;tournois;60 sol. tur.;null;null
BD_2054;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;6 sol. 8 den.;tournois;6 sol. 8 den. tur.;null;null
BD_2055;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;3 sol. 4 den.;tournois;3 sol. 4 den. tur.;null;null
BD_2056;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;2 canne en lonc 3 palme et en 15 palme et 2 part d''une palme en larc;null;12 den.;tournois;12 den. tur.;null;null
BD_2057;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;per la tersa part¬;null;null;11 den.;tournois;11 den. tur.;null;null
BD_2058;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;la tersa part d''alcun petit maison;null;null;2 den.;tournois;2 den. tur.;null;null
BD_2059;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;3 den.;tournois;3 den. tur.;null;null
BD_2060;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;3 sol. de;viennois;3 sol. de vienn.;null;null
BD_2061;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;3 den.;tournois;3 den. tur.;null;null
BD_2062;biendeclare;maison3 avec cour;1;maison; null;cour; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2063;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;5 sol.;tournois;5 sol. tur.;null;null
BD_2064;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;2 sol.;monnaie courante;2 sol. Monnent corrent;null;null
BD_2065;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;48 sol.;tournois;48 sol. tur.;null;null
BD_2066;biendeclare;maison3 et arriere cour;1;maison; null;arriere cour; null; null;null;null;null;null;null;null;24 sol. den.;tournois;24 sol. den. tur.;null;null
BD_2067;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;lo cal maison fon de maitre raymon alant sa entras notari,¬;null;null;40 sol.;tournois;40 sol. tur.;null;null
BD_2068;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;45 sol.;tournois;45 sol. tur.;null;null
BD_2069;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;36 sol.;tournois;36 sol. tur.;null;null
BD_2070;biendeclare;part de maison3;1;part de maison; null; null; null; null;null;null;null;la quarta part de la mittat;null;null;20 den.;tournois;20 den. tur.;null;null
BD_2071;biendeclare;maison3 indivise;1;maison; null; null; null; null;null;null;null;null;null;null;5 sol.;tournois;5 sol. tur.;null;null
BD_2072;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;5 sol.;tournois;5 sol. tur.;null;null
BD_2073;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;28 sol. 4 den.;nr;28 sol. 4 den.;null;null
BD_2074;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;19 sol. 2 den.;nr;19 sol. et 2 den.;null;null
BD_2075;biendeclare;maison3 indivise;1;maison; null; null; null; null;null;null;null;null;null;null;2 sol. 6 den.;nr;2 sol. 6 den.;null;null
BD_2076;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;15 sol.;viennois;15¬†sol. vienn.;null;null
BD_2077;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;3 sol.;tournois;3 sol. tur.;null;null
BD_2078;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;35 sol.;tournois;35 sol. tur.;null;null
BD_2079;biendeclare;moitie de maison3 indivise;1;moitie de maison; null; null; null; null;null;null;null;null;null;null;40 sol.;tournois;40 sol. tur.;null;null
BD_2080;biendeclare;moitie de maison3 indivise;1;moitie de maison; null; null; null; null;null;null;null;null;null;null;11 sol.;tournois;11 sol. tur.;null;null
BD_2081;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;5 sol. 5 den.;nr;5 sol. 5 den.;null;null
BD_2082;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;4 lb.;tournois;4 lb. tur.;null;null
BD_2083;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;20 sol.;tournois;20 sol. tur.;null;null
BD_2084;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;2 sol. 6 den.;nr;2 sol. 6 den.;null;null
BD_2085;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;2 sol. 6 den.;nr;2 sol. 6 den.;null;null
BD_2086;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2087;biendeclare;maison3 indivise;1;maison; null; null; null; null;null;null;null;null;null;null;40 sol.;tournois;40 sol. tur.;null;null
BD_2088;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;50 sol.;tournois;50 sol. tur.;null;null
BD_2089;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;18 sol.;viennois;18 sol. de viann.;null;null
BD_2090;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;40 sol.;tournois;40 sol. tur.;null;null
BD_2091;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2092;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2093;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;7 sol.;tournois;7 sol. tur.;null;null
BD_2094;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;50 sol.;tournois;50 sol. tur.;null;null
BD_2095;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;15 den.;tournois;15 den. tur.;null;null
BD_2096;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2097;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;25 sol.;tournois;25 sol. tur.;null;null
BD_2098;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;7 sol. 6 den.;tournois;7 sol. 6 den. tur.;null;null
BD_2099;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2100;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;5 sol.;tournois;5 sol. tur.;null;null
BD_2101;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;3 sol. 4 den.;nr;3 sol. 4 den.;null;null
BD_2102;biendeclare;maison3 indivise;1;maison; null; null; null; null;null;null;null;null;null;null;8 den.;tournois;8 den. tur.;null;null
BD_2103;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;53 emine cadrate¬;null;17 sol. 10 den.;tournois;17 sol. 10 den. tur.;null;null
BD_2104;biendeclare;maison3 et jardin;1;maison; null; null; null; null;null;null;null;null;80 canne et 5 palme cadrate;null;27 sol.;tournois;27 sol. tur.;null;null
BD_2105;biendeclare;bourguet;1;bourguet; null; null; null; null;null;null;null;null;null;null;36 sol.;nr;36 sol.;null;null
BD_2106;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;20 sol.;nr;20 sol.;null;null
BD_2107;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;null;null;7 sol. 2 den.;nr;7 sol. 2 den.;null;null
BD_2108;biendeclare;maison3 et verger contigus;1;maison; null; null; null; null;null;null;null;null;null;null;56 sol. 8 den.;nr;56 sol. 8 den.;null;null
BD_2109;biendeclare;maison3;1;maison; null; null; null; null;null;null;null;null;15 canne carré;null;5 sol.;tournois;5 sol. tur.;null;null
BD_2110;biendeclare;maison3 et jardin;1;maison; null;jardin; null; null;null;null;null;null;null;null;20 sol.;tournois;20 sol. tur.;null;null
BD_2111;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;0,5 emine;null;10 sol.;tournois;10 sol. tur.;null;null
BD_2112;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;3 emine de terre;null;70 sol.;tournois;70 sol. tur.;null;null
BD_2113;biendeclare;maison3 et cour;1;maison; null;cour; null; null;null;null;null;null;36 canne carré;null;9 sol.;tournois;9 sol. tur.;null;null
BD_2114;biendeclare;maison3 et verger;1;maison; null;verger; null; null;null;null;null;null;null;null;18 sol.;tournois;18 sol. tur.;null;null
BD_2115;biendeclare;jardin;1;jardin; null; null; null; null;null;null;null;null;3 emine;null;60 sol.;tournois;60 sol. tur.;null;null
BD_2116;biendeclare;maison3 et jardin contigus;1;maison; null;jardin; null; null;null;null;null;null;15 canne cayratas pau mens o pau mays;null;33 sol. 4 den.;nr;33 sol. 4 den.;null;null
BD_2117;biendeclare;maison3 et verger contigus;1;maison; null;verger; null; null;null;null;null;null;null;null;18 sol. 4 den.;tournois;18 sol. 4 den. tur.;null;null
BD_2118;biendeclare;maison3 et verger;1;maison; null;verger; null; null;null;null;null;null;150 canne carré;null;50 sol.;tournois;50 sol. tur.;null;null
