"idLienIndividu","idIndividu1","idIndividu2","descriptionLien","typeLien"
1619,31,765,"veuve","LIFAM"
1766,6372,7669,"tuteur","LIFAM"
717,1122,200,"epouse","LIFAM"
718,434,457,"epouse","LIFAM"
721,436,1275,"epouse","LIFAM"
724,441,1224,"epouse","LIFAM"
725,448,1177,"epouse","LIFAM"
723,440,580,"epouse","LIFAM"
734,475,1160,"epouse","LIFAM"
735,476,1222,"epouse","LIFAM"
736,477,1163,"epouse","LIFAM"
740,479,81,"epouse","LIFAM"
741,480,104,"epouse","LIFAM"
746,513,1221,"epouse","LIFAM"
747,514,1266,"epouse","LIFAM"
748,515,1155,"epouse","LIFAM"
750,518,426,"epouse","LIFAM"
751,519,1153,"epouse","LIFAM"
752,520,490,"epouse","LIFAM"
753,521,1068,"epouse","LIFAM"
756,523,1143,"epouse","LIFAM"
759,525,1279,"epouse","LIFAM"
764,561,571,"epouse","LIFAM"
765,563,1118,"epouse","LIFAM"
770,570,1290,"epouse","LIFAM"
777,577,664,"epouse","LIFAM"
790,1255,450,"epouse","LIFAM"
798,710,194,"epouse","LIFAM"
799,1276,1251,"epouse","LIFAM"
803,1285,533,"epouse","LIFAM"
807,1254,1168,"epouse","LIFAM"
808,1258,1064,"epouse","LIFAM"
809,1284,1170,"epouse","LIFAM"
812,1277,1187,"epouse","LIFAM"
822,1272,1273,"epouse","LIFAM"
1674,4365,5181,"epouse","LIFAM"
1678,4418,159,"epouse","LIFAM"
1630,4902,6498,"epouse","LIFAM"
1653,7570,7173,"epouse","LIFAM"
1658,5661,7261,"epouse","LIFAM"
1671,4247,7694,"epouse","LIFAM"
1675,4395,7698,"epouse","LIFAM"
1676,4397,7699,"epouse","LIFAM"
1679,4461,7702,"epouse","LIFAM"
1680,4475,7703,"epouse","LIFAM"
1681,4481,7704,"epouse","LIFAM"
1687,4639,7710,"epouse","LIFAM"
1699,5021,7722,"epouse","LIFAM"
1700,5094,7723,"epouse","LIFAM"
1701,5107,7724,"epouse","LIFAM"
1702,5120,7725,"epouse","LIFAM"
1746,7369,7764,"epouse","LIFAM"
1776,6697,7793,"fils","LIFAM"
1823,6642,7836,"fille","LIFAM"
1523,2996,2997,"fils","LIFAM"
1499,623,1323,"fils","LIFAM"
1917,9045,9047,"fils","LIFAM"
1550,3570,3886,"fils","LIFAM"
1564,3542,3894,"fils","LIFAM"
1565,3681,3895,"fils","LIFAM"
1786,7565,7671,"frere","LIFAM"
1812,7123,7825,"frere","LIFAM"
1872,6561,7517,"frere","LIFAM"
1873,7450,7517,"frere","LIFAM"
1819,7105,7832,"epouse","LIFAM"
1744,6327,7762,"veuve","LIFAM"
1745,6328,7763,"veuve","LIFAM"
1747,6834,7765,"veuve","LIFAM"
1788,2885,7804,"veuve","LIFAM"
1749,6351,7767,"veuve","LIFAM"
1755,7513,7773,"veuve","LIFAM"
1758,6345,7776,"veuve","LIFAM"
1759,7267,7777,"veuve","LIFAM"
1760,7270,7778,"veuve","LIFAM"
1763,7269,7781,"veuve","LIFAM"
1764,7218,7782,"veuve","LIFAM"
1704,5160,7727,"epouse","LIFAM"
425,356,580,"fille","LIFAM"
1570,3222,3891,"fils","LIFAM"
426,356,580,"heritier","LIFAM"
1886,6559,8077,"veuve","LIFAM"
1573,3379,3897,"fils","LIFAM"
1577,3675,3901,"fils","LIFAM"
1578,3705,3902,"fils","LIFAM"
1580,3132,3133,"fils","LIFAM"
1581,3137,3138,"fils","LIFAM"
1595,3560,3914,"fils","LIFAM"
1605,3714,3715,"fils","LIFAM"
1918,9046,9047,"fils","LIFAM"
1611,3826,3827,"fils","LIFAM"
1612,3131,3924,"fils","LIFAM"
1044,1526,2356,"fils","LIFAM"
1048,2359,191,"fils","LIFAM"
1065,1998,956,"fils","LIFAM"
1085,2390,2391,"fils","LIFAM"
1092,2397,1677,"fils","LIFAM"
1289,2758,103,"fils","LIFAM"
1105,1556,770,"fils","LIFAM"
101,279,1075,"fils","LIFAM"
115,125,1060,"fils","LIFAM"
119,251,885,"fils","LIFAM"
121,1074,994,"fils","LIFAM"
126,28,1023,"fils","LIFAM"
130,996,1041,"fils","LIFAM"
279,112,1065,"fils","LIFAM"
287,30,1023,"fils","LIFAM"
389,921,113,"fils","LIFAM"
390,283,1012,"fils","LIFAM"
392,211,941,"fils","LIFAM"
427,29,1023,"fils","LIFAM"
431,5,1031,"fils","LIFAM"
435,926,916,"fils","LIFAM"
439,153,890,"fils","LIFAM"
441,52,1032,"fils","LIFAM"
443,492,993,"fils","LIFAM"
447,161,968,"fils","LIFAM"
450,181,1064,"fils","LIFAM"
453,233,997,"fils","LIFAM"
455,354,833,"fils","LIFAM"
457,202,1052,"fils","LIFAM"
614,1071,1067,"fils","LIFAM"
622,964,963,"fils","LIFAM"
779,579,1290,"fils","LIFAM"
781,580,570,"fils","LIFAM"
782,580,1290,"fils","LIFAM"
800,586,1163,"fils","LIFAM"
801,586,477,"fils","LIFAM"
804,1289,533,"fils","LIFAM"
805,1289,1285,"fils","LIFAM"
817,430,1204,"fils","LIFAM"
824,1274,1223,"fils","LIFAM"
825,1286,1225,"fils","LIFAM"
826,1287,1225,"fils","LIFAM"
827,1288,1225,"fils","LIFAM"
832,1231,1232,"fils","LIFAM"
1670,7669,7693,"fils","LIFAM"
1682,4488,7705,"fils","LIFAM"
1683,4522,7706,"fils","LIFAM"
1706,5222,7729,"fils","LIFAM"
1718,5854,7742,"fils","LIFAM"
1722,6065,7746,"fils","LIFAM"
1725,6931,7748,"fils","LIFAM"
1726,7666,7748,"fils","LIFAM"
1736,6561,7759,"fils","LIFAM"
1737,6578,7759,"fils","LIFAM"
1738,7450,7759,"fils","LIFAM"
1739,7517,7759,"fils","LIFAM"
1740,6315,7759,"fils","LIFAM"
1741,6325,7761,"fils","LIFAM"
1742,6582,7761,"fils","LIFAM"
1743,7132,7761,"fils","LIFAM"
1789,7565,7805,"fils","LIFAM"
1790,7671,7805,"fils","LIFAM"
1794,7316,7808,"fils","LIFAM"
1856,7183,2593,"fils","LIFAM"
1871,7085,7912,"fils","LIFAM"
1809,6399,509,"fils","LIFAM"
1274,1093,2535,"fils","LIFAM"
1453,2883,2884,"heritier","LIFAM"
1458,2959,2960,"heritier","LIFAM"
1459,2961,2962,"heritier","LIFAM"
1461,2964,2965,"heritier","LIFAM"
1462,2966,1182,"heritier","LIFAM"
1464,2909,2910,"heritier","LIFAM"
1465,2911,2912,"heritier","LIFAM"
1466,2913,2914,"heritier","LIFAM"
1307,2546,2518,"heritier","LIFAM"
1308,2547,2518,"heritier","LIFAM"
1309,2548,2518,"heritier","LIFAM"
1310,2549,2518,"heritier","LIFAM"
1516,2984,2455,"heritier","LIFAM"
1517,2985,2455,"heritier","LIFAM"
1519,2989,649,"heritier","LIFAM"
1524,2995,2997,"heritier","LIFAM"
1457,2899,2903,"heritier","LIFAM"
1914,9037,855,"heritier","LIFAM"
933,2250,2318,"heritier","LIFAM"
968,1627,2330,"heritier","LIFAM"
867,2283,2135,"heritier","LIFAM"
1182,1651,2453,"heritier","LIFAM"
1183,1931,2454,"heritier","LIFAM"
1184,1932,1950,"heritier","LIFAM"
1185,1652,2455,"heritier","LIFAM"
1186,1653,2456,"heritier","LIFAM"
1188,1934,1153,"heritier","LIFAM"
1189,1935,2457,"heritier","LIFAM"
1190,1936,2458,"heritier","LIFAM"
1191,1654,2459,"heritier","LIFAM"
1192,1655,2460,"heritier","LIFAM"
1193,1656,456,"heritier","LIFAM"
1194,1937,2461,"heritier","LIFAM"
1195,1657,2422,"heritier","LIFAM"
1196,1658,2462,"heritier","LIFAM"
1159,1917,594,"heritier","LIFAM"
921,1519,612,"heritier","LIFAM"
102,279,1075,"heritier","LIFAM"
108,1014,1043,"heritier","LIFAM"
114,125,1060,"heritier","LIFAM"
120,251,885,"heritier","LIFAM"
122,1074,994,"heritier","LIFAM"
124,237,963,"heritier","LIFAM"
145,22,891,"heritier","LIFAM"
151,32,1070,"heritier","LIFAM"
131,996,1041,"heritier","LIFAM"
243,992,1027,"heritier","LIFAM"
254,126,1060,"heritier","LIFAM"
258,180,1064,"heritier","LIFAM"
280,112,1065,"heritier","LIFAM"
283,49,1055,"heritier","LIFAM"
288,30,1023,"heritier","LIFAM"
292,99,470,"heritier","LIFAM"
294,228,691,"heritier","LIFAM"
296,776,694,"heritier","LIFAM"
297,366,696,"heritier","LIFAM"
298,300,700,"heritier","LIFAM"
299,309,703,"heritier","LIFAM"
300,108,706,"heritier","LIFAM"
301,217,884,"heritier","LIFAM"
1488,1378,41,"veuve","LIFAM"
1275,2535,1093,"tutrice","LIFAM"
1709,5283,7732,"epouse","LIFAM"
436,926,916,"heritier","LIFAM"
440,153,890,"heritier","LIFAM"
442,52,1032,"heritier","LIFAM"
444,492,993,"heritier","LIFAM"
448,161,968,"heritier","LIFAM"
451,181,1064,"heritier","LIFAM"
454,233,997,"heritier","LIFAM"
458,202,1052,"heritier","LIFAM"
463,500,957,"heritier","LIFAM"
569,36,1016,"heritier","LIFAM"
575,1053,1036,"heritier","LIFAM"
582,63,1026,"heritier","LIFAM"
584,1066,1007,"heritier","LIFAM"
587,256,1002,"heritier","LIFAM"
591,124,1060,"heritier","LIFAM"
594,284,1012,"heritier","LIFAM"
604,336,951,"heritier","LIFAM"
606,362,933,"heritier","LIFAM"
608,961,1056,"heritier","LIFAM"
610,1079,1078,"heritier","LIFAM"
612,78,1038,"heritier","LIFAM"
615,1071,1067,"heritier","LIFAM"
619,1055,905,"heritier","LIFAM"
625,194,1039,"heritier","LIFAM"
628,851,702,"heritier","LIFAM"
633,346,971,"heritier","LIFAM"
637,65,1054,"heritier","LIFAM"
639,116,1057,"heritier","LIFAM"
641,26,1024,"heritier","LIFAM"
645,26,991,"heritier","LIFAM"
647,16,1048,"heritier","LIFAM"
651,115,896,"heritier","LIFAM"
653,355,1025,"heritier","LIFAM"
656,6,1019,"heritier","LIFAM"
660,397,1018,"heritier","LIFAM"
665,282,1040,"heritier","LIFAM"
672,353,1015,"heritier","LIFAM"
683,285,284,"heritier","LIFAM"
687,1011,942,"heritier","LIFAM"
691,91,1045,"heritier","LIFAM"
737,477,1163,"heritier","LIFAM"
767,564,1284,"heritier","LIFAM"
769,568,1024,"heritier","LIFAM"
776,576,1127,"heritier","LIFAM"
780,579,1290,"heritier","LIFAM"
1602,3911,3912,"enfant","LIFAM"
1696,4944,7719,"epouse","LIFAM"
1703,5158,7726,"epouse","LIFAM"
1707,5258,7730,"epouse","LIFAM"
901,1621,2304,"veuve","LIFAM"
1925,9105,9106,"veuve","LIFAM"
931,2315,2317,"veuve","LIFAM"
939,1760,2320,"veuve","LIFAM"
941,2321,2322,"veuve","LIFAM"
947,1504,2323,"veuve","LIFAM"
962,1853,2326,"veuve","LIFAM"
1929,9120,9121,"veuve","LIFAM"
1100,2405,2404,"veuve","LIFAM"
1937,9151,9152,"veuve","LIFAM"
1620,6323,1803,"veuve","LIFAM"
1631,7153,6501,"veuve","LIFAM"
1642,4132,6768,"veuve","LIFAM"
1666,429,7691,"veuve","LIFAM"
1667,3797,7692,"veuve","LIFAM"
1672,4281,7695,"veuve","LIFAM"
1677,4406,7700,"veuve","LIFAM"
1684,4586,7707,"veuve","LIFAM"
1685,4591,7708,"veuve","LIFAM"
1689,4673,7712,"veuve","LIFAM"
1690,4683,7713,"veuve","LIFAM"
1692,4783,7715,"veuve","LIFAM"
1693,4843,7716,"veuve","LIFAM"
1694,4900,7717,"veuve","LIFAM"
1695,4924,7718,"veuve","LIFAM"
1697,4987,7720,"veuve","LIFAM"
1698,5002,7721,"veuve","LIFAM"
1705,5203,7728,"veuve","LIFAM"
1708,5263,7731,"veuve","LIFAM"
1712,5413,7735,"veuve","LIFAM"
1713,5439,7736,"veuve","LIFAM"
1716,5780,7740,"veuve","LIFAM"
1720,6003,7744,"veuve","LIFAM"
1721,6042,7745,"veuve","LIFAM"
1723,6077,7747,"veuve","LIFAM"
1724,6190,7748,"veuve","LIFAM"
1727,6213,7749,"veuve","LIFAM"
1730,6299,7752,"veuve","LIFAM"
1734,6312,7757,"veuve","LIFAM"
1770,7364,7787,"veuve","LIFAM"
1771,6606,7788,"veuve","LIFAM"
1772,7658,7789,"veuve","LIFAM"
1775,6558,7792,"veuve","LIFAM"
1780,7543,7797,"veuve","LIFAM"
1781,6925,7798,"veuve","LIFAM"
1787,7474,7803,"veuve","LIFAM"
1792,5162,7807,"veuve","LIFAM"
1798,7643,7812,"veuve","LIFAM"
1800,7232,7814,"veuve","LIFAM"
1805,7538,7819,"veuve","LIFAM"
1814,7133,7827,"veuve","LIFAM"
1816,7268,7829,"veuve","LIFAM"
1825,7639,7838,"veuve","LIFAM"
1826,7556,7839,"veuve","LIFAM"
1827,7212,7840,"veuve","LIFAM"
1833,6662,7846,"veuve","LIFAM"
1836,6765,7849,"veuve","LIFAM"
1837,7172,7850,"veuve","LIFAM"
1838,6649,7851,"veuve","LIFAM"
1840,6462,7853,"veuve","LIFAM"
1842,7200,7855,"veuve","LIFAM"
1843,7143,7856,"veuve","LIFAM"
1845,7655,7858,"veuve","LIFAM"
1846,7185,7859,"veuve","LIFAM"
1847,6367,7860,"veuve","LIFAM"
1849,6356,7862,"veuve","LIFAM"
1852,6386,7864,"veuve","LIFAM"
1853,6531,7865,"veuve","LIFAM"
1854,6528,7866,"veuve","LIFAM"
1859,7619,7872,"veuve","LIFAM"
1864,6496,7877,"veuve","LIFAM"
1866,7549,8089,"veuve","LIFAM"
1868,7516,7879,"veuve","LIFAM"
1877,6762,7978,"veuve","LIFAM"
1878,6644,7989,"veuve","LIFAM"
1880,7220,8011,"veuve","LIFAM"
1881,7244,8022,"veuve","LIFAM"
1884,6905,8055,"veuve","LIFAM"
1815,6569,7748,"veuve","LIFAM"
1710,5325,7733,"epouse","LIFAM"
1711,5350,7734,"epouse","LIFAM"
1714,5592,7738,"epouse","LIFAM"
1715,5685,7739,"epouse","LIFAM"
1719,5932,7743,"epouse","LIFAM"
1728,6238,7750,"epouse","LIFAM"
1729,6266,7751,"epouse","LIFAM"
1731,6301,7753,"epouse","LIFAM"
1732,6302,7754,"epouse","LIFAM"
1733,6308,7756,"epouse","LIFAM"
1735,6313,7758,"epouse","LIFAM"
1750,7135,7768,"epouse","LIFAM"
1752,6914,7770,"epouse","LIFAM"
1753,6505,7771,"epouse","LIFAM"
1754,6529,7772,"epouse","LIFAM"
1756,6532,7774,"epouse","LIFAM"
1757,6701,7775,"epouse","LIFAM"
1761,6917,7779,"epouse","LIFAM"
1762,6633,7780,"epouse","LIFAM"
1765,5931,7783,"epouse","LIFAM"
1767,7142,7784,"epouse","LIFAM"
1768,6437,7785,"epouse","LIFAM"
1769,7370,7786,"epouse","LIFAM"
1773,6922,7790,"epouse","LIFAM"
1774,7215,7791,"epouse","LIFAM"
1777,7104,7794,"epouse","LIFAM"
1778,6350,7795,"epouse","LIFAM"
1779,7274,7796,"epouse","LIFAM"
1782,7119,7799,"epouse","LIFAM"
1783,7259,7800,"epouse","LIFAM"
1784,6811,7801,"epouse","LIFAM"
1785,7544,7802,"epouse","LIFAM"
1791,6833,7806,"epouse","LIFAM"
1793,7376,5479,"epouse","LIFAM"
1795,7213,7809,"epouse","LIFAM"
1796,7376,7810,"epouse","LIFAM"
1797,6393,7811,"epouse","LIFAM"
1799,6764,7813,"epouse","LIFAM"
1801,7529,7815,"epouse","LIFAM"
1802,7617,7816,"epouse","LIFAM"
1803,6904,7817,"epouse","LIFAM"
1804,7113,7818,"epouse","LIFAM"
1806,6494,7820,"epouse","LIFAM"
1807,6759,7821,"epouse","LIFAM"
1808,6836,7822,"epouse","LIFAM"
1810,7201,7823,"epouse","LIFAM"
1811,7328,7824,"epouse","LIFAM"
1813,7618,7826,"epouse","LIFAM"
1817,7205,1703,"epouse","LIFAM"
1818,7257,7831,"epouse","LIFAM"
1820,7187,7018,"epouse","LIFAM"
1821,6924,7834,"epouse","LIFAM"
1822,7145,7835,"epouse","LIFAM"
1824,6365,7837,"epouse","LIFAM"
1828,6344,7841,"epouse","LIFAM"
1829,4996,7842,"epouse","LIFAM"
1830,6361,7843,"epouse","LIFAM"
1831,4532,7844,"epouse","LIFAM"
1832,6841,7845,"epouse","LIFAM"
1834,7116,7847,"epouse","LIFAM"
1835,6663,7848,"epouse","LIFAM"
1844,7115,7857,"epouse","LIFAM"
1848,6506,7861,"epouse","LIFAM"
1850,6810,7863,"epouse","LIFAM"
1851,6495,7344,"epouse","LIFAM"
1855,7670,7382,"epouse","LIFAM"
1857,7537,7869,"epouse","LIFAM"
1861,6928,7874,"epouse","LIFAM"
1862,6329,7875,"epouse","LIFAM"
1863,7122,7876,"epouse","LIFAM"
1865,7111,7878,"epouse","LIFAM"
1869,6915,7890,"epouse","LIFAM"
1870,7211,7901,"epouse","LIFAM"
1874,7128,7945,"epouse","LIFAM"
1875,7689,7956,"epouse","LIFAM"
1876,6667,7967,"epouse","LIFAM"
1879,7121,8000,"epouse","LIFAM"
1882,7653,8033,"epouse","LIFAM"
1751,6576,6982,"epouse","LIFAM"
1883,6926,381,"epouse","LIFAM"
1860,6533,8662,"epouse","LIFAM"
1887,6832,8088,"epouse","LIFAM"
