"idLienIndividu","idIndividu1","idIndividu2","descriptionLien","typeLien"
68,189,936,"heritier","LIFAM"
77,333,190,"heritier","LIFAM"
80,218,1059,"heritier","LIFAM"
82,883,908,"heritier","LIFAM"
87,168,1037,"heritier","LIFAM"
90,347,1058,"heritier","LIFAM"
93,331,1033,"heritier","LIFAM"
21,405,29,"mere","LIFAM"
22,405,30,"mere","LIFAM"
44,86,219,"petit fils neveu","LIFAM"
84,884,953,"petit fils neveu","LIFAM"
85,713,695,"petit fils neveu","LIFAM"
105,721,869,"pere","LIFAM"
109,394,395,"pere","LIFAM"
4,171,954,"veuve","LIFAM"
11,690,1053,"veuve","LIFAM"
14,150,873,"veuve","LIFAM"
27,691,974,"veuve","LIFAM"
40,694,742,"veuve","LIFAM"
69,189,866,"veuve","LIFAM"
83,711,865,"veuve","LIFAM"
100,892,902,"veuve","LIFAM"
104,12,902,"veuve","LIFAM"
125,237,964,"veuve","LIFAM"
134,734,747,"veuve","LIFAM"
135,144,799,"veuve","LIFAM"
137,989,993,"veuve","LIFAM"
139,895,848,"veuve","LIFAM"
149,400,855,"veuve","LIFAM"
32,154,1076,"veuve","LIFAM"
928,1972,810,"epouse","LIFAM"
929,2110,2257,"epouse","LIFAM"
233,107,113,"parent beau frere","LIFAM"
199,901,154,"soeur","LIFAM"
160,86,1050,"fils","LIFAM"
183,219,119,"mere","LIFAM"
262,97,878,"mere","LIFAM"
930,2174,2161,"epouse","LIFAM"
937,1494,1634,"epouse","LIFAM"
1432,2097,1080,"apothicaire","LITRA"
940,2321,2077,"epouse","LIFAM"
942,1672,1457,"epouse","LIFAM"
1926,9112,9114,"epouse","LIFAM"
944,2123,2198,"epouse","LIFAM"
946,1669,1701,"epouse","LIFAM"
948,2264,1803,"epouse","LIFAM"
949,1622,1782,"epouse","LIFAM"
950,1737,1588,"epouse","LIFAM"
951,1671,1491,"epouse","LIFAM"
953,2116,2245,"epouse","LIFAM"
954,2223,2076,"epouse","LIFAM"
955,1757,1490,"epouse","LIFAM"
1927,9115,9116,"epouse","LIFAM"
958,2167,2206,"epouse","LIFAM"
959,1822,1950,"epouse","LIFAM"
960,2168,2325,"epouse","LIFAM"
1905,6674,7616,"negociant charge d affaires","LITRA"
964,2328,2329,"epouse","LIFAM"
1928,9118,9119,"epouse","LIFAM"
971,2214,2238,"epouse","LIFAM"
972,1505,1753,"epouse","LIFAM"
973,1852,1705,"epouse","LIFAM"
154,32,420,"heritier","LIFAM"
974,2182,2162,"epouse","LIFAM"
976,1749,1746,"epouse","LIFAM"
977,1492,1695,"epouse","LIFAM"
979,2111,2201,"epouse","LIFAM"
980,1850,1788,"epouse","LIFAM"
981,2144,2225,"epouse","LIFAM"
983,2183,1006,"epouse","LIFAM"
985,1732,1605,"epouse","LIFAM"
986,1682,1780,"epouse","LIFAM"
987,2124,2237,"epouse","LIFAM"
152,32,875,"epouse","LIFAM"
1473,1367,1366,"epouse","LIFAM"
909,2308,2092,"epouse","LIFAM"
924,2178,2146,"epouse","LIFAM"
935,2181,2138,"epouse","LIFAM"
153,32,420,"fille","LIFAM"
155,184,893,"fille","LIFAM"
157,389,840,"fille","LIFAM"
163,990,1008,"fille","LIFAM"
166,1017,907,"fille","LIFAM"
169,70,849,"fille","LIFAM"
173,898,725,"fille","LIFAM"
175,93,831,"fille","LIFAM"
161,86,1014,"fils","LIFAM"
187,44,1013,"fils","LIFAM"
190,1062,919,"fils","LIFAM"
193,398,1018,"fils","LIFAM"
201,10,1016,"fils","LIFAM"
203,59,955,"fils","LIFAM"
208,178,1061,"fils","LIFAM"
210,684,913,"fils","LIFAM"
214,166,1028,"fils","LIFAM"
238,1020,1036,"fils","LIFAM"
244,992,1027,"fils","LIFAM"
249,912,191,"fils","LIFAM"
253,126,1060,"fils","LIFAM"
257,180,1064,"fils","LIFAM"
277,112,1063,"fils","LIFAM"
189,44,45,"frere","LIFAM"
206,59,60,"frere","LIFAM"
207,178,179,"frere","LIFAM"
215,166,167,"frere","LIFAM"
242,992,999,"frere","LIFAM"
250,758,852,"frere","LIFAM"
252,126,125,"frere","LIFAM"
255,180,181,"frere","LIFAM"
256,180,182,"frere","LIFAM"
260,914,1040,"frere","LIFAM"
276,768,906,"frere","LIFAM"
289,391,1039,"frere","LIFAM"
259,764,857,"frere","LIFAM"
162,86,1050,"heritier","LIFAM"
167,1017,907,"heritier","LIFAM"
188,44,1013,"heritier","LIFAM"
191,1062,919,"heritier","LIFAM"
194,398,1018,"heritier","LIFAM"
202,10,1016,"heritier","LIFAM"
204,59,955,"heritier","LIFAM"
236,119,3204,"heritier","LIFAM"
209,178,1061,"heritier","LIFAM"
211,684,913,"heritier","LIFAM"
310,134,834,"heritier","LIFAM"
216,166,1028,"heritier","LIFAM"
226,1051,928,"heritier","LIFAM"
227,220,1030,"heritier","LIFAM"
229,357,930,"heritier","LIFAM"
231,127,1074,"heritier","LIFAM"
239,1020,1036,"heritier","LIFAM"
217,751,1039,"petit fils neveu","LIFAM"
261,915,983,"petit fils neveu","LIFAM"
181,219,1008,"epouse dorenavant","LIFAM"
237,1063,112,"pere","LIFAM"
159,155,756,"veuve","LIFAM"
164,990,796,"veuve","LIFAM"
176,93,864,"veuve","LIFAM"
177,93,780,"veuve","LIFAM"
178,740,987,"veuve","LIFAM"
179,899,856,"veuve","LIFAM"
182,219,858,"veuve","LIFAM"
184,219,3204,"veuve","LIFAM"
195,900,1005,"veuve","LIFAM"
198,748,1054,"veuve","LIFAM"
212,749,1056,"veuve","LIFAM"
263,97,714,"veuve","LIFAM"
270,995,810,"veuve","LIFAM"
272,372,772,"veuve","LIFAM"
293,39,806,"veuve","LIFAM"
396,792,116,"mere","LIFAM"
405,280,279,"soeur","LIFAM"
406,280,11,"soeur","LIFAM"
1433,2099,1080,"huissier de la porte de fer du palais","LITRA"
999,2130,2209,"epouse","LIFAM"
993,356,341,"epouse","LIFAM"
995,1879,2335,"epouse","LIFAM"
996,1582,2336,"epouse","LIFAM"
1004,2122,2338,"epouse","LIFAM"
1008,1507,1603,"epouse","LIFAM"
1010,2137,2340,"epouse","LIFAM"
1011,2152,2341,"epouse","LIFAM"
381,788,927,"consanguin","LIFAM"
1013,2176,2342,"epouse","LIFAM"
366,35,1003,"fille","LIFAM"
1014,2149,2343,"epouse","LIFAM"
1015,1849,1231,"epouse","LIFAM"
70,709,846,"epouse","LIFAM"
106,213,212,"epouse","LIFAM"
1020,1849,833,"epouse","LIFAM"
1021,637,472,"epouse","LIFAM"
1025,1752,2040,"epouse","LIFAM"
1026,2147,2347,"epouse","LIFAM"
1029,1562,1550,"epouse","LIFAM"
1031,2349,1843,"epouse","LIFAM"
1035,2351,723,"epouse","LIFAM"
1042,2260,2355,"epouse","LIFAM"
1046,2357,2358,"epouse","LIFAM"
1047,2229,191,"epouse","LIFAM"
1050,1759,2361,"epouse","LIFAM"
1051,1965,2362,"epouse","LIFAM"
1053,1880,2363,"epouse","LIFAM"
1054,1587,2364,"epouse","LIFAM"
1055,2028,2365,"epouse","LIFAM"
1056,1664,2366,"epouse","LIFAM"
1058,2140,2367,"epouse","LIFAM"
1060,1841,76,"epouse","LIFAM"
1062,1541,2371,"epouse","LIFAM"
1066,1501,2374,"epouse","LIFAM"
1068,2377,2376,"epouse","LIFAM"
1072,1590,2380,"epouse","LIFAM"
1074,2381,50,"epouse","LIFAM"
1076,1751,2382,"epouse","LIFAM"
1078,2384,1834,"epouse","LIFAM"
1079,2385,2197,"epouse","LIFAM"
1082,2266,2387,"epouse","LIFAM"
966,2184,1731,"epouse","LIFAM"
1083,2389,2388,"epouse","LIFAM"
1084,424,2392,"epouse","LIFAM"
110,895,889,"epouse","LIFAM"
1089,2394,2395,"epouse","LIFAM"
382,141,763,"petit fils neveu","LIFAM"
1091,2398,2397,"epouse","LIFAM"
1094,1559,1634,"epouse","LIFAM"
1095,2401,2400,"epouse","LIFAM"
1099,1763,2403,"epouse","LIFAM"
1101,2407,2406,"epouse","LIFAM"
1102,1584,2408,"epouse","LIFAM"
1103,2409,2410,"epouse","LIFAM"
1936,9148,9149,"epouse","LIFAM"
1134,1744,2466,"epouse","LIFAM"
1135,1623,2467,"epouse","LIFAM"
1136,1171,2468,"epouse","LIFAM"
1141,2474,2473,"epouse","LIFAM"
1143,1662,1867,"epouse","LIFAM"
1144,1734,1700,"epouse","LIFAM"
365,35,723,"epouse","LIFAM"
376,322,887,"epouse","LIFAM"
118,818,728,"epouse","LIFAM"
222,387,402,"epouse","LIFAM"
446,313,312,"epouse","LIFAM"
374,322,1009,"fille","LIFAM"
397,924,729,"fille","LIFAM"
399,96,854,"fille","LIFAM"
355,332,190,"fils","LIFAM"
357,330,1033,"fils","LIFAM"
361,1025,355,"fils","LIFAM"
364,105,1290,"fils","LIFAM"
369,276,984,"fils","LIFAM"
372,45,1013,"fils","LIFAM"
377,186,949,"fils","LIFAM"
380,786,239,"fils","LIFAM"
384,62,1026,"fils","LIFAM"
385,79,1062,"fils","LIFAM"
358,330,331,"frere","LIFAM"
360,779,844,"frere","LIFAM"
379,785,718,"frere","LIFAM"
387,188,187,"frere","LIFAM"
395,791,730,"frere","LIFAM"
1906,179,178,"frere","LIFAM"
428,29,30,"frere","LIFAM"
430,5,4,"frere","LIFAM"
1907,178,177,"frere","LIFAM"
449,181,182,"frere","LIFAM"
456,931,335,"frere","LIFAM"
462,500,131,"frere","LIFAM"
311,156,741,"heritier","LIFAM"
312,328,899,"heritier","LIFAM"
313,98,808,"heritier","LIFAM"
314,204,1051,"heritier","LIFAM"
315,129,1020,"heritier","LIFAM"
316,101,757,"heritier","LIFAM"
317,1091,1090,"heritier","LIFAM"
318,1089,1088,"heritier","LIFAM"
319,1104,1103,"heritier","LIFAM"
323,687,761,"heritier","LIFAM"
321,132,914,"heritier","LIFAM"
322,326,767,"heritier","LIFAM"
325,340,770,"heritier","LIFAM"
326,162,1290,"heritier","LIFAM"
327,24,927,"heritier","LIFAM"
328,135,797,"heritier","LIFAM"
329,307,801,"heritier","LIFAM"
330,337,931,"heritier","LIFAM"
331,327,804,"heritier","LIFAM"
332,203,805,"heritier","LIFAM"
333,296,794,"heritier","LIFAM"
334,175,755,"heritier","LIFAM"
335,385,943,"heritier","LIFAM"
409,925,16,"pere","LIFAM"
368,35,828,"veuve","LIFAM"
398,924,920,"veuve","LIFAM"
407,20,985,"veuve","LIFAM"
414,149,973,"veuve","LIFAM"
423,158,781,"veuve","LIFAM"
466,1030,980,"veuve","LIFAM"
468,814,838,"veuve","LIFAM"
470,998,165,"epouse","LIFAM"
1152,2430,2429,"epouse","LIFAM"
1154,1756,2432,"epouse","LIFAM"
1941,9168,9169,"epouse","LIFAM"
1199,2315,2316,"epouse","LIFAM"
1930,9122,9068,"epouse","LIFAM"
75,249,250,"epouse","LIFAM"
5,164,752,"epouse","LIFAM"
476,214,1047,"heritier","LIFAM"
9,7,79,"epouse","LIFAM"
15,150,812,"epouse","LIFAM"
26,114,915,"epouse","LIFAM"
57,1048,925,"epouse","LIFAM"
59,705,715,"epouse","LIFAM"
623,9018,1058,"oncle","LIFAM"
66,708,850,"epouse","LIFAM"
73,710,719,"epouse","LIFAM"
599,956,143,"oncle","LIFAM"
554,48,49,"consanguin","LIFAM"
1434,2729,1080,"courrier","LITRA"
78,333,782,"epouse","LIFAM"
88,168,417,"epouse","LIFAM"
91,347,922,"epouse","LIFAM"
113,1068,256,"epouse","LIFAM"
129,733,842,"epouse","LIFAM"
133,433,446,"epouse","LIFAM"
140,735,939,"epouse","LIFAM"
141,54,880,"epouse","LIFAM"
143,277,939,"epouse","LIFAM"
146,22,982,"epouse","LIFAM"
148,120,722,"epouse","LIFAM"
107,1043,1014,"epouse","LIFAM"
156,184,947,"epouse","LIFAM"
158,389,304,"epouse","LIFAM"
165,990,746,"epouse","LIFAM"
168,1017,118,"epouse","LIFAM"
170,70,697,"epouse","LIFAM"
171,106,861,"epouse","LIFAM"
422,158,157,"epouse","LIFAM"
472,173,596,"fille","LIFAM"
551,383,382,"epouse","LIFAM"
613,289,288,"epouse","LIFAM"
473,183,736,"fille","LIFAM"
485,1000,918,"fille","LIFAM"
474,214,1047,"fils","LIFAM"
478,4,1031,"fils","LIFAM"
480,999,1027,"fils","LIFAM"
483,174,969,"fils","LIFAM"
523,177,1061,"fils","LIFAM"
527,182,1064,"fils","LIFAM"
556,946,977,"fils","LIFAM"
558,187,1042,"fils","LIFAM"
573,1053,1036,"fils","LIFAM"
581,63,1026,"fils","LIFAM"
583,1066,1007,"fils","LIFAM"
586,256,1002,"fils","LIFAM"
589,124,1060,"fils","LIFAM"
592,284,1012,"fils","LIFAM"
600,131,957,"fils","LIFAM"
603,336,951,"fils","LIFAM"
605,362,933,"fils","LIFAM"
607,961,1056,"fils","LIFAM"
609,1079,1078,"fils","LIFAM"
611,78,1038,"fils","LIFAM"
475,214,215,"frere","LIFAM"
477,4,5,"frere","LIFAM"
596,1006,761,"frere","LIFAM"
522,177,178,"frere","LIFAM"
561,118,113,"frere","LIFAM"
574,1053,1020,"frere","LIFAM"
580,63,62,"frere","LIFAM"
585,830,843,"frere","LIFAM"
588,124,125,"frere","LIFAM"
590,124,126,"frere","LIFAM"
593,284,283,"frere","LIFAM"
597,335,931,"frere","LIFAM"
624,967,1058,"frere","LIFAM"
479,4,1031,"heritier","LIFAM"
481,999,1027,"heritier","LIFAM"
484,174,969,"heritier","LIFAM"
486,1000,918,"heritier","LIFAM"
489,138,882,"heritier","LIFAM"
495,1032,937,"heritier","LIFAM"
499,172,874,"heritier","LIFAM"
503,349,1066,"heritier","LIFAM"
510,940,685,"heritier","LIFAM"
512,102,987,"heritier","LIFAM"
519,359,1035,"heritier","LIFAM"
521,244,800,"heritier","LIFAM"
524,177,1061,"heritier","LIFAM"
528,182,1064,"heritier","LIFAM"
531,243,1037,"heritier","LIFAM"
536,821,1005,"heritier","LIFAM"
542,945,959,"heritier","LIFAM"
555,48,1055,"heritier","LIFAM"
557,946,977,"heritier","LIFAM"
566,254,1068,"heritier","LIFAM"
508,154,693,"mere","LIFAM"
544,1065,112,"mere","LIFAM"
547,51,63,"mere","LIFAM"
548,51,62,"mere","LIFAM"
626,194,1039,"petit fils neveu","LIFAM"
504,349,1007,"arriere petite fille","LIFAM"
602,1040,282,"pere","LIFAM"
627,1058,347,"pere","LIFAM"
491,815,699,"veuve","LIFAM"
492,816,839,"veuve","LIFAM"
493,208,966,"veuve","LIFAM"
500,172,845,"veuve","LIFAM"
507,154,1076,"veuve","LIFAM"
514,401,1021,"veuve","LIFAM"
516,360,888,"veuve","LIFAM"
533,1034,762,"veuve","LIFAM"
538,944,1035,"veuve","LIFAM"
549,232,809,"veuve","LIFAM"
571,36,841,"veuve","LIFAM"
546,51,1026,"veuve","LIFAM"
658,6,7,"soeur","LIFAM"
662,981,794,"soeur","LIFAM"
681,236,237,"soeur","LIFAM"
703,348,568,"tuteur","LIFAM"
708,406,1231,"tuteur","LIFAM"
730,462,529,"tuteur","LIFAM"
738,477,586,"tuteur","LIFAM"
754,521,254,"tuteur","LIFAM"
760,527,576,"tuteur","LIFAM"
762,553,582,"tuteur","LIFAM"
771,570,579,"tuteur","LIFAM"
616,95,94,"epouse","LIFAM"
772,570,580,"tuteur","LIFAM"
643,26,348,"epouse dorenavant","LIFAM"
773,570,581,"tuteur","LIFAM"
172,42,829,"epouse","LIFAM"
174,898,929,"epouse","LIFAM"
661,981,1003,"epouse","LIFAM"
774,572,554,"beau fils","LIFAM"
638,116,1057,"fille","LIFAM"
644,26,991,"fille","LIFAM"
655,6,1019,"fille","LIFAM"
664,282,1040,"fille","LIFAM"
180,743,537,"epouse","LIFAM"
671,353,1015,"fille","LIFAM"
192,900,789,"epouse","LIFAM"
196,745,860,"epouse","LIFAM"
686,1011,942,"fille","LIFAM"
197,745,956,"epouse","LIFAM"
690,91,1045,"fille","LIFAM"
200,901,304,"epouse","LIFAM"
219,1050,1014,"epouse","LIFAM"
223,451,105,"epouse","LIFAM"
232,127,57,"epouse","LIFAM"
234,119,787,"epouse","LIFAM"
264,771,778,"epouse","LIFAM"
271,995,1022,"epouse","LIFAM"
284,773,795,"epouse","LIFAM"
400,96,59,"epouse","LIFAM"
701,254,521,"fille","LIFAM"
722,439,1270,"fille","LIFAM"
726,451,425,"fille","LIFAM"
739,478,1140,"fille","LIFAM"
632,346,971,"fils","LIFAM"
636,65,1054,"fils","LIFAM"
646,16,1048,"fils","LIFAM"
650,115,896,"fils","LIFAM"
652,355,1025,"fils","LIFAM"
659,397,1018,"fils","LIFAM"
678,395,394,"fils","LIFAM"
682,285,284,"fils","LIFAM"
693,21,985,"fils","LIFAM"
694,21,20,"fils","LIFAM"
711,418,1252,"fils","LIFAM"
727,458,1115,"fils","LIFAM"
743,506,1271,"fils","LIFAM"
775,576,1127,"fils","LIFAM"
778,579,570,"fils","LIFAM"
630,85,774,"frere","LIFAM"
648,979,825,"frere","LIFAM"
675,122,1074,"frere","LIFAM"
677,122,1059,"frere","LIFAM"
697,526,1268,"frere","LIFAM"
728,616,587,"frere","LIFAM"
1910,182,181,"frere","LIFAM"
302,308,720,"heritier","LIFAM"
303,199,724,"heritier","LIFAM"
304,192,701,"heritier","LIFAM"
305,137,886,"heritier","LIFAM"
306,83,784,"heritier","LIFAM"
307,117,921,"heritier","LIFAM"
308,176,615,"heritier","LIFAM"
309,130,958,"heritier","LIFAM"
336,207,1034,"heritier","LIFAM"
337,110,1017,"heritier","LIFAM"
338,329,826,"heritier","LIFAM"
339,128,1053,"heritier","LIFAM"
340,352,1076,"heritier","LIFAM"
341,350,136,"heritier","LIFAM"
342,227,1006,"heritier","LIFAM"
343,148,1079,"heritier","LIFAM"
344,140,1071,"heritier","LIFAM"
729,462,529,"mere","LIFAM"
635,859,910,"petit fils neveu","LIFAM"
642,26,1024,"veuve","LIFAM"
629,975,826,"pere","LIFAM"
654,980,122,"pere","LIFAM"
712,420,32,"pere","LIFAM"
719,436,1256,"pere","LIFAM"
720,436,1280,"pere","LIFAM"
657,6,853,"veuve","LIFAM"
663,58,754,"veuve","LIFAM"
666,282,976,"veuve","LIFAM"
667,387,819,"veuve","LIFAM"
673,353,470,"veuve","LIFAM"
696,686,834,"veuve","LIFAM"
749,517,1278,"veuve","LIFAM"
758,524,1156,"veuve","LIFAM"
763,558,534,"veuve","LIFAM"
402,268,988,"epouse","LIFAM"
1437,2838,1080,"sergent d armes","LITRA"
408,20,811,"epouse","LIFAM"
410,813,241,"epouse","LIFAM"
417,15,827,"epouse","LIFAM"
787,582,1176,"fille","LIFAM"
792,1267,682,"fille","LIFAM"
467,1030,220,"epouse","LIFAM"
1266,2627,1080,"courrier","LITRA"
469,25,499,"epouse","LIFAM"
471,173,664,"epouse","LIFAM"
482,1070,420,"epouse","LIFAM"
487,1000,753,"epouse","LIFAM"
490,138,962,"epouse","LIFAM"
1435,2793,1080,"courrier","LITRA"
496,318,14,"epouse","LIFAM"
497,172,317,"epouse","LIFAM"
501,17,692,"epouse","LIFAM"
1436,2624,1080,"courrier","LITRA"
371,783,1080,"courrier","LITRA"
251,1022,739,"familier","LITRA"
275,84,113,"familier","LITRA"
631,1101,759,"familier","LITRA"
674,868,738,"familier","LITRA"
811,1262,1181,"familier","LIFAM"
1259,583,2730,"fille","LIFAM"
1262,2736,2737,"fille","LIFAM"
1263,2528,2738,"fille","LIFAM"
1264,2532,2627,"fille","LIFAM"
1267,2533,2628,"fille","LIFAM"
1270,2745,2629,"fille","LIFAM"
1271,2745,2535,"fille","LIFAM"
1276,2747,2629,"fille","LIFAM"
1277,2747,2535,"fille","LIFAM"
1302,2638,2639,"fille","LIFAM"
1509,2978,84,"fille","LIFAM"
1510,2979,2980,"fille","LIFAM"
1511,2979,2981,"fille","LIFAM"
1315,2777,7,"fille","LIFAM"
1316,2777,79,"fille","LIFAM"
1318,2561,976,"fille","LIFAM"
1320,2787,2566,"fille","LIFAM"
1361,232,2654,"fille","LIFAM"
1363,2597,2656,"fille","LIFAM"
1410,2835,2103,"fille","LIFAM"
1411,2837,199,"fille","LIFAM"
1450,2875,2876,"fille","LIFAM"
1455,2890,2891,"fille","LIFAM"
1456,2897,2898,"fille","LIFAM"
1306,2549,2518,"fille","LIFAM"
1530,3015,741,"fille","LIFAM"
1535,3020,233,"fille","LIFAM"
920,1519,612,"fille","LIFAM"
934,2250,2318,"fille","LIFAM"
956,2228,2324,"fille","LIFAM"
969,2217,2331,"fille","LIFAM"
1061,2210,1783,"fille","LIFAM"
1063,2372,2373,"fille","LIFAM"
1069,1670,2378,"fille","LIFAM"
1073,1590,612,"fille","LIFAM"
1075,2381,1590,"fille","LIFAM"
1290,2757,103,"fille","LIFAM"
1335,2561,282,"fille","LIFAM"
81,883,908,"fille","LIFAM"
86,168,1037,"fille","LIFAM"
89,347,1058,"fille","LIFAM"
99,892,970,"fille","LIFAM"
103,12,970,"fille","LIFAM"
123,237,963,"fille","LIFAM"
136,989,862,"fille","LIFAM"
142,277,278,"fille","LIFAM"
144,22,891,"fille","LIFAM"
147,120,712,"fille","LIFAM"
150,32,1070,"fille","LIFAM"
235,119,3204,"fille","LIFAM"
218,1050,1043,"fille","LIFAM"
220,1050,881,"fille","LIFAM"
225,1051,928,"fille","LIFAM"
228,357,930,"fille","LIFAM"
230,127,1074,"fille","LIFAM"
268,266,920,"fille","LIFAM"
269,995,950,"fille","LIFAM"
291,99,470,"fille","LIFAM"
401,268,269,"fille","LIFAM"
403,280,1075,"fille","LIFAM"
411,77,897,"fille","LIFAM"
412,1077,978,"fille","LIFAM"
415,15,938,"fille","LIFAM"
419,31,923,"fille","LIFAM"
465,1030,863,"fille","LIFAM"
488,138,882,"fille","LIFAM"
494,1032,937,"fille","LIFAM"
498,172,874,"fille","LIFAM"
502,349,1066,"fille","LIFAM"
506,817,125,"fille","LIFAM"
509,940,685,"fille","LIFAM"
511,102,987,"fille","LIFAM"
518,359,1035,"fille","LIFAM"
525,92,1010,"fille","LIFAM"
529,1002,793,"fille","LIFAM"
532,243,1037,"fille","LIFAM"
535,821,1005,"fille","LIFAM"
541,945,959,"fille","LIFAM"
543,1065,929,"fille","LIFAM"
565,254,1068,"fille","LIFAM"
567,826,975,"fille","LIFAM"
570,36,1016,"fille","LIFAM"
617,95,932,"fille","LIFAM"
744,508,1111,"fille","LIFAM"
745,510,1182,"fille","LIFAM"
757,524,1282,"fille","LIFAM"
766,564,1284,"fille","LIFAM"
768,568,1024,"fille","LIFAM"
802,1285,1165,"fille","LIFAM"
813,1200,1052,"fille","LIFAM"
816,1253,1202,"fille","LIFAM"
819,1210,1265,"fille","LIFAM"
784,581,570,"fils","LIFAM"
785,581,1290,"fils","LIFAM"
791,1259,1261,"fils","LIFAM"
793,1129,1128,"fils","LIFAM"
794,1120,1122,"fils","LIFAM"
795,1243,1122,"fils","LIFAM"
796,1244,1122,"fils","LIFAM"
797,1245,1122,"fils","LIFAM"
789,587,616,"frere","LIFAM"
820,1281,1053,"frere","LIFAM"
823,1218,1219,"frere","LIFAM"
828,1286,1287,"frere","LIFAM"
829,1286,1288,"frere","LIFAM"
830,1288,1287,"frere","LIFAM"
783,580,1290,"heritier","LIFAM"
786,581,1290,"heritier","LIFAM"
806,1289,533,"heritier","LIFAM"
810,1291,1072,"petit fils neveu","LIFAM"
505,349,904,"epouse","LIFAM"
513,102,867,"epouse","LIFAM"
517,359,145,"epouse","LIFAM"
520,943,766,"epouse","LIFAM"
788,583,555,"epouse","LIFAM"
1646,5712,6856,"conseiller compagnon","LIFAM"
1624,6561,6315,"frere","LIFAM"
1625,6579,6315,"frere","LIFAM"
1626,7450,6315,"frere","LIFAM"
1641,6372,6756,"tuteur","LIFAM"
526,92,836,"epouse","LIFAM"
1627,7517,6315,"frere","LIFAM"
1639,6674,6590,"negociant charge d affaires","LIFAM"
1663,7042,7548,"negociant charge d affaires","LIFAM"
821,1264,1263,"fille","LIFAM"
833,1260,1240,"fille","LIFAM"
834,1257,1240,"fille","LIFAM"
1651,6842,7153,"fille","LIFAM"
1673,4291,7696,"fille","LIFAM"
1686,4633,7709,"fille","LIFAM"
1688,4645,7711,"fille","LIFAM"
1691,4769,7714,"fille","LIFAM"
1717,5819,7741,"fille","LIFAM"
1839,7214,7852,"fille","LIFAM"
1841,7109,7854,"fille","LIFAM"
1858,7141,3025,"fille","LIFAM"
1867,7120,3910,"fille","LIFAM"
530,243,986,"epouse","LIFAM"
534,1034,960,"epouse","LIFAM"
537,821,88,"epouse","LIFAM"
540,944,145,"epouse","LIFAM"
563,823,790,"epouse","LIFAM"
564,254,972,"epouse","LIFAM"
568,826,955,"epouse","LIFAM"
572,36,903,"epouse","LIFAM"
618,8,717,"epouse","LIFAM"
620,1055,905,"epouse","LIFAM"
634,1009,887,"epouse","LIFAM"
640,116,731,"epouse","LIFAM"
668,387,402,"epouse","LIFAM"
670,353,1001,"epouse","LIFAM"
680,374,822,"epouse","LIFAM"
684,370,760,"epouse","LIFAM"
685,872,732,"epouse","LIFAM"
688,1011,798,"epouse","LIFAM"
689,91,948,"epouse","LIFAM"
692,1045,948,"epouse","LIFAM"
695,686,889,"epouse","LIFAM"
698,1227,453,"epouse","LIFAM"
705,404,1198,"epouse","LIFAM"
706,405,1023,"epouse","LIFAM"
707,406,1220,"epouse","LIFAM"
710,412,2,"epouse","LIFAM"
713,421,463,"epouse","LIFAM"
714,423,1283,"epouse","LIFAM"
733,574,472,"epouse","LIFAM"
716,429,1269,"epouse","LIFAM"
1885,7175,8066,"fille","LIFAM"
1621,7194,2928,"fils","LIFAM"
1622,7255,2928,"fils","LIFAM"
1623,7506,2928,"fils","LIFAM"
1669,6756,7693,"fils","LIFAM"
1628,7365,6350,"fils","LIFAM"
1629,7600,6350,"fils","LIFAM"
1633,6931,6569,"fils","LIFAM"
1634,7666,6569,"fils","LIFAM"
1644,6383,6834,"fils","LIFAM"
1647,7582,7011,"fils","LIFAM"
1652,7251,7155,"fils","LIFAM"
1656,7523,7218,"fils","LIFAM"
1659,6289,7269,"fils","LIFAM"
1660,7673,7269,"fils","LIFAM"
1632,7450,6561,"frere","LIFAM"
1635,6561,6579,"frere","LIFAM"
1636,7450,6579,"frere","LIFAM"
1637,7517,6579,"frere","LIFAM"
1638,6325,6582,"frere","LIFAM"
1645,6621,6847,"frere","LIFAM"
1649,6325,7132,"frere","LIFAM"
1650,6585,7132,"frere","LIFAM"
1654,7255,7194,"frere","LIFAM"
1655,7506,7194,"frere","LIFAM"
1657,7506,7255,"frere","LIFAM"
1661,7191,7291,"frere","LIFAM"
1662,7602,7452,"frere","LIFAM"
1664,5827,7551,"frere","LIFAM"
1665,6589,7605,"frere","LIFAM"
345,133,847,"heritier","LIFAM"
347,1085,1086,"heritier","LIFAM"
349,358,976,"heritier","LIFAM"
350,87,1010,"heritier","LIFAM"
353,310,870,"heritier","LIFAM"
354,351,693,"heritier","LIFAM"
356,332,190,"heritier","LIFAM"
359,330,1033,"heritier","LIFAM"
362,1025,355,"heritier","LIFAM"
363,105,1290,"heritier","LIFAM"
367,35,1003,"heritier","LIFAM"
370,276,984,"heritier","LIFAM"
373,45,1013,"heritier","LIFAM"
375,322,1009,"heritier","LIFAM"
378,186,949,"heritier","LIFAM"
383,62,1026,"heritier","LIFAM"
386,79,1062,"heritier","LIFAM"
388,188,1042,"heritier","LIFAM"
391,283,1012,"heritier","LIFAM"
393,211,941,"heritier","LIFAM"
404,280,1075,"heritier","LIFAM"
413,1077,978,"heritier","LIFAM"
416,15,938,"heritier","LIFAM"
420,31,923,"heritier","LIFAM"
324,311,620,"heritier","LIFAM"
432,5,1031,"heritier","LIFAM"
1640,6409,6612,"petit fils neveu","LIFAM"
1648,6307,4670,"veuve","LIFAM"
1668,6558,7693,"veuve","LIFAM"
