idConfront,localisation,idBien1,idBien2,idInvariant,idQuartierParoisse,localisationTN
1568,a-circio,479,NULL,1119,NULL,confronte au nord avec
5765,in,479,NULL,NULL,7,a l interieur de
884,a-circio,480,479,NULL,NULL,confronte au nord avec
885,a-orient,480,481,NULL,NULL,confronte a l est avec
886,a-meridie,480,481,NULL,NULL,confronte au sud avec
1517,a-occident,480,NULL,116,NULL,confronte a l ouest avec
5766,in,480,NULL,NULL,7,a l interieur de
887,a-circio,481,480,NULL,NULL,confronte au nord avec
888,a-orient,481,482,NULL,NULL,confronte a l est avec
889,a-meridie,481,482,NULL,NULL,confronte au sud avec
1518,a-occident,481,NULL,116,NULL,confronte a l ouest avec
5767,in,481,NULL,NULL,7,a l interieur de
890,a-circio,482,481,NULL,NULL,confronte au nord avec
891,a-circio,482,478,NULL,NULL,confronte au nord avec
892,a-orient,482,483,NULL,NULL,confronte a l est avec
1519,a-occident,482,NULL,116,NULL,confronte a l ouest avec
1569,a-meridie,482,NULL,1119,NULL,confronte au sud avec
5768,in,482,NULL,NULL,7,a l interieur de
893,a-occident,483,482,NULL,NULL,confronte a l ouest avec
894,a-circio,483,476,NULL,NULL,confronte au nord avec
895,a-orient,483,484,NULL,NULL,confronte a l est avec
1570,a-meridie,483,NULL,1119,NULL,confronte au sud avec
5769,in,483,NULL,NULL,7,a l interieur de
896,a-occident,484,483,NULL,NULL,confronte a l ouest avec
897,a-circio,484,474,NULL,NULL,confronte au nord avec
898,a-orient,484,485,NULL,NULL,confronte a l est avec
1571,a-meridie,484,NULL,1119,NULL,confronte au sud avec
5770,in,484,NULL,NULL,7,a l interieur de
899,a-occident,485,484,NULL,NULL,confronte a l ouest avec
900,a-circio,485,474,NULL,NULL,confronte au nord avec
901,a-orient,485,486,NULL,NULL,confronte a l est avec
1572,a-meridie,485,NULL,1119,NULL,confronte au sud avec
5771,in,485,NULL,NULL,7,a l interieur de
902,a-occident,486,485,NULL,NULL,confronte a l ouest avec
903,a-circio,486,474,NULL,NULL,confronte au nord avec
904,a-orient,486,487,NULL,NULL,confronte a l est avec
1573,a-meridie,486,NULL,1119,NULL,confronte au sud avec
5772,in,486,NULL,NULL,7,a l interieur de
905,a-occident,487,486,NULL,NULL,confronte a l ouest avec
906,a-circio,487,887,NULL,NULL,confronte au nord avec
907,a-orient,487,488,NULL,NULL,confronte a l est avec
1574,a-meridie,487,NULL,1119,NULL,confronte au sud avec
5773,in,487,NULL,NULL,7,a l interieur de
908,a-occident,488,487,NULL,NULL,confronte a l ouest avec
909,a-circio,488,467,NULL,NULL,confronte au nord avec
1575,a-meridie,488,NULL,1119,NULL,confronte au sud avec
5774,in,488,NULL,NULL,7,a l interieur de
910,a-orient,489,488,NULL,NULL,confronte a l est avec
1576,a-meridie,489,NULL,1119,NULL,confronte au sud avec
5775,in,489,NULL,NULL,7,a l interieur de
911,a-orient,490,494,NULL,NULL,confronte a l est avec
912,a-meridie,490,491,NULL,NULL,confronte au sud avec
1577,a-occident,490,NULL,1118,NULL,confronte a l ouest avec
5776,in,490,NULL,NULL,7,a l interieur de
913,a-circio,491,490,NULL,NULL,confronte au nord avec
914,a-orient,491,246,NULL,NULL,confronte a l est avec
915,a-meridie,491,492,NULL,NULL,confronte au sud avec
1578,a-occident,491,NULL,1117,NULL,confronte a l ouest avec
5777,in,491,NULL,NULL,7,a l interieur de
916,a-circio,492,491,NULL,NULL,confronte au nord avec
917,a-orient,492,246,NULL,NULL,confronte a l est avec
918,a-meridie,492,493,NULL,NULL,confronte au sud avec
1579,a-occident,492,NULL,1117,NULL,confronte a l ouest avec
5778,in,492,NULL,NULL,7,a l interieur de
919,a-circio,493,492,NULL,NULL,confronte au nord avec
920,a-orient,493,246,NULL,NULL,confronte a l est avec
921,a-orient,493,244,NULL,NULL,confronte a l est avec
1580,a-occident,493,NULL,1117,NULL,confronte a l ouest avec
5779,in,493,NULL,NULL,7,a l interieur de
922,a-circio,494,493,NULL,NULL,confronte au nord avec
923,a-orient,494,244,NULL,NULL,confronte a l est avec
924,a-meridie,494,495,NULL,NULL,confronte au sud avec
1581,a-occident,494,NULL,1117,NULL,confronte a l ouest avec
5780,in,494,NULL,NULL,7,a l interieur de
925,a-circio,495,494,NULL,NULL,confronte au nord avec
926,a-orient,495,244,NULL,NULL,confronte a l est avec
927,a-meridie,495,243,NULL,NULL,confronte au sud avec
1582,a-occident,495,NULL,1117,NULL,confronte a l ouest avec
5781,in,495,NULL,NULL,7,a l interieur de
928,a-meridie,496,243,NULL,NULL,confronte au sud avec
929,a-occident,496,250,NULL,NULL,confronte a l ouest avec
930,a-circio,496,497,NULL,NULL,confronte au nord avec
1583,a-orient,496,NULL,1117,NULL,confronte a l est avec
5782,in,496,NULL,NULL,7,a l interieur de
931,a-meridie,497,496,NULL,NULL,confronte au sud avec
932,a-occident,497,250,NULL,NULL,confronte a l ouest avec
933,a-circio,497,498,NULL,NULL,confronte au nord avec
1584,a-orient,497,NULL,1117,NULL,confronte a l est avec
5783,in,497,NULL,NULL,7,a l interieur de
934,a-meridie,498,497,NULL,NULL,confronte au sud avec
935,a-occident,498,250,NULL,NULL,confronte a l ouest avec
936,a-circio,498,499,NULL,NULL,confronte au nord avec
1585,a-orient,498,NULL,1117,NULL,confronte a l est avec
5784,in,498,NULL,NULL,7,a l interieur de
937,a-meridie,499,498,NULL,NULL,confronte au sud avec
938,a-occident,499,250,NULL,NULL,confronte a l ouest avec
939,a-circio,499,500,NULL,NULL,confronte au nord avec
1586,a-orient,499,NULL,1117,NULL,confronte a l est avec
5785,in,499,NULL,NULL,7,a l interieur de
940,a-meridie,500,499,NULL,NULL,confronte au sud avec
941,a-occident,500,250,NULL,NULL,confronte a l ouest avec
942,a-circio,500,501,NULL,NULL,confronte au nord avec
1587,a-orient,500,NULL,1117,NULL,confronte a l est avec
5786,in,500,NULL,NULL,7,a l interieur de
943,a-meridie,501,500,NULL,NULL,confronte au sud avec
944,a-occident,501,250,NULL,NULL,confronte a l ouest avec
945,a-circio,501,502,NULL,NULL,confronte au nord avec
1588,a-orient,501,NULL,1117,NULL,confronte a l est avec
5787,in,501,NULL,NULL,7,a l interieur de
946,a-meridie,502,501,NULL,NULL,confronte au sud avec
947,a-occident,502,250,NULL,NULL,confronte a l ouest avec
948,a-circio,502,503,NULL,NULL,confronte au nord avec
1589,a-orient,502,NULL,1117,NULL,confronte a l est avec
5788,in,502,NULL,NULL,7,a l interieur de
949,a-meridie,503,502,NULL,NULL,confronte au sud avec
950,a-occident,503,250,NULL,NULL,confronte a l ouest avec
951,a-circio,503,504,NULL,NULL,confronte au nord avec
952,a-circio,503,253,NULL,NULL,confronte au nord avec
1590,a-orient,503,NULL,1117,NULL,confronte a l est avec
5789,in,503,NULL,NULL,7,a l interieur de
953,a-orient,504,253,NULL,NULL,confronte a l est avec
954,a-meridie,504,503,NULL,NULL,confronte au sud avec
1512,a-circio,504,NULL,114,NULL,confronte au nord avec
5790,in,504,NULL,NULL,7,a l interieur de
1922,a-meridie,1009,NULL,24,NULL,confronte au sud avec
1923,a-circio,1009,NULL,229,NULL,confronte au nord avec
1924,in,1009,NULL,24,NULL,dans
2455,in,1009,NULL,NULL,2,a l interieur de
2618,a-orient,1009,1401,NULL,NULL,confronte a l est avec
2619,a-occident,1009,1402,NULL,NULL,confronte a l ouest avec
1926,in,1010,NULL,32,NULL,dans
1927,a-occident,1010,NULL,32,NULL,confronte a l ouest avec
1928,a-circio,1010,NULL,94,NULL,confronte au nord avec
1929,a-meridie,1010,NULL,95,NULL,confronte au sud avec
2456,in,1010,NULL,NULL,2,a l interieur de
2620,a-orient,1010,1403,NULL,NULL,confronte a l est avec
1930,a-meridie,1011,NULL,93,NULL,confronte au sud avec
1931,a-occident,1011,NULL,32,NULL,confronte a l ouest avec
1932,in,1011,NULL,32,NULL,dans
2457,in,1011,NULL,NULL,2,a l interieur de
2621,a-circio,1011,81,NULL,NULL,confronte au nord avec
1934,in,1012,NULL,32,NULL,dans
1935,a-orient,1012,NULL,146,NULL,confronte a l est avec
1936,a-occident,1012,NULL,32,NULL,confronte a l ouest avec
2458,in,1012,NULL,NULL,2,a l interieur de
2622,a-meridie,1012,81,NULL,NULL,confronte au sud avec
1937,in,1013,NULL,92,NULL,dans
1938,a-meridie,1013,NULL,92,NULL,confronte au sud avec
1939,a-circio,1013,NULL,146,NULL,confronte au nord avec
2459,in,1013,NULL,NULL,2,a l interieur de
2623,a-occident,1013,81,NULL,NULL,confronte a l ouest avec
1940,in,1014,NULL,92,NULL,dans
1941,a-meridie,1014,NULL,92,NULL,confronte au sud avec
1942,a-circio,1014,NULL,146,NULL,confronte au nord avec
2460,in,1014,NULL,NULL,2,a l interieur de
2624,a-orient,1014,1015,NULL,NULL,confronte a l est avec
2626,a-occident,1014,81,NULL,NULL,confronte a l ouest avec
1943,a-orient,1015,NULL,32,NULL,confronte a l est avec
1944,juxta,1015,NULL,208,NULL,a cote de
1945,a-meridie,1015,NULL,92,NULL,confronte au sud avec
1946,a-circio,1015,NULL,146,NULL,confronte au nord avec
1947,in,1015,NULL,92,NULL,dans
2461,in,1015,NULL,NULL,2,a l interieur de
2627,a-occident,1015,1013,NULL,NULL,confronte a l ouest avec
1948,in,1016,NULL,32,NULL,dans
1949,a-orient,1016,NULL,32,NULL,confronte a l est avec
1950,a-occident,1016,NULL,463,NULL,confronte a l ouest avec
1951,a-meridie,1016,NULL,463,NULL,confronte au sud avec
2462,in,1016,NULL,NULL,2,a l interieur de
2628,a-circio,1016,1017,NULL,NULL,confronte au nord avec
1952,in,1017,NULL,32,NULL,dans
1953,a-orient,1017,NULL,32,NULL,confronte a l est avec
1954,a-occident,1017,NULL,91,NULL,confronte a l ouest avec
2463,in,1017,NULL,NULL,2,a l interieur de
2629,a-circio,1017,1018,NULL,NULL,confronte au nord avec
2630,a-meridie,1017,1016,NULL,NULL,confronte au sud avec
1955,in,1018,NULL,32,NULL,dans
1956,versus,1018,NULL,464,NULL,vers
1957,a-orient,1018,NULL,32,NULL,confronte a l est avec
1958,a-occident,1018,NULL,91,NULL,confronte a l ouest avec
1959,a-circio,1018,NULL,91,NULL,confronte au nord avec
1960,a-orient,1018,NULL,91,NULL,confronte a l est avec
1961,a-occident,1018,NULL,465,NULL,confronte a l ouest avec
1962,a-circio,1018,NULL,90,NULL,confronte au nord avec
2464,in,1018,NULL,NULL,2,a l interieur de
2631,a-meridie,1018,1017,NULL,NULL,confronte au sud avec
2632,a-meridie,1018,1615,NULL,NULL,confronte au sud avec
1963,subtus,1019,NULL,483,NULL,sous
1964,a-meridie,1019,NULL,465,NULL,confronte au sud avec
1965,a-circio,1019,NULL,90,NULL,confronte au nord avec
2465,in,1019,NULL,NULL,2,a l interieur de
2633,a-orient,1019,1018,NULL,NULL,confronte a l est avec
2634,a-occident,1019,1020,NULL,NULL,confronte a l ouest avec
1966,subtus,1020,NULL,483,NULL,sous
1967,a-occident,1020,NULL,483,NULL,confronte a l ouest avec
1968,a-circio,1020,NULL,90,NULL,confronte au nord avec
1969,a-meridie,1020,NULL,465,NULL,confronte au sud avec
1970,a-occident,1020,NULL,486,NULL,confronte a l ouest avec
2466,in,1020,NULL,NULL,2,a l interieur de
2635,a-orient,1020,1019,NULL,NULL,confronte a l est avec
1971,subtus,1021,NULL,483,NULL,sous
1972,a-orient,1021,NULL,464,NULL,confronte a l est avec
1973,a-occident,1021,NULL,483,NULL,confronte a l ouest avec
2467,in,1021,NULL,NULL,2,a l interieur de
2636,a-circio,1021,1618,NULL,NULL,confronte au nord avec
2637,a-meridie,1021,1020,NULL,NULL,confronte au sud avec
1974,a-meridie,1022,NULL,33,NULL,confronte au sud avec
2468,in,1022,NULL,NULL,2,a l interieur de
2638,a-orient,1022,1619,NULL,NULL,confronte a l est avec
2639,a-occident,1022,1023,NULL,NULL,confronte a l ouest avec
2640,a-circio,1022,1404,NULL,NULL,confronte au nord avec
1975,a-part-ante,1023,NULL,493,NULL,confronte du cote avant avec
1976,in compito-sive-cantono,1023,NULL,33,NULL,a l angle de
2469,in,1023,NULL,NULL,2,a l interieur de
2641,ab-una-part,1023,1024,NULL,NULL,confronte avec
2642,ab-una-part,1023,1405,NULL,NULL,confronte avec
1977,in,1024,NULL,33,NULL,dans
1978,a-meridie,1024,NULL,493,NULL,confronte au sud avec
2470,in,1024,NULL,NULL,2,a l interieur de
2643,a-orient,1024,1023,NULL,NULL,confronte a l est avec
2644,a-occident,1024,1405,NULL,NULL,confronte a l ouest avec
2645,a-circio,1024,1405,NULL,NULL,confronte au nord avec
1979,in,1025,NULL,33,NULL,dans
1980,a-orient,1025,NULL,494,NULL,confronte a l est avec
1981,a-occident,1025,NULL,33,NULL,confronte a l ouest avec
2471,in,1025,NULL,NULL,2,a l interieur de
2646,a-meridie,1025,1406,NULL,NULL,confronte au sud avec
2647,a-circio,1025,1026,NULL,NULL,confronte au nord avec
1982,ad,1026,NULL,33,NULL,vers
1983,a-part-ante,1026,NULL,33,NULL,confronte du cote avant avec
1984,in,1026,NULL,33,NULL,dans
2472,in,1026,NULL,NULL,2,a l interieur de
2648,a-orient,1026,1027,NULL,NULL,confronte a l est avec
2649,a-circio,1026,1027,NULL,NULL,confronte au nord avec
2650,a-occident,1026,1025,NULL,NULL,confronte a l ouest avec
2651,a-part-posteriori,1026,1407,NULL,NULL,confronte du cote posterieur avec
2652,a-part-posteriori,1026,1408,NULL,NULL,confronte du cote posterieur avec
1985,in,1027,NULL,33,NULL,dans
1986,ab-una-part,1027,NULL,33,NULL,confronte avec
2473,in,1027,NULL,NULL,2,a l interieur de
2653,a-orient,1027,1028,NULL,NULL,confronte a l est avec
2654,a-meridie,1027,1026,NULL,NULL,confronte au sud avec
2655,ab-una-part,1027,1409,NULL,NULL,confronte avec
1987,in,1028,NULL,34,NULL,dans
1988,a-orient,1028,NULL,34,NULL,confronte a l est avec
2474,in,1028,NULL,NULL,2,a l interieur de
2656,a-occident,1028,1027,NULL,NULL,confronte a l ouest avec
2657,a-meridie,1028,1411,NULL,NULL,confronte au sud avec
2658,a-circio,1028,1410,NULL,NULL,confronte au nord avec
1989,in,1029,NULL,100,NULL,dans
1990,a-orient,1029,NULL,100,NULL,confronte a l est avec
1991,a-meridie,1029,NULL,100,NULL,confronte au sud avec
1992,a-orient,1029,NULL,495,NULL,confronte a l est avec
1993,a-meridie,1029,NULL,495,NULL,confronte au sud avec
2475,in,1029,NULL,NULL,2,a l interieur de
2659,prope,1029,1031,NULL,NULL,a cote de
2660,a-circio,1029,1412,NULL,NULL,confronte au nord avec
2661,a-orient,1029,1413,NULL,NULL,confronte a l est avec
1994,in,1030,NULL,100,NULL,dans
1995,a-orient,1030,NULL,100,NULL,confronte a l est avec
2476,in,1030,NULL,NULL,2,a l interieur de
2662,a-occident,1030,1412,NULL,NULL,confronte a l ouest avec
2663,a-meridie,1030,1412,NULL,NULL,confronte au sud avec
2664,a-circio,1030,1031,NULL,NULL,confronte au nord avec
1996,in,1031,NULL,100,NULL,dans
1997,ab-una-part,1031,NULL,496,NULL,confronte avec
2477,in,1031,NULL,NULL,2,a l interieur de
2665,ab-una-part,1031,1640,NULL,NULL,confronte avec
2666,ab-una-part,1031,1030,NULL,NULL,confronte avec
2667,ab-una-part,1031,1414,NULL,NULL,confronte avec
1998,in,1032,NULL,36,NULL,dans
1999,a-occident,1032,NULL,36,NULL,confronte a l ouest avec
2000,a-circio,1032,NULL,208,NULL,confronte au nord avec
2478,in,1032,NULL,NULL,2,a l interieur de
2668,a-orient,1032,1036,NULL,NULL,confronte a l est avec
2669,a-meridie,1032,1036,NULL,NULL,confronte au sud avec
2001,infra,1033,NULL,208,NULL,en dessous de
2002,a-occident,1033,NULL,36,NULL,confronte a l ouest avec
2479,in,1033,NULL,NULL,2,a l interieur de
2670,a-circio,1033,1415,NULL,NULL,confronte au nord avec
2671,a-meridie,1033,1032,NULL,NULL,confronte au sud avec
2672,ab-una-part,1033,1416,NULL,NULL,confronte avec
2003,in,1034,NULL,45,NULL,dans
2004,a-meridie,1034,NULL,45,NULL,confronte au sud avec
2480,in,1034,NULL,NULL,2,a l interieur de
2673,a-orient,1034,1035,NULL,NULL,confronte a l est avec
2674,a-occident,1034,1417,NULL,NULL,confronte a l ouest avec
2675,a-circio,1034,1636,NULL,NULL,confronte au nord avec
2005,in,1035,NULL,45,NULL,dans
2006,ab-una-part,1035,NULL,45,NULL,confronte avec
2481,in,1035,NULL,NULL,2,a l interieur de
2676,a-duabus-part,1035,1034,NULL,NULL,confronte de deux cotes avec
2007,in,1036,NULL,45,NULL,dans
2482,in,1036,NULL,NULL,2,a l interieur de
2677,retro,1036,1035,NULL,NULL,derriere
2678,a-circio,1036,1033,NULL,NULL,confronte au nord avec
2679,ab-una-part,1036,1034,NULL,NULL,confronte avec
2680,ab-una-part,1036,1035,NULL,NULL,confronte avec
2009,in,1037,NULL,44,NULL,dans
2483,in,1037,NULL,NULL,2,a l interieur de
2010,in,1038,NULL,40,NULL,dans
2011,a-circio,1038,NULL,40,NULL,confronte au nord avec
2484,in,1038,NULL,NULL,2,a l interieur de
2681,a-orient,1038,1039,NULL,NULL,confronte a l est avec
2682,a-circio,1038,1039,NULL,NULL,confronte au nord avec
2683,a-occident,1038,1418,NULL,NULL,confronte a l ouest avec
2012,ab-una-part,1039,NULL,40,NULL,confronte avec
2013,in,1039,NULL,40,NULL,dans
2014,subtus,1039,NULL,129,NULL,sous
2485,in,1039,NULL,NULL,2,a l interieur de
2684,ab-una-part,1039,1421,NULL,NULL,confronte avec
2015,a-occident,1040,NULL,40,NULL,confronte a l ouest avec
2016,in,1040,NULL,40,NULL,dans
2486,in,1040,NULL,NULL,2,a l interieur de
2685,a-orient,1040,1422,NULL,NULL,confronte a l est avec
2686,a-meridie,1040,1038,NULL,NULL,confronte au sud avec
2017,subtus,1041,NULL,129,NULL,sous
2018,a-meridie,1041,NULL,40,NULL,confronte au sud avec
2487,in,1041,NULL,NULL,2,a l interieur de
2687,a-orient,1041,1042,NULL,NULL,confronte a l est avec
2688,a-occident,1041,1423,NULL,NULL,confronte a l ouest avec
2689,a-circio,1041,1043,NULL,NULL,confronte au nord avec
2019,ante,1042,NULL,77,NULL,devant
2020,a-orient,1042,NULL,40,NULL,confronte a l est avec
2021,a-meridie,1042,NULL,77,NULL,confronte au sud avec
2488,in,1042,NULL,NULL,2,a l interieur de
2690,a-occident,1042,1041,NULL,NULL,confronte a l ouest avec
2691,a-circio,1042,1043,NULL,NULL,confronte au nord avec
2022,in,1043,NULL,40,NULL,dans
2023,a-orient,1043,NULL,40,NULL,confronte a l est avec
2489,in,1043,NULL,NULL,2,a l interieur de
2692,a-occident,1043,1424,NULL,NULL,confronte a l ouest avec
2693,a-meridie,1043,1042,NULL,NULL,confronte au sud avec
2694,a-circio,1043,1044,NULL,NULL,confronte au nord avec
2024,in,1044,NULL,40,NULL,dans
2025,a-orient,1044,NULL,40,NULL,confronte a l est avec
2490,in,1044,NULL,NULL,2,a l interieur de
2695,a-occident,1044,1423,NULL,NULL,confronte a l ouest avec
2696,a-circio,1044,1423,NULL,NULL,confronte au nord avec
2697,a-meridie,1044,1043,NULL,NULL,confronte au sud avec
2026,juxta,1045,NULL,101,NULL,a cote de
2028,a-circio,1045,NULL,40,NULL,confronte au nord avec
2029,in,1045,NULL,40,NULL,dans
2491,in,1045,NULL,NULL,2,a l interieur de
2698,a-orient,1045,1046,NULL,NULL,confronte a l est avec
2699,a-meridie,1045,1425,NULL,NULL,confronte au sud avec
2031,in,1046,NULL,40,NULL,dans
2032,a-circio,1046,NULL,40,NULL,confronte au nord avec
2492,in,1046,NULL,NULL,2,a l interieur de
2700,a-orient,1046,1047,NULL,NULL,confronte a l est avec
2701,a-occident,1046,1045,NULL,NULL,confronte a l ouest avec
2702,a-meridie,1046,1065,NULL,NULL,confronte au sud avec
2703,a-meridie,1046,1425,NULL,NULL,confronte au sud avec
2033,in,1047,NULL,40,NULL,dans
2034,a-circio,1047,NULL,40,NULL,confronte au nord avec
2493,in,1047,NULL,NULL,2,a l interieur de
2704,a-orient,1047,1426,NULL,NULL,confronte a l est avec
2705,a-occident,1047,1046,NULL,NULL,confronte a l ouest avec
2706,a-meridie,1047,1065,NULL,NULL,confronte au sud avec
2035,in,1048,NULL,40,NULL,dans
2036,ab-una-part,1048,NULL,40,NULL,confronte avec
2037,ab-una-part,1048,NULL,497,NULL,confronte avec
2494,in,1048,NULL,NULL,2,a l interieur de
2707,ab-una-part,1048,1427,NULL,NULL,confronte avec
2038,in,1049,NULL,40,NULL,dans
2039,a-circio,1049,NULL,138,NULL,confronte au nord avec
2040,a-orient,1049,NULL,498,NULL,confronte a l est avec
2041,a-occident,1049,NULL,498,NULL,confronte a l ouest avec
2495,in,1049,NULL,NULL,2,a l interieur de
2042,ad,1050,NULL,101,NULL,vers
2043,a-circio,1050,NULL,101,NULL,confronte au nord avec
2496,in,1050,NULL,NULL,2,a l interieur de
2708,a-orient,1050,1051,NULL,NULL,confronte a l est avec
2709,a-occident,1050,1422,NULL,NULL,confronte a l ouest avec
2044,in,1051,NULL,101,NULL,dans
2045,a-circio,1051,NULL,499,NULL,confronte au nord avec
2497,in,1051,NULL,NULL,2,a l interieur de
2710,a-orient,1051,1429,NULL,NULL,confronte a l est avec
2711,a-occident,1051,1050,NULL,NULL,confronte a l ouest avec
2712,a-meridie,1051,1430,NULL,NULL,confronte au sud avec
2046,in,1052,NULL,101,NULL,dans
2047,versus,1052,NULL,195,NULL,vers
2048,a-orient,1052,NULL,101,NULL,confronte a l est avec
2498,in,1052,NULL,NULL,2,a l interieur de
2713,a-occident,1052,1432,NULL,NULL,confronte a l ouest avec
2714,a-meridie,1052,1432,NULL,NULL,confronte au sud avec
2715,a-circio,1052,1431,NULL,NULL,confronte au nord avec
2049,ad,1053,NULL,101,NULL,vers
2050,a-circio,1053,NULL,101,NULL,confronte au nord avec
2051,a-meridie,1053,NULL,500,NULL,confronte au sud avec
2499,in,1053,NULL,NULL,2,a l interieur de
2716,a-orient,1053,1054,NULL,NULL,confronte a l est avec
2717,a-occident,1053,1433,NULL,NULL,confronte a l ouest avec
2052,ab-una-part,1054,NULL,101,NULL,confronte avec
2500,in,1054,NULL,NULL,2,a l interieur de
2718,ab-una-part,1054,1434,NULL,NULL,confronte avec
2719,ab-una-part,1054,1060,NULL,NULL,confronte avec
2720,ab-una-part,1054,1053,NULL,NULL,confronte avec
2053,prope,1055,NULL,252,NULL,a cote de
2054,juxta,1055,NULL,501,NULL,a cote de
2055,a-orient,1055,NULL,502,NULL,confronte a l est avec
2501,in,1055,NULL,NULL,2,a l interieur de
2721,a-occident,1055,1436,NULL,NULL,confronte a l ouest avec
2722,a-circio,1055,1056,NULL,NULL,confronte au nord avec
2723,a-meridie,1055,1435,NULL,NULL,confronte au sud avec
2056,subtus,1056,NULL,252,NULL,sous
2057,a-orient,1056,NULL,502,NULL,confronte a l est avec
2058,a-circio,1056,NULL,503,NULL,confronte au nord avec
2502,in,1056,NULL,NULL,2,a l interieur de
2724,a-occident,1056,1057,NULL,NULL,confronte a l ouest avec
2725,a-occident,1056,1437,NULL,NULL,confronte a l ouest avec
2726,a-meridie,1056,1438,NULL,NULL,confronte au sud avec
2503,in,1057,NULL,NULL,2,a l interieur de
2727,a-orient,1057,1439,NULL,NULL,confronte a l est avec
2728,a-circio,1057,1439,NULL,NULL,confronte au nord avec
2729,a-occident,1057,1058,NULL,NULL,confronte a l ouest avec
2059,a-occident,1058,NULL,503,NULL,confronte a l ouest avec
2504,in,1058,NULL,NULL,2,a l interieur de
2730,a-orient,1058,1057,NULL,NULL,confronte a l est avec
2731,a-occident,1058,1440,NULL,NULL,confronte a l ouest avec
2060,in,1059,NULL,504,NULL,dans
2505,in,1059,NULL,NULL,2,a l interieur de
2732,a-orient,1059,1441,NULL,NULL,confronte a l est avec
2733,a-occident,1059,1053,NULL,NULL,confronte a l ouest avec
2734,a-meridie,1059,1060,NULL,NULL,confronte au sud avec
2735,a-circio,1059,1054,NULL,NULL,confronte au nord avec
2061,in,1060,NULL,504,NULL,dans
2062,a-occident,1060,NULL,505,NULL,confronte a l ouest avec
2063,a-meridie,1060,NULL,504,NULL,confronte au sud avec
2506,in,1060,NULL,NULL,2,a l interieur de
2736,a-orient,1060,1061,NULL,NULL,confronte a l est avec
2737,a-circio,1060,1059,NULL,NULL,confronte au nord avec
2064,in,1061,NULL,43,NULL,dans
2065,a-meridie,1061,NULL,43,NULL,confronte au sud avec
2066,a-orient,1061,NULL,207,NULL,confronte a l est avec
2067,a-circio,1061,NULL,43,NULL,confronte au nord avec
2507,in,1061,NULL,NULL,2,a l interieur de
2738,a-orient,1061,1443,NULL,NULL,confronte a l est avec
2739,a-occident,1061,1060,NULL,NULL,confronte a l ouest avec
2740,a-circio,1061,1059,NULL,NULL,confronte au nord avec
2741,a-occident,1061,1062,NULL,NULL,confronte a l ouest avec
2742,a-meridie,1061,1442,NULL,NULL,confronte au sud avec
2068,in,1062,NULL,43,NULL,dans
2069,a-circio,1062,NULL,43,NULL,confronte au nord avec
2508,in,1062,NULL,NULL,2,a l interieur de
2743,a-orient,1062,1061,NULL,NULL,confronte a l est avec
2744,a-orient,1062,1444,NULL,NULL,confronte a l est avec
2745,a-occident,1062,1067,NULL,NULL,confronte a l ouest avec
2746,a-meridie,1062,1063,NULL,NULL,confronte au sud avec
2070,in,1063,NULL,43,NULL,dans
2071,a-meridie,1063,NULL,43,NULL,confronte au sud avec
2509,in,1063,NULL,NULL,2,a l interieur de
2747,a-orient,1063,1445,NULL,NULL,confronte a l est avec
2748,a-occident,1063,1446,NULL,NULL,confronte a l ouest avec
2749,a-circio,1063,1067,NULL,NULL,confronte au nord avec
2750,a-circio,1063,1062,NULL,NULL,confronte au nord avec
2072,in,1064,NULL,43,NULL,dans
2073,a-meridie,1064,NULL,43,NULL,confronte au sud avec
2510,in,1064,NULL,NULL,2,a l interieur de
2751,a-orient,1064,1063,NULL,NULL,confronte a l est avec
2752,a-circio,1064,1063,NULL,NULL,confronte au nord avec
2753,a-occident,1064,1446,NULL,NULL,confronte a l ouest avec
2074,in,1065,NULL,43,NULL,dans
2075,a-circio,1065,NULL,43,NULL,confronte au nord avec
2511,in,1065,NULL,NULL,2,a l interieur de
2754,a-orient,1065,1063,NULL,NULL,confronte a l est avec
2755,a-orient,1065,1446,NULL,NULL,confronte a l est avec
2756,ab-una-part,1065,1447,NULL,NULL,confronte avec
2757,a-meridie,1065,1448,NULL,NULL,confronte au sud avec
2758,a-occident,1065,1449,NULL,NULL,confronte a l ouest avec
2759,a-circio,1065,1053,NULL,NULL,confronte au nord avec
2076,in,1066,NULL,43,NULL,dans
2512,in,1066,NULL,NULL,2,a l interieur de
2760,a-orient,1066,1069,NULL,NULL,confronte a l est avec
2761,a-occident,1066,1425,NULL,NULL,confronte a l ouest avec
2077,in,1067,NULL,43,NULL,dans
2078,a-circio,1067,NULL,43,NULL,confronte au nord avec
2513,in,1067,NULL,NULL,2,a l interieur de
2762,a-orient,1067,1062,NULL,NULL,confronte a l est avec
2763,a-occident,1067,1053,NULL,NULL,confronte a l ouest avec
2764,a-meridie,1067,1063,NULL,NULL,confronte au sud avec
2079,in,1068,NULL,42,NULL,dans
2514,in,1068,NULL,NULL,2,a l interieur de
2765,prope,1068,1452,NULL,NULL,a cote de
2766,a-orient,1068,1450,NULL,NULL,confronte a l est avec
2767,a-circio,1068,1453,NULL,NULL,confronte au nord avec
2768,a-meridie,1068,1451,NULL,NULL,confronte au sud avec
2081,subtus,1069,NULL,129,NULL,sous
2082,a-orient,1069,NULL,765,NULL,confronte a l est avec
2083,a-meridie,1069,NULL,43,NULL,confronte au sud avec
