idConfront,localisation,idBien1,idBien2,idInvariant,idQuartierParoisse,localisationTN
3667,ab-una-part,2036,2441,NULL,NULL,confronte avec
3102,in,2037,NULL,NULL,2,a l interieur de
3271,juxta,2037,NULL,35,NULL,a cote de
3272,ab-una-part,2037,NULL,35,NULL,confronte avec
3668,ab-una-part,2037,2038,NULL,NULL,confronte avec
3669,ab-una-part,2037,2442,NULL,NULL,confronte avec
3103,in,2038,NULL,NULL,2,a l interieur de
3273,in,2038,NULL,35,NULL,dans
3670,ab-una-part,2038,2037,NULL,NULL,confronte avec
3671,ab-una-part,2038,2039,NULL,NULL,confronte avec
3104,in,2039,NULL,NULL,2,a l interieur de
3274,in,2039,NULL,35,NULL,dans
3275,ab-una-part,2039,NULL,35,NULL,confronte avec
3672,ab-una-part,2039,2038,NULL,NULL,confronte avec
3673,ab-una-part,2039,2443,NULL,NULL,confronte avec
3105,in,2040,NULL,NULL,2,a l interieur de
3276,ante,2040,NULL,726,NULL,devant
3277,in,2040,NULL,727,NULL,dans
3674,ab-una-part,2040,2444,NULL,NULL,confronte avec
3675,ab-una-part,2040,2445,NULL,NULL,confronte avec
3676,ab-una-part,2040,2446,NULL,NULL,confronte avec
3106,in,2041,NULL,NULL,2,a l interieur de
3278,in,2041,NULL,107,NULL,dans
3677,ab-una-part,2041,7176,NULL,NULL,confronte avec
3678,ab-una-part,2041,2043,NULL,NULL,confronte avec
3107,in,2042,NULL,NULL,2,a l interieur de
3280,prope,2042,NULL,208,NULL,a cote de
3281,ab-una-part,2042,NULL,728,NULL,confronte avec
3679,ab-una-part,2042,2043,NULL,NULL,confronte avec
3680,ab-una-part,2042,2447,NULL,NULL,confronte avec
3108,in,2043,NULL,NULL,2,a l interieur de
3282,prope,2043,NULL,208,NULL,a cote de
3283,ab-una-part,2043,NULL,728,NULL,confronte avec
3681,ab-una-part,2043,2042,NULL,NULL,confronte avec
3109,in,2044,NULL,NULL,2,a l interieur de
3284,retro,2044,NULL,729,NULL,derriere
3285,ab-una-part,2044,NULL,44,NULL,confronte avec
3682,ab-una-part,2044,2046,NULL,NULL,confronte avec
3683,ab-una-part,2044,2047,NULL,NULL,confronte avec
3110,in,2045,NULL,NULL,2,a l interieur de
3286,retro,2045,NULL,729,NULL,derriere
3287,in,2045,NULL,731,NULL,dans
3684,ab-una-part,2045,2046,NULL,NULL,confronte avec
3685,ab-una-part,2045,2448,NULL,NULL,confronte avec
3111,in,2046,NULL,NULL,2,a l interieur de
3288,retro,2046,NULL,729,NULL,derriere
3289,ab-una-part,2046,NULL,44,NULL,confronte avec
3686,ab-una-part,2046,2045,NULL,NULL,confronte avec
3687,ab-una-part,2046,2044,NULL,NULL,confronte avec
3112,in,2047,NULL,NULL,2,a l interieur de
3290,in,2047,NULL,731,NULL,dans
3291,ab-una-part,2047,NULL,731,NULL,confronte avec
3688,ab-una-part,2047,2045,NULL,NULL,confronte avec
3689,ab-una-part,2047,2044,NULL,NULL,confronte avec
3690,ab-una-part,2047,2048,NULL,NULL,confronte avec
3113,in,2048,NULL,NULL,2,a l interieur de
3292,in,2048,NULL,44,NULL,dans
3293,ab-una-part,2048,NULL,44,NULL,confronte avec
3691,ab-una-part,2048,2047,NULL,NULL,confronte avec
3692,ab-una-part,2048,2044,NULL,NULL,confronte avec
3114,in,2049,NULL,NULL,2,a l interieur de
3294,in,2049,NULL,43,NULL,dans
3295,ab-una-part,2049,NULL,140,NULL,confronte avec
3296,ab-una-part,2049,NULL,402,NULL,confronte avec
3297,ab-una-part,2049,NULL,731,NULL,confronte avec
3115,in,2050,NULL,NULL,2,a l interieur de
3298,ab-una-part,2050,NULL,140,NULL,confronte avec
3299,ab-una-part,2050,NULL,731,NULL,confronte avec
3300,prope,2050,NULL,207,NULL,a cote de
3116,in,2051,NULL,NULL,2,a l interieur de
3301,ante,2051,NULL,252,NULL,devant
3302,a-occident,2051,NULL,43,NULL,confronte a l ouest avec
3693,ab-una-part,2051,1055,NULL,NULL,confronte avec
3694,ab-una-part,2051,2449,NULL,NULL,confronte avec
3695,ab-una-part,2051,2450,NULL,NULL,confronte avec
3696,ab-una-part,2051,2451,NULL,NULL,confronte avec
3117,in,2052,NULL,NULL,2,a l interieur de
3303,in,2052,NULL,43,NULL,dans
3697,ab-una-part,2052,2452,NULL,NULL,confronte avec
3698,ab-una-part,2052,2453,NULL,NULL,confronte avec
3699,ab-una-part,2052,2454,NULL,NULL,confronte avec
3700,ab-una-part,2052,2455,NULL,NULL,confronte avec
3118,in,2053,NULL,NULL,2,a l interieur de
3304,in,2053,NULL,43,NULL,dans
3305,ab-una-part,2053,NULL,43,NULL,confronte avec
3701,ab-una-part,2053,2052,NULL,NULL,confronte avec
3702,ab-una-part,2053,2456,NULL,NULL,confronte avec
3703,ab-una-part,2053,2457,NULL,NULL,confronte avec
3704,ab-una-part,2053,2458,NULL,NULL,confronte avec
3119,in,2054,NULL,NULL,2,a l interieur de
3306,in,2054,NULL,43,NULL,dans
3307,in,2054,NULL,207,NULL,a l interieur de
3705,ab-una-part,2054,2055,NULL,NULL,confronte avec
3706,ab-una-part,2054,2459,NULL,NULL,confronte avec
3707,ab-una-part,2054,2460,NULL,NULL,confronte avec
3120,in,2055,NULL,NULL,2,a l interieur de
3308,in,2055,NULL,43,NULL,dans
3309,ab-una-part,2055,NULL,732,NULL,confronte avec
3708,ab-una-part,2055,2054,NULL,NULL,confronte avec
3709,ab-una-part,2055,2461,NULL,NULL,confronte avec
3710,ab-una-part,2055,2462,NULL,NULL,confronte avec
3121,in,2056,NULL,NULL,2,a l interieur de
3310,in,2056,NULL,43,NULL,dans
3311,ab-una-part,2056,NULL,43,NULL,confronte avec
3711,ab-una-part,2056,2463,NULL,NULL,confronte avec
3712,ab-una-part,2056,2464,NULL,NULL,confronte avec
3713,ab-una-part,2056,2465,NULL,NULL,confronte avec
3714,ab-una-part,2056,1063,NULL,NULL,confronte avec
3715,ab-una-part,2056,1053,NULL,NULL,confronte avec
3122,in,2057,NULL,NULL,2,a l interieur de
3312,ab-una-part,2057,NULL,733,NULL,confronte avec
3716,ab-una-part,2057,2058,NULL,NULL,confronte avec
3717,ab-una-part,2057,2458,NULL,NULL,confronte avec
3123,in,2058,NULL,NULL,2,a l interieur de
3313,ab-una-part,2058,NULL,734,NULL,confronte avec
3718,ab-una-part,2058,2057,NULL,NULL,confronte avec
3719,ab-una-part,2058,2057,NULL,NULL,confronte avec
3720,ab-una-part,2058,2466,NULL,NULL,confronte avec
3124,in,2059,NULL,NULL,2,a l interieur de
3314,retro,2059,NULL,129,NULL,derriere
3315,in,2059,NULL,733,NULL,dans
3316,ab-una-part,2059,NULL,733,NULL,confronte avec
3721,ab-una-part,2059,2458,NULL,NULL,confronte avec
3722,ab-una-part,2059,2060,NULL,NULL,confronte avec
3723,ab-una-part,2059,2061,NULL,NULL,confronte avec
3125,in,2060,NULL,NULL,2,a l interieur de
3317,retro,2060,NULL,129,NULL,derriere
3318,ab-una-part,2060,NULL,733,NULL,confronte avec
3724,ab-una-part,2060,2458,NULL,NULL,confronte avec
3725,ab-una-part,2060,2059,NULL,NULL,confronte avec
3126,in,2061,NULL,NULL,2,a l interieur de
3319,in,2061,NULL,734,NULL,dans
3320,ab-una-part,2061,NULL,734,NULL,confronte avec
3726,ab-una-part,2061,2458,NULL,NULL,confronte avec
3727,ab-una-part,2061,2060,NULL,NULL,confronte avec
3728,ab-una-part,2061,2468,NULL,NULL,confronte avec
3127,in,2062,NULL,NULL,2,a l interieur de
3321,ab-una-part,2062,NULL,129,NULL,confronte avec
3322,ab-una-part,2062,NULL,129,NULL,confronte avec
3323,ante,2062,NULL,485,NULL,devant
3729,ab-una-part,2062,2469,NULL,NULL,confronte avec
3128,in,2063,NULL,NULL,2,a l interieur de
3324,ab-una-part,2063,NULL,129,NULL,confronte avec
3325,ab-una-part,2063,NULL,129,NULL,confronte avec
3326,ab-una-part,2063,NULL,102,NULL,confronte avec
3129,in,2064,NULL,NULL,2,a l interieur de
3327,ab-una-part,2064,NULL,735,NULL,confronte avec
3730,ab-una-part,2064,1045,NULL,NULL,confronte avec
3130,in,2065,NULL,NULL,2,a l interieur de
3328,ab-una-part,2065,NULL,102,NULL,confronte avec
3131,in,2066,NULL,NULL,2,a l interieur de
3329,in,2066,NULL,485,NULL,dans
3330,ab-una-part,2066,NULL,129,NULL,confronte avec
3731,ab-una-part,2066,2063,NULL,NULL,confronte avec
3132,in,2067,NULL,NULL,7,a l interieur de
3331,ante,2067,NULL,736,NULL,devant
3332,ante,2067,NULL,226,NULL,devant
3333,ab-una-part,2067,NULL,22,NULL,confronte avec
3732,ab-una-part,2067,2470,NULL,NULL,confronte avec
3733,ab-una-part,2067,2471,NULL,NULL,confronte avec
3133,in,2068,NULL,NULL,7,a l interieur de
3335,in,2068,NULL,6,NULL,dans
3336,ab-una-part,2068,NULL,6,NULL,confronte avec
3734,ab-una-part,2068,2472,NULL,NULL,confronte avec
3735,ab-una-part,2068,2473,NULL,NULL,confronte avec
3134,in,2069,NULL,NULL,7,a l interieur de
3337,in,2069,NULL,22,NULL,dans
3338,ab-una-part,2069,NULL,22,NULL,confronte avec
3736,ab-una-part,2069,2474,NULL,NULL,confronte avec
3737,ab-una-part,2069,2475,NULL,NULL,confronte avec
3738,ab-una-part,2069,2476,NULL,NULL,confronte avec
3135,in,2070,NULL,NULL,7,a l interieur de
3339,in,2070,NULL,737,NULL,dans
3340,in,2070,NULL,221,NULL,a l interieur de
3341,ab-una-part,2070,NULL,737,NULL,confronte avec
3739,ab-una-part,2070,2477,NULL,NULL,confronte avec
3740,ab-una-part,2070,2478,NULL,NULL,confronte avec
3136,in,2071,NULL,NULL,7,a l interieur de
3342,in,2071,NULL,68,NULL,dans
3741,ab-una-part,2071,2479,NULL,NULL,confronte avec
3137,in,2072,NULL,NULL,7,a l interieur de
3343,in,2072,NULL,738,NULL,dans
3742,ab-una-part,2072,2479,NULL,NULL,confronte avec
3138,in,2073,NULL,NULL,7,a l interieur de
3344,in,2073,NULL,738,NULL,dans
3345,ab-una-part,2073,NULL,68,NULL,confronte avec
3743,ab-una-part,2073,2074,NULL,NULL,confronte avec
3744,ab-una-part,2073,2072,NULL,NULL,confronte avec
3139,in,2074,NULL,NULL,7,a l interieur de
3346,in,2074,NULL,738,NULL,dans
3347,ab-una-part,2074,NULL,226,NULL,confronte avec
3745,ab-una-part,2074,2480,NULL,NULL,confronte avec
3140,in,2075,NULL,NULL,7,a l interieur de
3348,in,2075,NULL,209,NULL,a l interieur de
3349,in,2075,NULL,18,NULL,dans
3350,ab-una-part,2075,NULL,18,NULL,confronte avec
3746,ab-una-part,2075,2481,NULL,NULL,confronte avec
3747,ab-una-part,2075,1147,NULL,NULL,confronte avec
3141,in,2076,NULL,NULL,7,a l interieur de
3351,in,2076,NULL,7,NULL,dans
3352,ab-una-part,2076,NULL,7,NULL,confronte avec
3748,ab-una-part,2076,2482,NULL,NULL,confronte avec
3749,ab-una-part,2076,2483,NULL,NULL,confronte avec
3750,ab-una-part,2076,2484,NULL,NULL,confronte avec
3142,in,2077,NULL,NULL,7,a l interieur de
3353,in,2077,NULL,19,NULL,dans
3751,ab-una-part,2077,2485,NULL,NULL,confronte avec
3752,ab-una-part,2077,2486,NULL,NULL,confronte avec
3143,in,2078,NULL,NULL,7,a l interieur de
3354,ab-una-part,2078,NULL,8,NULL,confronte avec
3355,ab-una-part,2078,NULL,739,NULL,confronte avec
3753,ab-una-part,2078,108,NULL,NULL,confronte avec
3754,ab-una-part,2078,107,NULL,NULL,confronte avec
3144,in,2079,NULL,NULL,5,a l interieur de
3356,ab-una-part,2079,NULL,105,NULL,confronte avec
3755,ab-una-part,2079,1125,NULL,NULL,confronte avec
3145,in,2080,NULL,NULL,5,a l interieur de
3357,ab-una-part,2080,NULL,105,NULL,confronte avec
3358,ab-una-part,2080,NULL,66,NULL,confronte avec
3756,ab-una-part,2080,2079,NULL,NULL,confronte avec
3757,ab-una-part,2080,2487,NULL,NULL,confronte avec
3146,in,2081,NULL,NULL,5,a l interieur de
3359,in,2081,NULL,66,NULL,dans
3360,ab-una-part,2081,NULL,66,NULL,confronte avec
3758,ab-una-part,2081,2488,NULL,NULL,confronte avec
3759,ab-una-part,2081,2489,NULL,NULL,confronte avec
3147,in,2082,NULL,NULL,5,a l interieur de
3361,in,2082,NULL,63,NULL,dans
3362,ab-una-part,2082,NULL,63,NULL,confronte avec
3760,ab-una-part,2082,2490,NULL,NULL,confronte avec
3761,ab-una-part,2082,2491,NULL,NULL,confronte avec
3762,ab-una-part,2082,2492,NULL,NULL,confronte avec
3148,in,2083,NULL,NULL,5,a l interieur de
3363,ab-una-part,2083,NULL,1740,NULL,confronte avec
3763,ab-una-part,2083,2084,NULL,NULL,confronte avec
3764,ab-una-part,2083,2493,NULL,NULL,confronte avec
3765,ab-una-part,2083,2494,NULL,NULL,confronte avec
3149,in,2084,NULL,NULL,5,a l interieur de
3364,in,2084,NULL,54,NULL,dans
3365,ab-una-part,2084,NULL,741,NULL,confronte avec
3766,ab-una-part,2084,2495,NULL,NULL,confronte avec
3767,ab-una-part,2084,2496,NULL,NULL,confronte avec
3150,in,2085,NULL,NULL,5,a l interieur de
3366,ab-una-part,2085,NULL,54,NULL,confronte avec
3768,ab-una-part,2085,2084,NULL,NULL,confronte avec
3769,ab-una-part,2085,2086,NULL,NULL,confronte avec
3151,in,2086,NULL,NULL,5,a l interieur de
3367,retro,2086,NULL,131,NULL,derriere
3368,ab-una-part,2086,NULL,54,NULL,confronte avec
3369,ab-una-part,2086,NULL,742,NULL,confronte avec
3770,ab-una-part,2086,1119,NULL,NULL,confronte avec
3152,in,2087,NULL,NULL,5,a l interieur de
3370,ab-una-part,2087,NULL,743,NULL,confronte avec
3771,ab-una-part,2087,2083,NULL,NULL,confronte avec
3772,ab-una-part,2087,2497,NULL,NULL,confronte avec
3773,ab-una-part,2087,2498,NULL,NULL,confronte avec
3153,in,2088,NULL,NULL,5,a l interieur de
3371,ab-una-part,2088,NULL,63,NULL,confronte avec
3774,ab-una-part,2088,2499,NULL,NULL,confronte avec
3775,ab-una-part,2088,2500,NULL,NULL,confronte avec
3154,in,2089,NULL,NULL,5,a l interieur de
3372,in,2089,NULL,218,NULL,confronte avec
3373,ab-una-part,2089,NULL,56,NULL,confronte avec
3776,ab-una-part,2089,27,NULL,NULL,confronte avec
3777,ab-una-part,2089,2501,NULL,NULL,confronte avec
3155,in,2090,NULL,NULL,5,a l interieur de
3374,in,2090,NULL,53,NULL,dans
3375,ab-una-part,2090,NULL,130,NULL,confronte avec
3376,ab-una-part,2090,NULL,53,NULL,confronte avec
3778,ab-una-part,2090,2091,NULL,NULL,confronte avec
3156,in,2091,NULL,NULL,5,a l interieur de
3377,in,2091,NULL,745,NULL,dans
3779,ab-una-part,2091,2090,NULL,NULL,confronte avec
3780,ab-una-part,2091,2502,NULL,NULL,confronte avec
3781,ab-una-part,2091,2503,NULL,NULL,confronte avec
3782,ab-una-part,2091,2504,NULL,NULL,confronte avec
3157,in,2092,NULL,NULL,5,a l interieur de
3378,in,2092,NULL,56,NULL,dans
3379,ab-una-part,2092,NULL,56,NULL,confronte avec
3783,ab-una-part,2092,2505,NULL,NULL,confronte avec
3784,ab-una-part,2092,2506,NULL,NULL,confronte avec
3158,in,2093,NULL,NULL,4,a l interieur de
3380,in,2093,NULL,29,NULL,dans
3381,ab-una-part,2093,NULL,29,NULL,confronte avec
3785,ab-una-part,2093,2507,NULL,NULL,confronte avec
3786,ab-una-part,2093,2508,NULL,NULL,confronte avec
3787,ab-una-part,2093,2509,NULL,NULL,confronte avec
3788,ab-una-part,2093,2510,NULL,NULL,confronte avec
3159,in,2094,NULL,NULL,4,a l interieur de
3382,ab-una-part,2094,NULL,29,NULL,confronte avec
3789,ab-una-part,2094,2511,NULL,NULL,confronte avec
3790,ab-una-part,2094,2512,NULL,NULL,confronte avec
3160,in,2095,NULL,NULL,4,a l interieur de
3383,ab-una-part,2095,NULL,29,NULL,confronte avec
3791,ab-una-part,2095,2513,NULL,NULL,confronte avec
3792,ab-una-part,2095,2514,NULL,NULL,confronte avec
3161,in,2096,NULL,NULL,4,a l interieur de
3384,in,2096,NULL,56,NULL,dans
3385,ab-una-part,2096,NULL,56,NULL,confronte avec
3793,ab-una-part,2096,2515,NULL,NULL,confronte avec
3794,ab-una-part,2096,2516,NULL,NULL,confronte avec
3795,ab-una-part,2096,2097,NULL,NULL,confronte avec
3162,in,2097,NULL,NULL,4,a l interieur de
3386,in,2097,NULL,56,NULL,dans
3387,prope,2097,NULL,218,NULL,a cote de
3796,ab-una-part,2097,2517,NULL,NULL,confronte avec
3163,in,2098,NULL,NULL,6,a l interieur de
3388,in,2098,NULL,746,NULL,dans
3797,ab-una-part,2098,2518,NULL,NULL,confronte avec
3798,ab-una-part,2098,2519,NULL,NULL,confronte avec
3164,in,2099,NULL,NULL,6,a l interieur de
3389,ab-una-part,2099,NULL,747,NULL,confronte avec
3390,prope,2099,NULL,130,NULL,a cote de
3799,ab-una-part,2099,2520,NULL,NULL,confronte avec
3800,ab-una-part,2099,2100,NULL,NULL,confronte avec
3165,in,2100,NULL,NULL,6,a l interieur de
3391,ab-una-part,2100,NULL,748,NULL,confronte avec
3801,ab-una-part,2100,2520,NULL,NULL,confronte avec
3802,ab-una-part,2100,2521,NULL,NULL,confronte avec
3803,ab-una-part,2100,2099,NULL,NULL,confronte avec
3166,in,2101,NULL,NULL,6,a l interieur de
3392,in,2101,NULL,216,NULL,a l interieur de
3393,ab-una-part,2101,NULL,217,NULL,confronte avec
3394,ab-una-part,2101,NULL,749,NULL,confronte avec
3804,ab-una-part,2101,2522,NULL,NULL,confronte avec
3167,in,2102,NULL,NULL,6,a l interieur de
3395,in,2102,NULL,59,NULL,dans
3396,ab-una-part,2102,NULL,59,NULL,confronte avec
3805,ab-una-part,2102,2523,NULL,NULL,confronte avec
3806,ab-una-part,2102,2524,NULL,NULL,confronte avec
3168,in,2103,NULL,NULL,6,a l interieur de
3397,in,2103,NULL,443,NULL,a l interieur de
3398,extra,2103,NULL,248,NULL,est a l exterieur de
3399,ab-una-part,2103,NULL,690,NULL,confronte avec
3807,ab-una-part,2103,2525,NULL,NULL,confronte avec
3808,ab-una-part,2103,2526,NULL,NULL,confronte avec
3169,in,2104,NULL,NULL,6,a l interieur de
3400,in,2104,NULL,443,NULL,a l interieur de
3401,extra,2104,NULL,248,NULL,est a l exterieur de
3809,ab-una-part,2104,2527,NULL,NULL,confronte avec
3810,ab-una-part,2104,2107,NULL,NULL,confronte avec
3811,ab-una-part,2104,2126,NULL,NULL,confronte avec
3170,in,2105,NULL,NULL,6,a l interieur de
3402,extra,2105,NULL,248,NULL,est a l exterieur de
3403,ab-una-part,2105,NULL,695,NULL,confronte avec
3404,ab-una-part,2105,NULL,690,NULL,confronte avec
3812,ab-una-part,2105,2528,NULL,NULL,confronte avec
3171,in,2106,NULL,NULL,6,a l interieur de
3405,in,2106,NULL,443,NULL,a l interieur de
3406,extra,2106,NULL,248,NULL,est a l exterieur de
3407,ab-una-part,2106,NULL,692,NULL,confronte avec
3813,ab-una-part,2106,2529,NULL,NULL,confronte avec
3814,ab-una-part,2106,2530,NULL,NULL,confronte avec
3815,ab-una-part,2106,2531,NULL,NULL,confronte avec
3172,in,2107,NULL,NULL,6,a l interieur de
3408,in,2107,NULL,443,NULL,a l interieur de
3409,extra,2107,NULL,248,NULL,est a l exterieur de
3410,ab-una-part,2107,NULL,690,NULL,confronte avec
3816,ab-una-part,2107,2116,NULL,NULL,confronte avec
3817,ab-una-part,2107,2532,NULL,NULL,confronte avec
3173,in,2108,NULL,NULL,6,a l interieur de
3411,extra,2108,NULL,248,NULL,est a l exterieur de
3818,ab-una-part,2108,2118,NULL,NULL,confronte avec
3819,ab-una-part,2108,2123,NULL,NULL,confronte avec
3174,in,2109,NULL,NULL,6,a l interieur de
3412,in,2109,NULL,443,NULL,a l interieur de
3413,extra,2109,NULL,248,NULL,est a l exterieur de
3414,ab-una-part,2109,NULL,690,NULL,confronte avec
3415,ab-una-part,2109,NULL,692,NULL,confronte avec
3820,ab-una-part,2109,2116,NULL,NULL,confronte avec
3821,ab-una-part,2109,2126,NULL,NULL,confronte avec
3175,in,2110,NULL,NULL,6,a l interieur de
3416,in,2110,NULL,443,NULL,a l interieur de
3417,extra,2110,NULL,248,NULL,est a l exterieur de
3418,ab-una-part,2110,NULL,692,NULL,confronte avec
3419,ab-una-part,2110,NULL,750,NULL,confronte avec
3822,ab-una-part,2110,2106,NULL,NULL,confronte avec
3823,ab-una-part,2110,2533,NULL,NULL,confronte avec
3176,in,2111,NULL,NULL,6,a l interieur de
3420,in,2111,NULL,443,NULL,a l interieur de
3421,extra,2111,NULL,248,NULL,est a l exterieur de
3422,ab-una-part,2111,NULL,695,NULL,confronte avec
3423,ab-una-part,2111,NULL,690,NULL,confronte avec
3824,ab-una-part,2111,2122,NULL,NULL,confronte avec
3825,ab-una-part,2111,2534,NULL,NULL,confronte avec
3177,in,2112,NULL,NULL,6,a l interieur de
3424,in,2112,NULL,443,NULL,a l interieur de
3425,extra,2112,NULL,666,NULL,est a l exterieur de
3426,prope,2112,NULL,690,NULL,a cote de
3427,entre /BD_2112 et /BD_2115,2112,NULL,751,NULL,dans
3826,ab-una-part,2112,2534,NULL,NULL,confronte avec
3827,ab-una-part,2112,2115,NULL,NULL,confronte avec
3178,in,2113,NULL,NULL,6,a l interieur de
3428,extra,2113,NULL,248,NULL,est a l exterieur de
3828,ab-una-part,2113,2129,NULL,NULL,confronte avec
3829,ab-una-part,2113,2116,NULL,NULL,confronte avec
3830,ab-una-part,2113,2104,NULL,NULL,confronte avec
3179,in,2114,NULL,NULL,6,a l interieur de
3429,extra,2114,NULL,248,NULL,est a l exterieur de
3430,in,2114,NULL,443,NULL,a l interieur de
3831,ab-una-part,2114,2130,NULL,NULL,confronte avec
3832,ab-una-part,2114,2110,NULL,NULL,confronte avec
3833,ab-una-part,2114,2535,NULL,NULL,confronte avec
3834,ab-una-part,2114,2533,NULL,NULL,confronte avec
3180,in,2115,NULL,NULL,6,a l interieur de
3431,extra,2115,NULL,248,NULL,est a l exterieur de
3432,in,2115,NULL,443,NULL,a l interieur de
3433,extra,2115,NULL,666,NULL,est a l exterieur de
3434,ab-una-part,2115,NULL,690,NULL,confronte avec
3835,ab-una-part,2115,2112,NULL,NULL,confronte avec
3836,ab-una-part,2115,2536,NULL,NULL,confronte avec
3837,ab-una-part,2115,2537,NULL,NULL,confronte avec
3838,ab-una-part,2115,2538,NULL,NULL,confronte avec
3181,in,2116,NULL,NULL,6,a l interieur de
3435,extra,2116,NULL,248,NULL,est a l exterieur de
3436,ab-una-part,2116,NULL,692,NULL,confronte avec
3839,ab-una-part,2116,2131,NULL,NULL,confronte avec
3840,ab-una-part,2116,2111,NULL,NULL,confronte avec
3182,in,2117,NULL,NULL,6,a l interieur de
3437,extra,2117,NULL,248,NULL,est a l exterieur de
3438,ab-una-part,2117,NULL,695,NULL,confronte avec
3439,ab-una-part,2117,NULL,690,NULL,confronte avec
3841,ab-una-part,2117,2115,NULL,NULL,confronte avec
3842,ab-una-part,2117,2130,NULL,NULL,confronte avec
3183,in,2118,NULL,NULL,6,a l interieur de
3440,extra,2118,NULL,248,NULL,est a l exterieur de
3843,a-orient,2118,2123,NULL,NULL,confronte a l est avec
3844,a-occident,2118,2131,NULL,NULL,confronte a l ouest avec
3184,in,2119,NULL,NULL,6,a l interieur de
3441,extra,2119,NULL,248,NULL,est a l exterieur de
3442,entre /BD_2119 et /BD_2128,2119,NULL,751,NULL,dans
3443,ab-una-part,2119,NULL,690,NULL,confronte avec
3845,a-orient,2119,2123,NULL,NULL,confronte a l est avec
3185,in,2120,NULL,NULL,6,a l interieur de
3444,extra,2120,NULL,248,NULL,est a l exterieur de
3445,in,2120,NULL,443,NULL,a l interieur de
3446,ab-una-part,2120,NULL,695,NULL,confronte avec
3846,ab-una-part,2120,2540,NULL,NULL,confronte avec
3847,ab-una-part,2120,2541,NULL,NULL,confronte avec
3186,in,2121,NULL,NULL,6,a l interieur de
3447,extra,2121,NULL,248,NULL,est a l exterieur de
3448,prope,2121,NULL,695,NULL,a cote de
3848,ab-una-part,2121,2120,NULL,NULL,confronte avec
3849,ab-una-part,2121,2130,NULL,NULL,confronte avec
3850,ab-una-part,2121,2115,NULL,NULL,confronte avec
3187,in,2122,NULL,NULL,6,a l interieur de
3449,extra,2122,NULL,248,NULL,est a l exterieur de
3450,in,2122,NULL,443,NULL,a l interieur de
3451,ab-una-part,2122,NULL,690,NULL,confronte avec
3851,ab-una-part,2122,2541,NULL,NULL,confronte avec
3852,ab-una-part,2122,2542,NULL,NULL,confronte avec
3188,in,2123,NULL,NULL,6,a l interieur de
3452,extra,2123,NULL,248,NULL,est a l exterieur de
3453,ab-una-part,2123,NULL,690,NULL,confronte avec
3853,ab-una-part,2123,2119,NULL,NULL,confronte avec
3854,ab-una-part,2123,2112,NULL,NULL,confronte avec
3189,in,2124,NULL,NULL,6,a l interieur de
3454,extra,2124,NULL,248,NULL,est a l exterieur de
3455,ab-una-part,2124,NULL,692,NULL,confronte avec
3855,ab-una-part,2124,2125,NULL,NULL,confronte avec
3190,in,2125,NULL,NULL,6,a l interieur de
3456,extra,2125,NULL,248,NULL,est a l exterieur de
3457,in,2125,NULL,443,NULL,a l interieur de
3191,in,2126,NULL,NULL,6,a l interieur de
3458,extra,2126,NULL,248,NULL,est a l exterieur de
3459,in,2126,NULL,443,NULL,a l interieur de
3856,ab-una-part,2126,2123,NULL,NULL,confronte avec
3192,in,2127,NULL,NULL,6,a l interieur de
3460,extra,2127,NULL,248,NULL,est a l exterieur de
3461,in,2127,NULL,443,NULL,a l interieur de
3193,in,2128,NULL,NULL,6,a l interieur de
3462,extra,2128,NULL,248,NULL,est a l exterieur de
3463,in,2128,NULL,443,NULL,a l interieur de
3464,ab-una-part,2128,NULL,752,NULL,confronte avec
3857,ab-una-part,2128,2124,NULL,NULL,confronte avec
3194,in,2129,NULL,NULL,6,a l interieur de
3465,extra,2129,NULL,248,NULL,est a l exterieur de
3466,ab-una-part,2129,NULL,692,NULL,confronte avec
3858,ab-una-part,2129,2116,NULL,NULL,confronte avec
3859,ab-una-part,2129,2113,NULL,NULL,confronte avec
3860,ab-una-part,2129,2543,NULL,NULL,confronte avec
3195,in,2130,NULL,NULL,6,a l interieur de
3467,extra,2130,NULL,248,NULL,est a l exterieur de
3468,in,2130,NULL,443,NULL,a l interieur de
3861,ab-una-part,2130,2114,NULL,NULL,confronte avec
3862,ab-una-part,2130,2117,NULL,NULL,confronte avec
3196,in,2131,NULL,NULL,6,a l interieur de
3469,extra,2131,NULL,248,NULL,est a l exterieur de
3470,in,2131,NULL,443,NULL,a l interieur de
3863,ab-una-part,2131,2111,NULL,NULL,confronte avec
3864,ab-una-part,2131,2116,NULL,NULL,confronte avec
3471,in,2132,NULL,413,NULL,a l interieur de
3472,in,2133,NULL,413,NULL,a l interieur de
3473,in,2134,NULL,413,NULL,a l interieur de
3474,ab-una-part,2134,NULL,753,NULL,confronte avec
3865,ab-una-part,2134,2544,NULL,NULL,confronte avec
3866,ab-una-part,2134,2545,NULL,NULL,confronte avec
3475,in,2135,NULL,413,NULL,a l interieur de
3476,ab-una-part,2135,NULL,753,NULL,confronte avec
3867,ab-una-part,2135,2145,NULL,NULL,confronte avec
3868,ab-una-part,2135,2147,NULL,NULL,confronte avec
3477,in,2136,NULL,413,NULL,a l interieur de
3478,ab-una-part,2136,NULL,666,NULL,confronte avec
3869,ab-una-part,2136,2147,NULL,NULL,confronte avec
3870,ab-una-part,2136,2546,NULL,NULL,confronte avec
