Source;Target;Type;Label;typeLien;Wheigt
1017;907;;heres;LienFamille;1
1017;118;;uxor;LienFamille;1
1017;907;;filia;LienFamille;1
1020;1036;;filius;LienFamille;1
1020;1036;;heres;LienFamille;1
1021;1080;;serviens armorum curie marescal;LienProfessionel;1
1021;2842;;serviens armorum;LienProfessionel;1
1022;739;;familiaris;LienProfessionel;1
1025;355;;filius;LienFamille;1
1025;355;;heres;LienFamille;1
1030;220;;uxor;LienFamille;1
1030;863;;filia;LienFamille;1
1030;980;;relicta;LienFamille;1
1032;937;;heres;LienFamille;1
1032;937;;filia;LienFamille;1
1033;1080;;custos animalium silvestrium;LienProfessionel;1
1034;960;;uxor;LienFamille;1
1034;762;;relicta;LienFamille;1
1038;1080;;serviens armorum;LienProfessionel;1
1039;1080;;vice cancellarius;LienProfessionel;1
1040;282;;pater;LienFamille;1
1045;948;;uxor;LienFamille;1
1047;1080;;serviens armorum;LienProfessionel;1
1048;925;;uxor;LienFamille;1
1048;894;;filia;LienFamille;1
1048;894;;heres;LienFamille;1
1050;1014;;uxor;LienFamille;1
1050;881;;filia;LienFamille;1
1050;1043;;filia;LienFamille;1
1051;928;;heres;LienFamille;1
1051;2292;;uxor;LienFamille;1
1051;928;;filia;LienFamille;1
1051;1771;;filia;LienFamille;1
1052;1080;;serviens armorum;LienProfessionel;1
1053;1036;;heres;LienFamille;1
1053;1020;;frater;LienFamille;1
1053;1036;;filius;LienFamille;1
1055;905;;heres;LienFamille;1
1055;905;;uxor;LienFamille;1
1058;347;;pater;LienFamille;1
1062;919;;heres;LienFamille;1
1062;919;;filius;LienFamille;1
1063;112;;pater;LienFamille;1
1065;1063;;uxor;LienFamille;1
1065;929;;filia;LienFamille;1
1065;112;;mater;LienFamille;1
1066;1007;;heres;LienFamille;1
1066;1007;;filius;LienFamille;1
1068;256;;uxor;LienFamille;1
1070;420;;uxor;LienFamille;1
1071;1067;;filius;LienFamille;1
1071;1067;;heres;LienFamille;1
1074;994;;heres;LienFamille;1
1074;994;;filius;LienFamille;1
1077;978;;heres;LienFamille;1
1077;978;;filia;LienFamille;1
1079;1078;;filius;LienFamille;1
1079;1078;;heres;LienFamille;1
1085;1086;;heres;LienFamille;1
1089;1088;;heres;LienFamille;1
1091;1090;;heres;LienFamille;1
1095;1080;;scriptor;LienProfessionel;1
1101;759;;familiaris;LienProfessionel;1
1104;1103;;heres;LienFamille;1
1105;1080;;hostiarius;LienProfessionel;1
1105;1080;;scutifer;LienProfessionel;1
1106;1080;;abreviator;LienProfessionel;1
1116;1080;;serviens armorum;LienProfessionel;1
1120;1122;;filius;LienFamille;1
1121;1080;;palefrenarius;LienProfessionel;1
1122;200;;uxor;LienFamille;1
1123;1625;;frater;LienFamille;1
1126;1080;;cursor;LienProfessionel;1
1128;1080;;maserius;LienProfessionel;1
1129;1128;;filius;LienFamille;1
1139;1080;;barberius;LienProfessionel;1
1145;1080;;porterius prime porte palaci;LienProfessionel;1
1147;1049;;equorum;LienProfessionel;1
1149;1080;;serviens armorum;LienProfessionel;1
1167;1534;;heres;LienFamille;1
1171;2468;;uxor;LienFamille;1
1194;1080;;abreviator;LienProfessionel;1
1200;1052;;filia;LienFamille;1
1210;1265;;filia;LienFamille;1
1218;1219;;frater;LienFamille;1
1227;453;;uxor;LienFamille;1
1231;1232;;filius;LienFamille;1
1243;1122;;filius;LienFamille;1
1244;1122;;filius;LienFamille;1
1245;1122;;filius;LienFamille;1
1247;1080;;scriptor litterarum;LienProfessionel;1
1253;1202;;filia;LienFamille;1
1254;1168;;uxor;LienFamille;1
1255;450;;uxor;LienFamille;1
1257;1240;;filia;LienFamille;1
1258;1064;;uxor;LienFamille;1
1259;1261;;filius;LienFamille;1
1260;1240;;filia;LienFamille;1
1262;1181;;familiaris;LienFamille;1
1264;1263;;filia;LienFamille;1
1267;682;;filia;LienFamille;1
1272;1273;;uxor;LienFamille;1
1274;1223;;filius;LienFamille;1
1276;1251;;uxor;LienFamille;1
1277;1187;;uxor;LienFamille;1
1281;1053;;frater;LienFamille;1
1284;1170;;uxor;LienFamille;1
1285;1165;;filia;LienFamille;1
1285;533;;uxor;LienFamille;1
1286;1225;;filius;LienFamille;1
1286;1288;;frater;LienFamille;1
1286;1287;;frater;LienFamille;1
1287;1225;;filius;LienFamille;1
1288;1225;;filius;LienFamille;1
1288;1287;;frater;LienFamille;1
1289;1285;;filius;LienFamille;1
1289;533;;heres;LienFamille;1
1289;533;;filius;LienFamille;1
1291;1072;;nepos;LienFamille;1
1363;1305;;uxor;LienFamille;1
1366;1367;;conjuges;LienFamille;1
1369;1370;;uxor;LienFamille;1
1372;1319;;molher;LienFamille;1
1374;1373;;filia;LienFamille;1
1375;1325;;uxor;LienFamille;1
1377;1376;;uxor;LienFamille;1
1378;1332;;filia;LienFamille;1
1378;1335;;relicta;LienFamille;1
1378;1379;;uxor;LienFamille;1
1381;1382;;uxor;LienFamille;1
1381;1382;;nunc uxor;LienFamille;1
1381;1347;;relicta;LienFamille;1
1381;1347;;relicta;LienFamille;1
1386;1295;;filius;LienFamille;1
1387;613;;heres;LienFamille;1
1387;613;;filia;LienFamille;1
1387;1364;;uxor;LienFamille;1
1389;1080;;cursor;LienProfessionel;1
1492;1695;;uxor;LienFamille;1
1494;1634;;uxor;LienFamille;1
1495;2294;;relicta;LienFamille;1
1495;495;;uxor;LienFamille;1
1499;2288;;relicta;LienFamille;1
1500;2353;;uxor;LienFamille;1
1500;2353;;relicta;LienFamille;1
1501;2374;;uxor;LienFamille;1
1501;2375;;heres;LienFamille;1
1504;2323;;relicta;LienFamille;1
1505;1753;;uxor;LienFamille;1
1507;1603;;uxor;LienFamille;1
1511;2481;;uxor;LienFamille;1
1516;1039;;familiaris;LienFamille;1
1516;1080;;scriptor;LienProfessionel;1
1518;1564;;frater;LienFamille;1
1519;612;;heres;LienFamille;1
1519;612;;filia;LienFamille;1
1526;2356;;filius;LienFamille;1
1526;2356;;heres;LienFamille;1
1528;2354;;relicta;LienFamille;1
1529;1600;;mater;LienFamille;1
1529;2282;;relicta;LienFamille;1
1539;1628;;frater;LienFamille;1
1539;1628;;frater;LienFamille;1
1541;2371;;uxor;LienFamille;1
1542;2310;;uxor;LienFamille;1
1543;2311;;filia;LienFamille;1
1545;2479;;filius;LienFamille;1
1556;770;;filius;LienFamille;1
1557;1080;;hostiarius;LienProfessionel;1
1559;1634;;uxor;LienFamille;1
1559;2399;;relicta;LienFamille;1
1561;2060;;uxor;LienFamille;1
1561;2060;;relicta;LienFamille;1
1562;1550;;uxor;LienFamille;1
1563;585;;uxor;LienFamille;1
1565;2287;;uxor;LienFamille;1
1567;2298;;uxor;LienFamille;1
1568;1730;;uxor;LienFamille;1
1574;1573;;frater;LienFamille;1
1575;1668;;filia;LienFamille;1
1576;2291;;uxor;LienFamille;1
1580;2301;;uxor;LienFamille;1
1582;2336;;uxor;LienFamille;1
1583;2281;;relicta;LienFamille;1
1584;2408;;uxor;LienFamille;1
1587;2437;;relicta;LienFamille;1
1587;2364;;uxor;LienFamille;1
1589;1706;;uxor;LienFamille;1
1590;612;;filia;LienFamille;1
1590;2380;;uxor;LienFamille;1
1594;1766;;frater;LienFamille;1
1597;2368;;heres;LienFamille;1
1600;456;;uxor;LienFamille;1
1614;1779;;socius;LienFamille;1
1618;2386;;mater;LienFamille;1
1619;1714;;uxor;LienFamille;1
1619;2300;;nunc uxor;LienFamille;1
1620;2290;;uxor;LienFamille;1
1621;2304;;relicta;LienFamille;1
1622;1782;;uxor;LienFamille;1
1623;2467;;uxor;LienFamille;1
1627;2330;;filius;LienFamille;1
1627;2330;;heres;LienFamille;1
1633;2435;;filius;LienFamille;1
1647;2440;;heres;LienFamille;1
1648;2446;;heres;LienFamille;1
1649;1317;;heres;LienFamille;1
1650;2450;;heres;LienFamille;1
1651;2453;;heres;LienFamille;1
1652;2455;;heres;LienFamille;1
1653;2456;;heres;LienFamille;1
1654;2459;;heres;LienFamille;1
1655;2460;;heres;LienFamille;1
1656;456;;heres;LienFamille;1
1657;2422;;heres;LienFamille;1
1658;2462;;heres;LienFamille;1
1659;2415;;heres;LienFamille;1
1662;1867;;uxor;LienFamille;1
1663;272;;uxor;LienFamille;1
1664;2366;;uxor;LienFamille;1
1664;1010;;relicta;LienFamille;1
1669;1701;;uxor;LienFamille;1
1670;2378;;filia;LienFamille;1
1670;2379;;nunc uxor;LienFamille;1
1670;2378;;heres;LienFamille;1
1671;1491;;uxor;LienFamille;1
1672;1457;;uxor;LienFamille;1
1672;1457;;uxor;LienFamille;1
1672;1457;;uxor;LienFamille;1
1680;2280;;relicta;LienFamille;1
1682;1780;;uxor;LienFamille;1
1685;612;;heres;LienFamille;1
1685;612;;filia;LienFamille;1
1688;2471;;filius;LienFamille;1
1703;2332;;filius;LienFamille;1
1721;1572;;filius;LienFamille;1
1728;2319;;familiaris;LienFamille;1
1730;1080;;serviens armorum;LienProfessionel;1
1731;2184;;conjuges;LienFamille;1
1732;1605;;uxor;LienFamille;1
1733;1598;;uxor;LienFamille;1
1733;1598;;uxor;LienFamille;1
1734;1700;;uxor;LienFamille;1
1736;2482;;uxor;LienFamille;1
1737;1588;;uxor;LienFamille;1
1739;2306;;uxor;LienFamille;1
1740;2307;;uxor;LienFamille;1
1744;2466;;uxor;LienFamille;1
1749;1746;;uxor;LienFamille;1
1751;2382;;uxor;LienFamille;1
1752;2040;;uxor;LienFamille;1
1754;1722;;uxor;LienFamille;1
1755;1741;;uxor;LienFamille;1
1755;2277;;heres;LienFamille;1
1756;2432;;uxor;LienFamille;1
1757;1490;;uxor;LienFamille;1
1758;317;;uxor;LienFamille;1
1759;2361;;uxor;LienFamille;1
1760;2320;;relicta;LienFamille;1
1762;2305;;uxor;LienFamille;1
1763;2403;;uxor;LienFamille;1
1764;2391;;heres;LienFamille;1
1764;2391;;relicta;LienFamille;1
1765;1080;;ussier prime porte palaci;LienProfessionel;1
1769;2421;;relicta;LienFamille;1
1778;1571;;uxor;LienFamille;1
1783;1080;;funerius;LienProfessionel;1
1794;1080;;serviens armorum;LienProfessionel;1
1803;2412;;filius;LienFamille;1
1813;1509;;filius;LienFamille;1
1816;765;;heres;LienFamille;1
1816;765;;filius;LienFamille;1
1820;2293;;heres;LienFamille;1
1821;2472;;relicta;LienFamille;1
1822;1950;;uxor;LienFamille;1
1826;2346;;heres;LienFamille;1
1827;2180;;filius;LienFamille;1
1838;2369;;relicta;LienFamille;1
1841;76;;uxor;LienFamille;1
1844;2333;;filius;LienFamille;1
1849;833;;uxor;LienFamille;1
1849;1231;;uxor;LienFamille;1
1850;1788;;uxor;LienFamille;1
1852;1705;;uxor;LienFamille;1
1853;2326;;relicta;LienFamille;1
1854;1705;;nunc uxor;LienFamille;1
1860;2402;;relicta;LienFamille;1
1861;1729;;uxor;LienFamille;1
1865;2396;;relicta;LienFamille;1
1866;2350;;filius;LienFamille;1
1876;2098;;relicta;LienFamille;1
1879;2335;;uxor;LienFamille;1
1880;2363;;uxor;LienFamille;1
1914;2438;;heres;LienFamille;1
1915;2439;;heres;LienFamille;1
1916;2441;;heres;LienFamille;1
1917;594;;heres;LienFamille;1
1918;2442;;heres;LienFamille;1
1919;2443;;heres;LienFamille;1
1920;1466;;heres;LienFamille;1
1921;2444;;heres;LienFamille;1
1922;2445;;heres;LienFamille;1
1923;1014;;heres;LienFamille;1
1924;2447;;heres;LienFamille;1
1925;2448;;heres;LienFamille;1
1926;2449;;heres;LienFamille;1
1927;2451;;heres;LienFamille;1
1928;1909;;heres;LienFamille;1
1929;2452;;heres;LienFamille;1
1930;470;;heres;LienFamille;1
1931;2454;;heres;LienFamille;1
1932;1950;;heres;LienFamille;1
1933;507;;heres;LienFamille;1
1933;507;;heres;LienFamille;1
1934;1153;;heres;LienFamille;1
1935;2457;;heres;LienFamille;1
1936;2458;;heres;LienFamille;1
1937;2461;;heres;LienFamille;1
1939;312;;mater;LienFamille;1
1953;1080;;secretarius;LienProfessionel;1
1953;1080;;scriptor;LienProfessionel;1
1954;1080;;serviens armorum;LienProfessionel;1
1957;1894;;frater;LienFamille;1
1965;2362;;uxor;LienFamille;1
1966;1080;;serviens armorum;LienProfessionel;1
1972;810;;uxor;LienFamille;1
1984;1080;;serviens armorum;LienProfessionel;1
1987;1987;;frater;LienFamille;1
1998;956;;filius;LienFamille;1
2004;113;;coquus;LienProfessionel;1
2015;1080;;serviens armorum;LienProfessionel;1
2019;2018;;uxor;LienFamille;1
2021;495;;uxor;LienFamille;1
2028;2365;;uxor;LienFamille;1
2032;2276;;uxor;LienFamille;1
2040;1080;;serviens armorum;LienProfessionel;1
2049;1664;;pater;LienFamille;1
2055;1080;;cursor;LienProfessionel;1
2065;1851;;heres;LienFamille;1
2068;2127;;filius;LienFamille;1
2072;2090;;filius;LienFamille;1
2072;2090;;heres;LienFamille;1
2081;1063;;relicta;LienFamille;1
2084;1080;;palafrenarius;LienProfessionel;1
2092;2308;;conjuges;LienFamille;1
2097;1080;;apothecarius;LienProfessionel;1
2097;201;;socius;LienFamille;1
2099;1080;;ussier porte ferri;LienProfessionel;1
2107;2345;;heres;LienFamille;1
2107;2345;;filius;LienFamille;1
2110;2257;;uxor;LienFamille;1
2111;2201;;uxor;LienFamille;1
2112;2160;;uxor;LienFamille;1
2113;1585;;neptis;LienFamille;1
2116;2245;;uxor;LienFamille;1
2117;2069;;uxor;LienFamille;1
2118;2195;;uxor;LienFamille;1
2119;2263;;uxor;LienFamille;1
2122;2338;;uxor;LienFamille;1
2123;2198;;uxor;LienFamille;1
2123;1716;;uxor;LienFamille;1
2124;2237;;uxor;LienFamille;1
2130;1271;;uxor;LienFamille;1
2130;551;;relicta;LienFamille;1
2131;2126;;filius;LienFamille;1
2135;1907;;heres;LienFamille;1
2135;1907;;filius;LienFamille;1
2137;2340;;uxor;LienFamille;1
2138;2181;;conjuges;LienFamille;1
2140;2367;;uxor;LienFamille;1
2144;2225;;uxor;LienFamille;1
2146;2178;;conjuges;LienFamille;1
2147;1752;;soror;LienFamille;1
2147;2347;;uxor;LienFamille;1
2149;2343;;uxor;LienFamille;1
2151;2279;;uxor;LienFamille;1
2151;1842;;filia;LienFamille;1
2152;1508;;heres;LienFamille;1
2152;2341;;uxor;LienFamille;1
2163;2240;;uxor;LienFamille;1
2167;2206;;uxor;LienFamille;1
2168;2325;;uxor;LienFamille;1
2173;2233;;conjugum;LienFamille;1
2174;2161;;uxor;LienFamille;1
2176;2342;;uxor;LienFamille;1
2180;2246;;uxor;LienFamille;1
2180;2246;;uxor;LienFamille;1
2182;2162;;uxor;LienFamille;1
2183;1006;;uxor;LienFamille;1
2196;2694;;heres;LienFamille;1
2198;136;;filius;LienFamille;1
2202;2623;;uxor;LienFamille;1
2207;2337;;relicta;LienFamille;1
2208;201;;relicta;LienFamille;1
2209;2130;;filia;LienFamille;1
2210;1783;;filia;LienFamille;1
2213;2063;;uxor;LienFamille;1
2214;2238;;uxor;LienFamille;1
2216;490;;uxor;LienFamille;1
2216;490;;uxor;LienFamille;1
2217;2331;;filia;LienFamille;1
2218;1911;;conjuges;LienFamille;1
2222;2340;;filius;LienFamille;1
2223;2076;;uxor;LienFamille;1
2228;2324;;filia;LienFamille;1
2229;191;;uxor;LienFamille;1
2231;2299;;uxor;LienFamille;1
2232;2278;;uxor;LienFamille;1
2234;2221;;uxor;LienFamille;1
2234;2221;;uxor;LienFamille;1
2235;2193;;uxor;LienFamille;1
2236;1634;;filius;LienFamille;1
2249;2315;;heres;LienFamille;1
2250;2318;;heres;LienFamille;1
2250;2318;;filia;LienFamille;1
2251;831;;conjuges;LienFamille;1
2260;2355;;uxor;LienFamille;1
2264;1803;;uxor;LienFamille;1
2265;2150;;uxor;LienFamille;1
2266;2387;;uxor;LienFamille;1
2267;2312;;nunc uxor;LienFamille;1
2269;2334;;filia;LienFamille;1
2271;2272;;uxor;LienFamille;1
2273;2274;;uxor;LienFamille;1
2275;50;;filius;LienFamille;1
2283;2135;;mater;LienFamille;1
2283;2135;;herer;LienFamille;1
2283;2284;;relicta;LienFamille;1
2285;2286;;uxor;LienFamille;1
2289;2070;;uxor;LienFamille;1
2295;216;;porterius;LienProfessionel;1
2297;2296;;uxor;LienFamille;1
2309;2191;;uxor;LienFamille;1
2311;1080;;porterius prime porte palati;LienProfessionel;1
2313;2314;;uxor;LienFamille;1
2315;2316;;uxor;LienFamille;1
2315;2317;;relicta;LienFamille;1
2321;2077;;uxor;LienFamille;1
2321;2322;;relicta;LienFamille;1
2327;2063;;filius;LienFamille;1
2328;2329;;uxor;LienFamille;1
2339;1606;;filius;LienFamille;1
2348;2253;;filius;LienFamille;1
2349;1843;;uxor;LienFamille;1
2350;1080;;hostiarius;LienProfessionel;1
2351;723;;uxor;LienFamille;1
2357;2358;;uxor;LienFamille;1
2359;191;;filius;LienFamille;1
2360;1847;;filia;LienFamille;1
2370;1838;;filia;LienFamille;1
2372;2373;;heres;LienFamille;1
2372;2373;;filia;LienFamille;1
2377;2376;;uxor;LienFamille;1
2381;1590;;filia;LienFamille;1
2381;50;;uxor;LienFamille;1
2383;1566;;relicta;LienFamille;1
2383;1566;;uxor;LienFamille;1
2384;1834;;uxor;LienFamille;1
2385;2197;;uxor;LienFamille;1
2389;2388;;uxor;LienFamille;1
2390;2391;;filius;LienFamille;1
2393;1700;;nepotis;LienFamille;1
2394;2395;;uxor;LienFamille;1
2397;1677;;filius;LienFamille;1
2398;2397;;uxor;LienFamille;1
2401;2400;;uxor;LienFamille;1
2405;2404;;relicta;LienFamille;1
2407;2406;;uxor;LienFamille;1
2409;2410;;uxor;LienFamille;1
2411;1825;;nunc uxor;LienFamille;1
2416;2415;;heres;LienFamille;1
2416;2415;;filia;LienFamille;1
2417;2415;;filius;LienFamille;1
2417;2415;;heres;LienFamille;1
2418;2415;;filius;LienFamille;1
2418;2415;;heres;LienFamille;1
2420;2419;;uxor;LienFamille;1
2423;2422;;filia;LienFamille;1
2424;2425;;heres;LienFamille;1
2424;2425;;filius;LienFamille;1
2426;1830;;filius;LienFamille;1
2427;1080;;hostiarius;LienProfessionel;1
2428;2427;;nunc uxor;LienFamille;1
2430;2429;;uxor;LienFamille;1
2431;52;;relicta;LienFamille;1
2433;2434;;filia;LienFamille;1
2433;2434;;heres;LienFamille;1
2448;2619;;heres;LienFamille;1
2463;2462;;filius;LienFamille;1
2464;2462;;filius;LienFamille;1
2465;2462;;filius;LienFamille;1
2469;2470;;filius;LienFamille;1
2474;2473;;uxor;LienFamille;1
2475;2476;;uxor;LienFamille;1
2478;2477;;heres;LienFamille;1
2478;2477;;filia;LienFamille;1
2480;703;;uxor;LienFamille;1
2483;2484;;uxor;LienFamille;1
2487;2282;;heres;LienFamille;1
2489;2666;;palafrenerius;LienProfessionel;1
2490;2489;;uxor;LienFamille;1
2495;737;;capelanus;LienProfessionel;1
2495;113;;comprador;LienProfessionel;1
2496;1805;;uxor;LienFamille;1
2497;1827;;heres;LienFamille;1
2499;2498;;uxor;LienFamille;1
2500;2687;;relicta;LienFamille;1
2501;1080;;scriptor;LienProfessionel;1
2502;2691;;heres;LienFamille;1
2505;828;;heres;LienFamille;1
2509;2620;;uxor;LienFamille;1
2511;2621;;uxor;LienFamille;1
2512;2622;;uxor;LienFamille;1
2513;2624;;uxor;LienFamille;1
2516;2515;;uxor;LienFamille;1
2520;2448;;relicta;LienFamille;1
2521;2626;;uxor;LienFamille;1
2521;2625;;filia;LienFamille;1
2528;2738;;filia;LienFamille;1
2532;2627;;filia;LienFamille;1
2533;2628;;filia;LienFamille;1
2535;2629;;uxor;LienFamille;1
2535;2747;;tutrix;LienFamille;1
2535;2746;;tutrix;LienFamille;1
2535;2745;;tutrix;LienFamille;1
2537;2632;;filius;LienFamille;1
2537;2630;;heres;LienFamille;1
2539;2540;;frater;LienFamille;1
2541;2633;;filius;LienFamille;1
2542;2634;;filius;LienFamille;1
2543;2635;;uxor;LienFamille;1
2544;2636;;relicta;LienFamille;1
2544;2637;;uxor;LienFamille;1
2545;2638;;tutor;LienFamille;1
2546;2518;;flius;LienFamille;1
2546;2518;;heres;LienFamille;1
2547;2518;;flius;LienFamille;1
2547;2518;;heres;LienFamille;1
2548;2518;;heres;LienFamille;1
2548;2518;;flius;LienFamille;1
2549;2518;;heres;LienFamille;1
2549;2518;;filia;LienFamille;1
2552;2838;;heres;LienFamille;1
2558;1019;;frater;LienFamille;1
2561;976;;filia;LienFamille;1
2563;2641;;uxor;LienFamille;1
2565;473;;uxor;LienFamille;1
2568;1072;;scutifer;LienProfessionel;1
2569;2641;;filius;LienFamille;1
2569;2563;;filius;LienFamille;1
2570;2642;;filius;LienFamille;1
2572;2571;;uxor;LienFamille;1
2573;2648;;uxor;LienFamille;1
2573;2649;;filia;LienFamille;1
2575;2576;;soror;LienFamille;1
2575;750;;heres;LienFamille;1
2576;750;;heres;LienFamille;1
2580;2650;;relicta;LienFamille;1
2588;2651;;uxor;LienFamille;1
2596;2655;;relicta;LienFamille;1
2597;2656;;filia;LienFamille;1
2599;2657;;uxor;LienFamille;1
2600;2485;;uxor;LienFamille;1
2601;2658;;uxor;LienFamille;1
2602;2659;;uxor;LienFamille;1
2604;2603;;uxor;LienFamille;1
2605;2661;;relicta;LienFamille;1
2605;2662;;uxor;LienFamille;1
2618;2663;;filius;LienFamille;1
2624;1080;;corrier;LienProfessionel;1
2627;1080;;corrieu;LienProfessionel;1
2627;1080;;serviens armorum;LienProfessionel;1
2630;2631;;filius;LienFamille;1
2638;2639;;filia;LienFamille;1
2643;282;;filius;LienFamille;1
2644;282;;filius;LienFamille;1
2645;282;;filia;LienFamille;1
2646;282;;filia;LienFamille;1
2647;282;;filia;LienFamille;1
2652;897;;uxor;LienFamille;1
2653;897;;nunc uxor;LienFamille;1
2663;1080;;abreviator;LienProfessionel;1
2664;1246;;heres;LienFamille;1
2664;1246;;filius;LienFamille;1
2665;1080;;coquus;LienProfessionel;1
2673;2674;;uxor;LienFamille;1
2676;2678;;filia;LienFamille;1
2681;2682;;frater;LienFamille;1
2683;1080;;serviens armorum;LienProfessionel;1
2684;1080;;grossator;LienProfessionel;1
2686;1080;;scriptor;LienProfessionel;1
2689;2690;;filius;LienFamille;1
2691;1080;;abreviator;LienProfessionel;1
2692;339;;nepos;LienFamille;1
2693;403;;cameriarius;LienProfessionel;1
2694;2695;;uxor;LienFamille;1
2697;1080;;corrieu;LienProfessionel;1
2699;2509;;filia;LienFamille;1
2699;2279;;uxor;LienFamille;1
2700;2701;;uxor;LienFamille;1
2704;2705;;relicta;LienFamille;1
2705;2833;;scutifer;LienProfessionel;1
2707;2706;;uxor;LienFamille;1
2710;2711;;filius;LienFamille;1
2714;2715;;uxor;LienFamille;1
2716;2715;;filia;LienFamille;1
2717;2719;;heres;LienFamille;1
2718;2719;;uxor;LienFamille;1
2720;2521;;heres;LienFamille;1
2720;2721;;uxor;LienFamille;1
2722;2666;;familiaris;LienFamille;1
2723;2722;;uxor;LienFamille;1
2723;2724;;nunc uxor;LienFamille;1
2728;1080;;obreviondor;LienProfessionel;1
2729;1080;;courrier;LienProfessionel;1
2731;38;;heres;LienFamille;1
2733;2734;;uxor;LienFamille;1
2735;1080;;corrieu;LienProfessionel;1
2736;2737;;filia;LienFamille;1
2741;2742;;camerier;LienProfessionel;1
2745;2535;;filia;LienFamille;1
2745;2629;;filia;LienFamille;1
2746;2629;;filius;LienFamille;1
2746;2535;;filius;LienFamille;1
2747;2629;;filia;LienFamille;1
2747;2535;;filia;LienFamille;1
2748;2537;;uxor;LienFamille;1
2749;2750;;frater;LienFamille;1
2751;2752;;uxor;LienFamille;1
2756;495;;soror;LienFamille;1
2757;2758;;uxor;LienFamille;1
2757;495;;filia;LienFamille;1
2758;495;;filius;LienFamille;1
2758;2757;;frater;LienFamille;1
2759;1052;;heres substitue;LienFamille;1
2763;811;;filius;LienFamille;1
2766;1080;;courrier;LienProfessionel;1
2767;2766;;uxor;LienFamille;1
2772;1601;;heres;LienFamille;1
2772;1601;;filius;LienFamille;1
2777;79;;filia;LienFamille;1
2777;7;;filia;LienFamille;1
2779;2778;;filius;LienFamille;1
2782;2783;;filius;LienFamille;1
2787;2566;;filia;LienFamille;1
2787;2788;;uxor;LienFamille;1
2789;2790;;uxor;LienFamille;1
2792;2569;;heres;LienFamille;1
2792;2793;;uxor;LienFamille;1
2793;1080;;corrier;LienProfessionel;1
2794;211;;heres;LienFamille;1
2795;211;;heres;LienFamille;1
2796;211;;heres;LienFamille;1
2800;2801;;filius;LienFamille;1
2809;2808;;uxor;LienFamille;1
2813;2814;;filius;LienFamille;1
2816;2813;;uxor;LienFamille;1
2822;2595;;filius;LienFamille;1
2827;2828;;filius;LienFamille;1
2829;2595;;uxor;LienFamille;1
2829;965;;filia;LienFamille;1
2835;2103;;filia;LienFamille;1
2835;2247;;uxor;LienFamille;1
2837;199;;filia;LienFamille;1
2837;199;;heres;LienFamille;1
2838;1080;;serviens armorum;LienProfessionel;1
2839;74;;heres;LienFamille;1
2844;1080;;serviens armorum;LienProfessionel;1
2845;2847;;heres;LienFamille;1
2845;2846;;heres;LienFamille;1
2849;2848;;heres;LienFamille;1
2850;627;;heres;LienFamille;1
2852;1080;;grossator;LienProfessionel;1
2865;2866;;uxor;LienFamille;1
2873;2874;;uxor;LienFamille;1
2875;2876;;filia;LienFamille;1
2877;2878;;heres;LienFamille;1
2882;1080;;porterius;LienProfessionel;1
2883;2884;;heres;LienFamille;1
2886;2887;;uxor;LienFamille;1
2890;2891;;filia;LienFamille;1
2897;2898;;filia;LienFamille;1
2899;2958;;heres;LienFamille;1
2909;2910;;heres;LienFamille;1
2911;2912;;heres;LienFamille;1
2913;2914;;heres;LienFamille;1
2918;2919;;uxor;LienFamille;1
2939;1080;;abreviator;LienProfessionel;1
2955;2956;;genre;LienFamille;1
2959;2960;;heres;LienFamille;1
2961;2962;;heres;LienFamille;1
2964;2965;;heres;LienFamille;1
2966;1182;;heres;LienFamille;1
2967;1080;;serviens armorum;LienProfessionel;1
